phase,quantile,entry_offset_mode,tp_sl_ratio,sizing_mode,net_pnl,trades_per_day,sortino,maxdd,ulcer,tuw_max_days,expectancy_per_trade,win_rate
phase1_non_sizing_grid,0.3,optimizer,2:1,linear_5_15,5126.626502962088,18.987179487179485,0.3661742295000924,0.11786695184942375,5.4354671876907625,0.0,3.4615979088197757,0.29439567859554355
phase1_non_sizing_grid,0.3,optimizer,3:2,linear_5_15,5126.626502962088,18.987179487179485,0.3661742295000924,0.11786695184942375,5.4354671876907625,0.0,3.4615979088197757,0.29439567859554355
phase1_non_sizing_grid,0.3,optimizer,4:2,linear_5_15,5126.626502962088,18.987179487179485,0.3661742295000924,0.11786695184942375,5.4354671876907625,0.0,3.4615979088197757,0.29439567859554355
phase1_non_sizing_grid,0.3,fixed_0_15,2:1,linear_5_15,-9912.097034419074,18.974358974358974,-0.6986761072878546,0.14375397561030512,9.015417123807756,0.0,-6.697362861093969,0.26013513513513514
phase1_non_sizing_grid,0.3,fixed_0_15,3:2,linear_5_15,-9912.097034419074,18.974358974358974,-0.6986761072878546,0.14375397561030512,9.015417123807756,0.0,-6.697362861093969,0.26013513513513514
phase1_non_sizing_grid,0.3,fixed_0_15,4:2,linear_5_15,-9912.097034419074,18.974358974358974,-0.6986761072878546,0.14375397561030512,9.015417123807756,0.0,-6.697362861093969,0.26013513513513514
phase1_non_sizing_grid,0.1,optimizer,2:1,linear_5_15,11313.952455360943,7.025974025974026,2.717215793949049,0.04438047938614931,1.6622848212201515,0.0,20.91303596185017,0.3197781885397412
phase1_non_sizing_grid,0.1,optimizer,3:2,linear_5_15,11313.952455360943,7.025974025974026,2.717215793949049,0.04438047938614931,1.6622848212201515,0.0,20.91303596185017,0.3197781885397412
phase1_non_sizing_grid,0.1,optimizer,4:2,linear_5_15,11313.952455360943,7.025974025974026,2.717215793949049,0.04438047938614931,1.6622848212201515,0.0,20.91303596185017,0.3197781885397412
phase1_non_sizing_grid,0.1,fixed_0_15,2:1,linear_5_15,5396.210801028408,7.025974025974026,1.2742404752451313,0.04726132792082771,2.123176528513872,0.0,9.974511647002602,0.27911275415896486
phase1_non_sizing_grid,0.1,fixed_0_15,3:2,linear_5_15,5396.210801028408,7.025974025974026,1.2742404752451313,0.04726132792082771,2.123176528513872,0.0,9.974511647002602,0.27911275415896486
phase1_non_sizing_grid,0.1,fixed_0_15,4:2,linear_5_15,5396.210801028408,7.025974025974026,1.2742404752451313,0.04726132792082771,2.123176528513872,0.0,9.974511647002602,0.27911275415896486
phase1_non_sizing_grid,0.05,optimizer,2:1,linear_5_15,15007.926516783524,3.779220779220779,9.85312821960557,0.022539469807162926,0.7676536827169284,0.0,51.57363064186778,0.3436426116838488
phase1_non_sizing_grid,0.05,optimizer,3:2,linear_5_15,15007.926516783524,3.779220779220779,9.85312821960557,0.022539469807162926,0.7676536827169284,0.0,51.57363064186778,0.3436426116838488
phase1_non_sizing_grid,0.05,optimizer,4:2,linear_5_15,15007.926516783524,3.779220779220779,9.85312821960557,0.022539469807162926,0.7676536827169284,0.0,51.57363064186778,0.3436426116838488
phase1_non_sizing_grid,0.05,fixed_0_15,2:1,linear_5_15,11778.965068472764,3.779220779220779,7.7332236584433955,0.028840220511543335,1.058259793953634,0.0,40.477543190628055,0.3024054982817869
phase1_non_sizing_grid,0.05,fixed_0_15,3:2,linear_5_15,11778.965068472764,3.779220779220779,7.7332236584433955,0.028840220511543335,1.058259793953634,0.0,40.477543190628055,0.3024054982817869
phase1_non_sizing_grid,0.05,fixed_0_15,4:2,linear_5_15,11778.965068472764,3.779220779220779,7.7332236584433955,0.028840220511543335,1.058259793953634,0.0,40.477543190628055,0.3024054982817869
phase2_sizing_compare,0.05,optimizer,2:1,linear_5_15,15007.926516783524,3.779220779220779,9.85312821960557,0.022539469807162926,0.7676536827169284,0.0,51.57363064186778,0.3436426116838488
phase2_sizing_compare,0.05,optimizer,2:1,convex_power,13496.716617258593,3.779220779220779,8.860976281946122,0.01938012334792749,0.657267325041206,0.0,46.38046947511544,0.3436426116838488
phase2_sizing_compare,0.05,optimizer,2:1,concave_power,15774.242222001596,3.779220779220779,10.35623593620556,0.02447957478949414,0.8420843826911681,0.0,54.20701794502266,0.3436426116838488
