phase,quantile,entry_offset_mode,tp_sl_ratio,sizing_mode,net_pnl,trades_per_day,sortino,maxdd,ulcer,tuw_max_days,expectancy_per_trade,win_rate
phase1_non_sizing_grid,0.3,optimizer,2:1,linear_5_15,31368.8460660267,17.357142857142858,3.2571891190706586,0.06999975413447845,2.402899865026816,0.0,25.817980301256544,0.34074074074074073
phase1_non_sizing_grid,0.3,optimizer,3:2,linear_5_15,31368.8460660267,17.357142857142858,3.2571891190706586,0.06999975413447845,2.402899865026816,0.0,25.817980301256544,0.34074074074074073
phase1_non_sizing_grid,0.3,optimizer,4:2,linear_5_15,31368.8460660267,17.357142857142858,3.2571891190706586,0.06999975413447845,2.402899865026816,0.0,25.817980301256544,0.34074074074074073
phase1_non_sizing_grid,0.3,fixed_0_15,2:1,linear_5_15,17893.27508012544,17.414285714285715,1.804815134060214,0.08426114995992129,3.3228660970121906,0.0,14.678650598954421,0.3117309269893355
phase1_non_sizing_grid,0.3,fixed_0_15,3:2,linear_5_15,17893.27508012544,17.414285714285715,1.804815134060214,0.08426114995992129,3.3228660970121906,0.0,14.678650598954421,0.3117309269893355
phase1_non_sizing_grid,0.3,fixed_0_15,4:2,linear_5_15,17893.27508012544,17.414285714285715,1.804815134060214,0.08426114995992129,3.3228660970121906,0.0,14.678650598954421,0.3117309269893355
phase1_non_sizing_grid,0.1,optimizer,2:1,linear_5_15,18376.024138934074,6.142857142857143,5.282472852169196,0.033103378200548095,1.2488049777809718,0.0,42.73493985798622,0.37209302325581395
phase1_non_sizing_grid,0.1,optimizer,3:2,linear_5_15,18376.024138934074,6.142857142857143,5.282472852169196,0.033103378200548095,1.2488049777809718,0.0,42.73493985798622,0.37209302325581395
phase1_non_sizing_grid,0.1,optimizer,4:2,linear_5_15,18376.024138934074,6.142857142857143,5.282472852169196,0.033103378200548095,1.2488049777809718,0.0,42.73493985798622,0.37209302325581395
phase1_non_sizing_grid,0.1,fixed_0_15,2:1,linear_5_15,12517.168676871379,6.171428571428572,3.460999826052738,0.03851687834794626,1.6024479776537148,0.0,28.97492749275782,0.3472222222222222
phase1_non_sizing_grid,0.1,fixed_0_15,3:2,linear_5_15,12517.168676871379,6.171428571428572,3.460999826052738,0.03851687834794626,1.6024479776537148,0.0,28.97492749275782,0.3472222222222222
phase1_non_sizing_grid,0.1,fixed_0_15,4:2,linear_5_15,12517.168676871379,6.171428571428572,3.460999826052738,0.03851687834794626,1.6024479776537148,0.0,28.97492749275782,0.3472222222222222
phase1_non_sizing_grid,0.05,optimizer,2:1,linear_5_15,13126.732462596214,3.318840579710145,6.968148376604022,0.026871642512080518,0.8727222660918217,0.0,57.32197581919744,0.4104803493449782
phase1_non_sizing_grid,0.05,optimizer,3:2,linear_5_15,13126.732462596214,3.318840579710145,6.968148376604022,0.026871642512080518,0.8727222660918217,0.0,57.32197581919744,0.4104803493449782
phase1_non_sizing_grid,0.05,optimizer,4:2,linear_5_15,13126.732462596214,3.318840579710145,6.968148376604022,0.026871642512080518,0.8727222660918217,0.0,57.32197581919744,0.4104803493449782
phase1_non_sizing_grid,0.05,fixed_0_15,2:1,linear_5_15,9630.491232279795,3.3333333333333335,4.861584843127199,0.03167157266995069,1.0350461777585425,0.0,41.87170100991215,0.4
phase1_non_sizing_grid,0.05,fixed_0_15,3:2,linear_5_15,9630.491232279795,3.3333333333333335,4.861584843127199,0.03167157266995069,1.0350461777585425,0.0,41.87170100991215,0.4
phase1_non_sizing_grid,0.05,fixed_0_15,4:2,linear_5_15,9630.491232279795,3.3333333333333335,4.861584843127199,0.03167157266995069,1.0350461777585425,0.0,41.87170100991215,0.4
phase2_sizing_compare,0.3,optimizer,2:1,linear_5_15,31368.8460660267,17.357142857142858,3.2571891190706586,0.06999975413447845,2.402899865026816,0.0,25.817980301256544,0.34074074074074073
phase2_sizing_compare,0.3,optimizer,2:1,convex_power,28655.34232414153,17.357142857142858,3.3770300892618152,0.05978501092678323,2.0453409431749945,0.0,23.584643888182327,0.34074074074074073
phase2_sizing_compare,0.3,optimizer,2:1,concave_power,32966.99057574968,17.357142857142858,3.191262871058712,0.07560731096083151,2.6106919697503392,0.0,27.13332557674871,0.34074074074074073
