fold_id,seed,group,gain,split
0,42,location,73.88635,88.0
0,42,regime,64.25172,59.0
1,42,location,435.21637,793.0
1,42,regime,326.71088,644.0
2,42,location,344.89093,437.0
2,42,regime,241.07368,280.0
