canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_range_mid_atr>0.074548043&loc_prev_week_range_pos_24<=0.33010522)|(compression_score<=0.58884639&ema50_slope>0.037073307&realized_volatility_24h<=0.14285742),5,5,location|regime,trend|volatility|volatility_term_structure,context,context|trend|volatility|volatility_term_structure
(*)|(loc_prev_day_range_pos_24>0.19261912&loc_prev_week_range_pos_24<=0.33010522)|(compression_score<=0.58884639&ema50_slope>0.037073307&realized_volatility_24h>0.14285742),5,5,location|regime,trend|volatility|volatility_term_structure,context,context|trend|volatility|volatility_term_structure
(*)|(dist_range_mid_atr<=0.39285743&loc_prev_week_range_pos_24>0.33010522&pullback_depth<=0.50000012)|(compression_score<=0.58884639&ema50_slope>0.037073307),5,5,location|regime,trend|volatility_term_structure,context,context|trend|volatility_term_structure
(*)|(dist_range_mid_atr>0.39285743&loc_prev_week_range_pos_24>0.33010522&pullback_depth<=0.50000012)|(compression_score<=0.58884639&ema50_slope>0.037073307),5,5,location|regime,trend|volatility_term_structure,context,context|trend|volatility_term_structure
(*)|(loc_prev_week_range_pos_24>0.33010522&pullback_depth>0.50000012)|(compression_score<=0.58884639&ema50_slope>0.037073307),4,4,location|regime,trend|volatility_term_structure,context,context|trend|volatility_term_structure
(*)|(loc_swing_range_pos_24<=0.67083335)|(compression_score<=0.71428567&compression_score>0.58884639&ema50_slope>0.037073307),4,4,location|regime,trend|volatility_term_structure,context,context|trend|volatility_term_structure
(*)|(dist_ma100_atr>0.75340945)|(compression_score>0.71428567&ema50_slope>0.037073307&true_range_percentile>0.78372049&up_down_semivol_ratio_tanh>0.82775432),5,5,location|regime,path_structure|trend|volatility|volatility_term_structure,context,context|path_structure|trend|volatility|volatility_term_structure
(*)|(dist_ema50_atr>0.024904575&dist_ma100_atr<=0.16432008&dist_vwap_atr<=0.52238697&loc_prev_week_range_pos_24<=0.33879262)|(*),4,4,location,,context,context
(*)|(dist_ema50_atr>0.024904575&dist_ma100_atr>0.16432008&dist_vwap_atr<=0.52238697&loc_prev_week_range_pos_24<=0.33879262)|(true_range_percentile>0.18655203),5,5,location|regime,volatility,context,context|volatility
(*)|(dist_ema50_atr>0.024904575&dist_vwap_atr<=0.52238697&loc_prev_week_range_pos_24>0.33879262)|(prior_range<=0.50000012),4,4,location|regime,context,context,context
