fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.000103111495,0.006242424,-0.017691120747476814,0.0,0.016079941969364894
1,-9.7869335e-05,0.0065000923,-0.018607453163713216,0.0,0.016738770212978114
2,-5.5813103e-05,0.0062804744,-0.018005634043365717,0.0,0.01622376525774597
