fold_id,seed,regime_family,gain,split
0,42,compression,9.494332,7.0
0,42,context,0.0348785,1.0
0,42,liquidity,4.917909,5.0
0,42,momentum,7.723737,5.0
0,42,path_structure,13.226137,8.0
0,42,trend,14.916325,13.0
0,42,volatility,7.792328,10.0
0,42,volatility_term_structure,6.1460676,10.0
1,42,compression,31.45551,63.0
1,42,context,15.244741,35.0
1,42,liquidity,40.82096,80.0
1,42,momentum,17.69857,25.0
1,42,path_structure,73.319916,142.0
1,42,trend,55.756756,105.0
1,42,volatility,50.9094,99.0
1,42,volatility_term_structure,41.505013,95.0
2,42,compression,24.213099,28.0
2,42,context,10.512409,13.0
2,42,liquidity,21.462385,41.0
2,42,momentum,4.884089,5.0
2,42,path_structure,67.998184,76.0
2,42,trend,50.111958,39.0
2,42,volatility,40.71017,41.0
2,42,volatility_term_structure,21.181389,37.0
