regime_families_combo,count
trend|volatility,3968
volatility,1563
trend|volatility|volatility_term_structure,209
volatility|volatility_term_structure,84
trend,48
compression|trend|volatility,13
trend|volatility_term_structure,8
,7
compression|volatility,2
volatility_term_structure,1
