fold_id,seed,regime_family,gain,split
0,42,compression,0.046660639345645905,3
0,42,trend,25.924822299823973,331
0,42,volatility,129.3122738966656,1239
0,42,volatility_term_structure,1.409348281333223,20
1,42,trend,3.479927225249412,55
1,42,volatility,69.2039127887009,228
1,42,volatility_term_structure,0.21483640372753143,3
2,42,trend,9.448461149499053,36
2,42,volatility,45.150673144152165,208
2,42,volatility_term_structure,1.3165665260748938,4
3,42,trend,21.951031442069507,186
3,42,volatility,90.37650372377402,887
3,42,volatility_term_structure,1.2531658116495237,16
4,42,compression,0.005399364138611418,3
4,42,trend,28.82253518373156,379
4,42,volatility,120.95512319200108,1489
4,42,volatility_term_structure,0.6455796455848031,31
