,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
compression_score_G_VOL_1,0.022701712,0.004099012,0.12572975,36.0,3.4641016,374.123,72.454605,12.316653,426.22534,0.02182548,0.0034510228,0.138032,0.38474584,0.0155708045,9.506853,1.0,0.0,0.0,1.0,0.98994976,1.0,0.0,1.5,0.6666667,0.9474875,1.0
G_VOL,0.018468764,0.0028670346,0.11897143,48.333332,4.9888763,468.26398,61.51332,8.614944,439.2238,0.01809033,0.002613417,0.12522304,0.3315432,0.05992534,1.8342973,3.0,0.0,3.5527137e-15,0.8067817,0.9849246,1.0,0.0,3.0,1.0,0.83996105,2.0
decel_4,0.018191246,0.007884708,0.041970037,40.0,13.063946,122.47449,57.498302,24.077833,137.30698,0.017282287,0.00756419,0.03948571,0.29735318,0.10126893,0.87310994,11.0,0.6666667,1.0,0.79411405,0.7914573,0.8333333,0.0,3.5,13.833333,0.7596271,3.0
atr_percentile,0.014046718,0.0015441839,0.12777641,34.0,4.6547465,248.34863,48.714485,6.5341287,363.18555,0.013917956,0.0017993278,0.10765659,0.26362917,0.052089714,1.3342429,2.0,0.0,0.8,0.6049319,0.97738695,1.0,0.0,7.0,1.5,0.72705925,4.0
compression_ratio_G_VOL_1,0.014201408,0.0038726,0.05207871,29.0,5.4160256,155.27992,47.101906,13.278983,167.07526,0.013914671,0.0039330604,0.049228348,0.25810003,0.08964769,0.74308246,9.0,0.0,0.8,0.6119929,0.9296482,1.0,0.0,8.0,4.6666665,0.7190082,5.0
loc_session_pos_24,0.012927096,0.0034258391,0.048779238,29.0,5.6862407,147.90088,40.326874,8.953523,181.63316,0.012114087,0.0029849403,0.049163837,0.21522513,0.055085607,0.84090674,10.0,0.6666667,0.8,0.5538253,0.8869347,1.0,0.0,12.0,7.5,0.6763376,6.0
compression_score,0.012011667,0.0019926755,0.07240524,28.166666,2.2669117,349.97443,37.852943,5.8540616,244.7609,0.011190773,0.0015213414,0.08231775,0.20323905,0.043832745,0.9423574,4.0,0.0,0.8,0.51203936,0.93467337,1.0,0.0,14.0,4.3333335,0.66529,7.0
loc_prev_week_range_pos_24,0.011439182,0.0022886842,0.05717472,26.833334,2.7938426,257.71954,40.630436,8.453764,195.2778,0.011738578,0.002564297,0.05373567,0.22277588,0.07507018,0.6611026,8.0,0.6666667,1.0,0.48590758,0.92462313,1.0,0.0,10.5,5.0,0.64840496,8.0
atr_pct_base,0.011128086,0.0021161737,0.058518015,30.0,4.618802,194.85571,38.380516,6.4997764,226.63301,0.010908001,0.0022147263,0.05372424,0.205053,0.04237752,0.9921942,6.0,0.0,0.8,0.4717072,0.92462313,1.0,0.0,13.5,5.0,0.6405947,9.0
dir_path_risk_skew_2h,0.010305611,0.003144097,0.03377937,28.166666,7.4255567,106.84197,34.89061,9.766277,124.64879,0.009912494,0.0030430213,0.032289464,0.1846297,0.057290968,0.59499997,14.0,0.0,0.8,0.43416432,0.83919597,0.8333333,0.0,16.0,10.666667,0.5735894,10.0
