,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
atr_state,0.089747444,0.010259333,0.7851001,320.83334,20.366776,5054.0166,104.48763,11.355289,961.4607,0.02949635,0.0031404018,0.27704564,2.0,0.6122074,0.619939,0.9002821,0.9268293,1.0,0.0,1.5,0.5,0.7760364,1.0
kf_vol_ratio_mean,0.053892657,0.008306439,0.34965864,218.0,22.181072,2142.5474,58.73583,8.739896,394.72983,0.01642654,0.0024148843,0.111736715,5.0,0.6328341,0.31641898,0.51383686,0.9512195,1.0,0.21782252,5.0,0.33333334,0.7229553,2.0
t_be_proxy,0.046320125,0.0063558808,0.33756992,229.33333,16.888523,3114.1726,50.370987,7.106293,357.04077,0.014835365,0.0020641168,0.10662578,6.0,0.5873362,0.43586266,0.43221962,0.85365856,1.0,0.0,6.0,1.0,0.65542626,3.0
signed_vol,0.03835963,0.003719255,0.39563334,198.16667,4.412734,8899.251,43.380898,4.772999,394.28088,0.012581851,0.0014012881,0.11296963,4.0,0.75226396,0.054119404,0.34642088,0.8292683,0.6666667,0.13140278,8.0,1.1666666,0.6464638,4.0
evr_6,0.057561647,0.012369752,0.26785854,253.66667,18.607048,3458.1938,65.97676,16.873304,257.97754,0.019283738,0.004627243,0.08036373,7.0,0.41131786,0.007202223,0.5533815,0.80487806,1.0,0.0,4.0,1.3333334,0.605857,5.0
impact_24,0.09899937,0.020254541,0.48388535,320.0,40.08325,2554.6833,118.662285,25.977402,542.03796,0.033033226,0.0071891695,0.15178303,3.0,0.032473247,0.031823616,1.0,0.902439,1.0,0.0,1.5,0.6666667,0.5869754,6.0
ffd_cvar_5pct_06,0.06820486,0.0048425784,0.9606252,251.33333,12.498889,5053.925,79.34236,4.6979003,1340.0052,0.022532687,0.0013107123,0.3873634,1.0,0.07105517,0.031823616,0.6680947,0.9268293,1.0,0.2140513,3.5,0.5,0.55089813,7.0
accept,0.033863563,0.0062993374,0.18204151,187.0,16.643316,2101.0835,36.966404,8.379317,163.08191,0.01096962,0.0022742646,0.052910544,9.0,0.64600736,0.6798972,0.29796198,0.68292683,0.16666667,0.23401174,10.0,2.1666667,0.4931273,8.0
mae_4h,0.02415161,0.0089531895,0.06514999,160.66667,36.30733,710.9798,25.047623,9.695628,64.70787,0.007511942,0.0028481362,0.019812701,24.0,1.0,0.9738763,0.19328591,0.19512194,0.0,0.41089672,14.0,5.5,0.45798248,9.0
t_trail_proxy,0.024900366,0.0042472384,0.14598384,159.33333,18.820793,1348.8865,25.941248,4.9559064,135.78714,0.007801842,0.0014420737,0.04220917,11.0,0.5732596,0.4455292,0.20135605,0.75609756,0.0,0.31611738,13.5,1.6666666,0.44574234,10.0
atr_pct,0.016515758,0.0048891045,0.055791456,116.333336,20.26217,667.9168,17.070944,5.3107686,54.87287,0.00530216,0.0015948812,0.017626958,27.0,0.8695958,1.0,0.1109862,0.41463414,0.0,0.16729832,21.0,4.0,0.43857923,11.0
vol_expansion_ratio,0.02415121,0.0048506013,0.1202492,153.5,11.161691,2110.993,25.337542,5.922587,108.39706,0.007453712,0.0015519577,0.035798546,15.0,0.4993972,0.31179398,0.1932816,0.6097561,0.0,0.29865327,14.5,2.6666667,0.38081703,12.0
asset_vol_level,0.019022333,0.0029627737,0.12213189,182.5,7.1821537,4637.3623,18.520746,2.9844413,114.93543,0.00602287,0.0008047918,0.045073725,12.0,0.24245441,0.19148329,0.13800223,0.8292683,0.0,0.41530338,18.0,1.1666666,0.34054172,13.0
mae_8h,0.033297177,0.004137363,0.26797312,204.5,14.545904,2875.0532,35.449104,5.154737,243.78333,0.010314512,0.0015019709,0.07083303,8.0,0.0,0.031823616,0.29185745,0.8292683,0.33333334,0.15987974,10.0,1.1666666,0.32368258,14.0
dir_path_long_2h,0.030795662,0.007851376,0.12079064,192.0,23.790754,1549.5095,33.64124,9.428686,120.03082,0.009733748,0.0026025844,0.036404524,13.0,0.12334144,0.16914749,0.26489595,0.73170733,0.16666667,0.30618244,10.5,1.8333334,0.31938466,15.0
dist_from_low_event_12h,0.031975105,0.010862114,0.09412601,189.83333,28.754227,1253.266,33.54565,13.415192,83.88331,0.010378692,0.0037158947,0.02898824,17.0,0.21599278,0.10561132,0.27760807,0.58536583,0.16666667,0.14216591,13.5,2.8333333,0.30956885,16.0
