fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,109,,6,64,76,quantile,0.95,quantile,quantile,target_eff,3
1,42,116,,6,64,77,quantile,0.95,quantile,quantile,target_eff,3
2,42,172,,6,64,78,quantile,0.95,quantile,quantile,target_eff,3
3,42,125,,6,64,80,quantile,0.95,quantile,quantile,target_eff,3
4,42,41,,6,64,81,quantile,0.95,quantile,quantile,target_eff,3
