regime_families_combo,count
trend|volatility,4494
volatility,1463
trend|volatility|volatility_term_structure,461
volatility|volatility_term_structure,127
trend,53
compression|trend|volatility,26
trend|volatility_term_structure,16
,8
volatility_term_structure,4
compression|volatility,2
