fold_id,seed,feature_name,group,regime_family,gain,split
0,42,reg_atr_change_rate_ts_top20,regime,volatility,1.0841507283967076,46
0,42,loc_dist_ema20_atr_ts_top20,location,,0.32061073277145624,9
0,42,reg_atr_change_rate_ts_bot20,regime,volatility,0.04736914066597819,2
0,42,reg_atr_change_rate_ts_top30,regime,volatility,2.4020808288880744,80
0,42,loc_dist_ema20_atr_ts_top30,location,,1.2284083962149452,19
0,42,reg_atr_change_rate_ts_bot30,regime,volatility,3.8144600694067776e-05,1
0,42,reg_atr_change_rate_ts_top40,regime,volatility,5.09853094052869,58
0,42,loc_dist_ema20_atr_ts_top40,location,,1.0151744390605018,8
0,42,reg_atr_change_rate_ts_bot40,regime,volatility,1.3136112079955637,26
0,42,loc_dist_ema20_atr_ts_bot40,location,,0.3949393657967448,6
0,42,reg_atr_change_rate_ts_top50,regime,volatility,4.579005920102645,89
0,42,loc_dist_ema20_atr_ts_top50,location,,1.0771719997137552,20
0,42,reg_atr_change_rate_ts_bot50,regime,volatility,0.10313909687101841,2
0,42,loc_dist_ema20_atr_ts_bot50,location,,0.014877799898386002,1
0,42,reg_atr_change_rate_ts_top60,regime,volatility,29.771149656610987,107
0,42,loc_dist_ema20_atr_ts_top60,location,,6.687688042438822,19
0,42,loc_dist_ema20_atr_ts_bot60,location,,0.09247150272130966,1
0,42,reg_atr_change_rate_ts_top70,regime,volatility,2.272585348860048,50
0,42,loc_dist_ema20_atr_ts_top70,location,,1.0084013046434848,12
0,42,reg_atr_change_rate_ts_bot70,regime,volatility,0.00035042400122620165,1
0,42,reg_atr_change_rate_ts_top80,regime,volatility,1.4811010381311007,30
0,42,loc_dist_ema20_atr_ts_top80,location,,0.04190437606303021,4
0,42,reg_atr_change_rate_ts_band20_80,regime,volatility,147.534292220138,63
0,42,loc_dist_ema20_atr_ts_band20_80,location,,23.456626953557134,11
0,42,reg_atr_change_rate_ts_band25_75,regime,volatility,21.78596287228538,142
0,42,loc_dist_ema20_atr_ts_band25_75,location,,5.234871614506119,29
0,42,reg_atr_change_rate_ts_band30_70,regime,volatility,14.61943877968588,32
0,42,loc_dist_ema20_atr_ts_band30_70,location,,5.955090479925275,8
0,42,reg_atr_change_rate_ts_band40_60,regime,volatility,2.8746599333826452,34
0,42,loc_dist_ema20_atr_ts_band40_60,location,,0.590295908972621,6
0,42,reg_atr_compression_ratio_ts_bot40,regime,volatility_term_structure,0.47741639614105225,2
0,42,reg_atr_compression_ratio_ts_top50,regime,volatility_term_structure,0.14040319994091988,2
0,42,reg_atr_compression_ratio_ts_bot50,regime,volatility_term_structure,0.9584788306638075,30
0,42,loc_dist_ema50_atr_ts_bot50,location,,0.13914950308389962,6
0,42,reg_atr_compression_ratio_ts_band20_80,regime,volatility_term_structure,2.526469737291336,2
0,42,reg_atr_compression_ratio_ts_band25_75,regime,volatility_term_structure,0.2219737140549114,11
0,42,reg_atr_compression_ratio_ts_band30_70,regime,volatility_term_structure,0.7815620303153992,2
0,42,reg_atr_percentile_ts_top50,regime,compression,0.011488700285553932,1
0,42,reg_bollinger_band_width_ts_top50,regime,compression,0.05921410024166107,1
0,42,reg_ema20_gt_ema50_raw,regime,trend,26.18616870684332,239
0,42,reg_ema50_gt_ema200_raw,regime,trend,3.4341108041990083,40
0,42,reg_price_lt_ema200_raw,regime,trend,0.7519448327366263,11
1,42,reg_atr_change_rate_ts_top20,regime,volatility,2.705900134558078,72
1,42,loc_dist_ema20_atr_ts_top20,location,,0.1845029705145862,11
1,42,reg_atr_change_rate_ts_bot20,regime,volatility,0.10641670227050781,2
1,42,reg_atr_change_rate_ts_top30,regime,volatility,6.125615728636319,91
1,42,loc_dist_ema20_atr_ts_top30,location,,1.0077868709922768,21
1,42,reg_atr_change_rate_ts_top40,regime,volatility,3.442594157492749,95
1,42,loc_dist_ema20_atr_ts_top40,location,,0.5789387944550981,16
1,42,reg_atr_change_rate_ts_bot40,regime,volatility,0.01725820079445839,1
1,42,reg_atr_change_rate_ts_top50,regime,volatility,0.6452723867332679,28
1,42,loc_dist_ema20_atr_ts_top50,location,,0.25804876215261174,10
1,42,reg_atr_change_rate_ts_bot50,regime,volatility,4.9208171492791735,110
1,42,loc_dist_ema20_atr_ts_bot50,location,,0.6749137951992452,15
1,42,reg_atr_change_rate_ts_top60,regime,volatility,12.97515842607551,117
1,42,loc_dist_ema20_atr_ts_top60,location,,2.0519877683050254,19
1,42,loc_dist_ema20_atr_ts_bot60,location,,0.8539829850196838,1
1,42,reg_atr_change_rate_ts_top70,regime,volatility,1.8668024123171563,80
1,42,loc_dist_ema20_atr_ts_top70,location,,0.4437303633310421,19
1,42,reg_atr_change_rate_ts_bot70,regime,volatility,0.014616400236263871,3
1,42,reg_atr_change_rate_ts_top80,regime,volatility,1.321602015530516,34
1,42,loc_dist_ema20_atr_ts_top80,location,,0.37441764981485903,6
1,42,reg_atr_change_rate_ts_bot80,regime,volatility,0.03983281087130308,3
1,42,loc_dist_ema20_atr_ts_bot80,location,,0.006704939994961023,1
1,42,reg_atr_change_rate_ts_band20_80,regime,volatility,145.40925951115787,58
1,42,loc_dist_ema20_atr_ts_band20_80,location,,21.834395235870034,12
1,42,reg_atr_change_rate_ts_band25_75,regime,volatility,6.8273351805687525,155
