feature_name,group,usage_count
reg_ema20_gt_ema50_raw,regime,2115
reg_atr_change_rate_ts_band25_75,regime,1049
reg_atr_change_rate_ts_bot50,regime,926
reg_atr_change_rate_ts_top60,regime,784
reg_atr_change_rate_ts_top70,regime,565
reg_atr_change_rate_ts_bot20,regime,482
reg_atr_change_rate_ts_top40,regime,442
reg_atr_change_rate_ts_bot30,regime,435
reg_atr_change_rate_ts_bot80,regime,397
reg_atr_change_rate_ts_band40_60,regime,366
reg_atr_change_rate_ts_top80,regime,333
reg_atr_change_rate_ts_bot70,regime,301
reg_atr_change_rate_ts_bot60,regime,268
reg_ema50_gt_ema200_raw,regime,239
reg_atr_change_rate_ts_bot40,regime,206
reg_atr_change_rate_ts_top50,regime,185
reg_atr_change_rate_ts_top30,regime,179
loc_dist_ema20_atr_ts_band25_75,location,157
loc_dist_ema20_atr_ts_bot50,location,138
loc_dist_ema20_atr_ts_top70,location,134
reg_atr_change_rate_ts_band30_70,regime,109
reg_atr_change_rate_ts_top20,regime,104
loc_dist_ema20_atr_ts_top60,location,96
reg_atr_change_rate_ts_band20_80,regime,94
loc_dist_ema20_atr_ts_band40_60,location,70
loc_dist_ema20_atr_ts_bot80,location,64
loc_dist_ema20_atr_ts_top80,location,57
reg_price_lt_ema200_raw,regime,56
loc_dist_ema20_atr_ts_bot30,location,56
loc_dist_ema20_atr_ts_bot70,location,53
loc_dist_ema20_atr_ts_top40,location,49
loc_dist_ema20_atr_ts_top30,location,43
loc_dist_ema20_atr_ts_bot20,location,42
reg_atr_compression_ratio_ts_bot30,regime,42
loc_dist_ema20_atr_ts_bot40,location,39
loc_dist_ema20_atr_ts_top50,location,38
loc_dist_ema20_atr_ts_bot60,location,34
reg_atr_compression_ratio_ts_top80,regime,20
reg_atr_compression_ratio_ts_top70,regime,20
reg_atr_compression_ratio_ts_bot20,regime,18
loc_dist_ema20_atr_ts_band30_70,location,18
loc_dist_ema50_atr_ts_band25_75,location,16
reg_atr_compression_ratio_ts_top60,regime,16
reg_atr_compression_ratio_ts_bot50,regime,15
reg_atr_compression_ratio_ts_band40_60,regime,15
loc_dist_ema20_atr_ts_band20_80,location,13
reg_atr_compression_ratio_ts_band25_75,regime,11
loc_dist_ema20_atr_ts_top20,location,11
reg_atr_compression_ratio_ts_bot40,regime,10
reg_atr_compression_ratio_ts_top50,regime,9
reg_atr_compression_ratio_ts_bot70,regime,8
loc_dist_ema50_atr_ts_bot30,location,7
loc_dist_ema50_atr_ts_bot70,location,6
loc_dist_ema50_atr_ts_bot40,location,4
loc_dist_ema50_atr_ts_bot50,location,4
loc_dist_ema50_atr_ts_top60,location,2
loc_dist_ema50_atr_ts_top80,location,2
