fold_id,seed,feature_name,group,regime_family,gain,split
0,42,reg_atr_change_rate_ts_top20,regime,volatility,0.18002116261050105,4
0,42,reg_atr_change_rate_ts_top30,regime,volatility,0.4799042592931073,5
0,42,loc_dist_ema20_atr_ts_top30,location,,0.0007882060017436743,1
0,42,reg_atr_change_rate_ts_top40,regime,volatility,0.6619432009756565,5
0,42,reg_atr_change_rate_ts_top50,regime,volatility,0.5579710006713867,2
0,42,loc_dist_ema20_atr_ts_top50,location,,0.21885399520397186,1
0,42,reg_atr_change_rate_ts_bot50,regime,volatility,0.6117549985647202,2
0,42,reg_atr_change_rate_ts_top60,regime,volatility,0.7775980234146118,2
0,42,reg_atr_change_rate_ts_top70,regime,volatility,0.08950840122997761,3
0,42,reg_atr_change_rate_ts_bot70,regime,volatility,0.09831029921770096,1
0,42,loc_dist_ema20_atr_ts_bot70,location,,0.0850439965724945,1
0,42,reg_atr_change_rate_ts_band20_80,regime,volatility,0.31363600492477417,1
0,42,loc_dist_ema20_atr_ts_band20_80,location,,0.2185470014810562,1
0,42,reg_atr_change_rate_ts_band25_75,regime,volatility,0.12978888483485207,5
0,42,loc_dist_ema20_atr_ts_band25_75,location,,0.0024425050360150635,2
0,42,reg_atr_change_rate_ts_band40_60,regime,volatility,0.3019990026950836,1
0,42,loc_dist_ema20_atr_ts_band40_60,location,,0.20077399909496307,1
0,42,loc_dist_ema50_atr_ts_band25_75,location,,0.1784346029162407,2
0,42,loc_dist_ema50_atr_ts_band40_60,location,,0.4764400124549866,1
0,42,reg_ema20_gt_ema50_raw,regime,trend,0.6458880007266998,2
0,42,reg_price_lt_ema200_raw,regime,trend,0.17591999471187592,1
1,42,reg_atr_change_rate_ts_top20,regime,volatility,0.054028251848649234,2
1,42,reg_atr_change_rate_ts_top30,regime,volatility,0.08030379773117602,2
1,42,reg_atr_change_rate_ts_top40,regime,volatility,0.08018290251493454,2
1,42,loc_dist_ema20_atr_ts_top50,location,,0.0426316000521183,1
1,42,reg_atr_change_rate_ts_bot50,regime,volatility,0.3841620087623596,1
1,42,reg_atr_change_rate_ts_top60,regime,volatility,0.6968629863113165,2
1,42,reg_atr_change_rate_ts_top70,regime,volatility,0.08525949902832508,2
1,42,reg_atr_change_rate_ts_band20_80,regime,volatility,0.5046629905700684,1
1,42,reg_atr_change_rate_ts_band25_75,regime,volatility,0.09221449866890907,2
1,42,loc_dist_ema50_atr_ts_band25_75,location,,0.00023126699670683593,1
1,42,reg_ema20_gt_ema50_raw,regime,trend,0.3868969976902008,1
2,42,reg_atr_change_rate_ts_top20,regime,volatility,1.8501577755146172,59
2,42,loc_dist_ema20_atr_ts_top20,location,,0.8535447213216685,22
2,42,reg_atr_change_rate_ts_bot20,regime,volatility,0.24880731879966334,8
2,42,reg_atr_change_rate_ts_top30,regime,volatility,3.124252306341077,67
2,42,loc_dist_ema20_atr_ts_top30,location,,0.5782129918807186,23
2,42,reg_atr_change_rate_ts_bot30,regime,volatility,0.9526920765638351,9
2,42,loc_dist_ema20_atr_ts_bot30,location,,0.06309439800679684,2
2,42,reg_atr_change_rate_ts_top40,regime,volatility,4.349521511234343,64
2,42,loc_dist_ema20_atr_ts_top40,location,,1.5146459450479597,16
2,42,reg_atr_change_rate_ts_bot40,regime,volatility,0.4687557965517044,7
2,42,loc_dist_ema20_atr_ts_bot40,location,,0.04906250163912773,1
2,42,reg_atr_change_rate_ts_top50,regime,volatility,1.474818387432606,51
2,42,loc_dist_ema20_atr_ts_top50,location,,0.5670746649993816,24
2,42,reg_atr_change_rate_ts_bot50,regime,volatility,0.13827235969074536,9
2,42,loc_dist_ema20_atr_ts_bot50,location,,0.003947270102798939,1
2,42,reg_atr_change_rate_ts_top60,regime,volatility,3.97601740056416,58
2,42,loc_dist_ema20_atr_ts_top60,location,,0.7759252577088773,12
2,42,reg_atr_change_rate_ts_bot60,regime,volatility,0.54290023286012,6
2,42,loc_dist_ema20_atr_ts_bot60,location,,0.40191899985074997,3
2,42,reg_atr_change_rate_ts_top70,regime,volatility,3.3994502404784726,56
2,42,loc_dist_ema20_atr_ts_top70,location,,0.9609697646719724,10
2,42,reg_atr_change_rate_ts_bot70,regime,volatility,0.06033945904346183,6
2,42,loc_dist_ema20_atr_ts_bot70,location,,0.2809865447197808,3
2,42,reg_atr_change_rate_ts_top80,regime,volatility,0.37488500121980906,4
2,42,reg_atr_change_rate_ts_band20_80,regime,volatility,2.648382691666484,16
2,42,loc_dist_ema20_atr_ts_band20_80,location,,1.010383501648903,7
2,42,reg_atr_change_rate_ts_band25_75,regime,volatility,4.787031509655208,109
2,42,loc_dist_ema20_atr_ts_band25_75,location,,1.1261582627339521,30
2,42,reg_atr_change_rate_ts_band30_70,regime,volatility,0.8477618414908648,8
2,42,loc_dist_ema20_atr_ts_band30_70,location,,0.686968382447958,5
2,42,reg_atr_change_rate_ts_band40_60,regime,volatility,0.18084971606731415,5
2,42,loc_dist_ema20_atr_ts_band40_60,location,,0.12224326189607382,3
2,42,reg_atr_compression_ratio_ts_band20_80,regime,volatility_term_structure,0.7953670173883438,3
2,42,reg_atr_compression_ratio_ts_band25_75,regime,volatility_term_structure,0.3346810665971134,12
2,42,loc_dist_ema50_atr_ts_band25_75,location,,0.23316487157717347,4
2,42,reg_atr_compression_ratio_ts_band30_70,regime,volatility_term_structure,0.09090550243854523,1
2,42,loc_dist_ema50_atr_ts_band30_70,location,,0.20221400260925293,1
2,42,reg_ema20_gt_ema50_raw,regime,trend,9.651819419115782,45
2,42,reg_ema50_gt_ema200_raw,regime,trend,2.367632105946541,17
2,42,reg_price_lt_ema200_raw,regime,trend,0.9319570064544678,3
