timestamp,decision_ts,signal_bar_ts,symbol,side,strategy_id,position_id,trade_id,lifecycle_entry_ts,lifecycle_exit_ts,was_traded,portfolio_decision,portfolio_reject_reason,liquidity_reject_reason,rank_score,rank_percentile,threshold,signal_price,decision_mid,expected_fill_price,realized_entry_price,realized_exit_price,entry_drag_bps,exit_drag_bps,fees_bps,spread_bps,expected_total_entry_friction_bps,exit_reason,holding_bars,oos_expected_net_for_same_policy,realized_net,oos_expected_net_bps,signal_forward_net_bps,decision_mid_forward_net_bps,fill_forward_net_bps,realized_trade_net_bps,primary_horizon_bars,bar_minutes,diagnostic_complete,is_unresolved_trade,unit_warning,live_mark_to_market_signal_outcome,gap_oos_vs_realized_bps,signal_outcome_gap_bps,prediction_or_regime_gap_bps,decision_delay_gap_bps,entry_slippage_bps,entry_execution_gap_bps,extra_fees_funding_borrow_bps,extra_cost_gap_bps,stop_execution_mismatch_bps,exit_policy_execution_gap_bps,candidate_selection_mismatch_bps,selection_gap_bps,gap_explained_bps,residual_model_drift_bps,residual_bps,realized_extra_cost_bps,oos_assumed_cost_bps,oos_selected,strategy_oos_expected_net,strategy_oos_expected_net_bps,deployment_rank_threshold,oos_expectation_source,gap_classification,diagnostic_detail
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,SOL/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.5693817468105986,0.3843098131688736,0.6322,,,,,,,,0.0,,,,,0.003166520114367207,,31.66520114367207,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.003166520114367207,31.66520114367207,0.78,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,TRX/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.6574623814196925,0.5411209867585707,0.6322,,,,,,,,0.0,,,,,0.003166520114367207,,31.66520114367207,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.003166520114367207,31.66520114367207,0.78,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,XRP/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.46402518809290155,0.2290948666787593,0.6322,,,,,,,,0.0,,,,,0.003166520114367207,,31.66520114367207,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.003166520114367207,31.66520114367207,0.78,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,SNX/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.08235606804056264,0.055127432409161355,0.58,,,,,,,,0.0,,,,,0.005136080319061875,,51.36080319061875,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005136080319061875,51.36080319061875,0.76,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,SOL/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.06310925744193654,0.04188909936283795,0.58,,,,,,,,0.0,,,,,0.005136080319061875,,51.36080319061875,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005136080319061875,51.36080319061875,0.76,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,UNI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.05746238141969251,0.03782073359738247,0.58,,,,,,,,0.0,,,,,0.005136080319061875,,51.36080319061875,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005136080319061875,51.36080319061875,0.76,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,WLD/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.14851570166830225,0.11238591355260892,0.58,,,,,,,,0.0,,,,,0.005136080319061875,,51.36080319061875,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005136080319061875,51.36080319061875,0.76,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,XRP/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.0565096499836441,0.037153435508868606,0.58,,,,,,,,0.0,,,,,0.005136080319061875,,51.36080319061875,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005136080319061875,51.36080319061875,0.76,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,YGG/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.020747464834805364,0.013238333046323403,0.58,,,,,,,,0.0,,,,,0.005136080319061875,,51.36080319061875,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005136080319061875,51.36080319061875,0.76,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:09:02.939911+00:00,2026-06-04 09:09:02.939911+00:00,2026-06-04 08:00:00+00:00,WLD/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.27359339221458945,0.30769783655573923,0.68,,,,,,,,0.0,,,,,0.0028224097720036903,,28.2240977200369,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0028224097720036903,28.2240977200369,0.81,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
2026-06-04 09:18:19.887213+00:00,2026-06-04 09:18:19.887213+00:00,2026-06-04 08:00:00+00:00,SOL/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,,,,,False,rank_rejected,rank_below_dynamic_threshold,,0.5693817468105986,0.3843098131688736,0.6322,,,,,,,,0.0,,,,,0.003166520114367207,,31.66520114367207,,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.003166520114367207,31.66520114367207,0.78,strategy_level_policy_artifact,missing_forward_outcome,Signal-forward outcome is missing; cannot classify prediction gap.
