fold_id,seed,group,gain,split
0,42,location,3368.3892,364.0
0,42,regime,7365.945,726.0
1,42,location,1642.4835,153.0
1,42,regime,4359.214,285.0
2,42,location,1372.4935,117.0
2,42,regime,2420.2542,169.0
3,42,location,1719.8193,170.0
3,42,regime,3072.0125,293.0
4,42,location,1582.9897,245.0
4,42,regime,4159.585,511.0
