fold_id,seed,regime_family,gain,split
0,42,basis,21.530048,19.0
0,42,compression,817.47565,64.0
0,42,context,922.19385,48.0
0,42,cross_asset,1115.7485,67.0
0,42,cross_asset_orderbook,1118.513,67.0
0,42,cross_sectional,401.09793,31.0
0,42,liquidity,510.34973,74.0
0,42,mark_index,477.88953,63.0
0,42,momentum,92.92311,13.0
0,42,orderbook,65.6346,11.0
0,42,path_structure,729.51416,112.0
0,42,trend,320.22754,32.0
0,42,volatility,374.44144,62.0
0,42,volatility_term_structure,398.406,63.0
1,42,basis,14.198362,8.0
1,42,compression,568.26764,27.0
1,42,context,494.93414,20.0
1,42,cross_asset,1005.1335,40.0
1,42,cross_asset_orderbook,1133.2109,46.0
1,42,cross_sectional,193.65924,12.0
1,42,liquidity,168.77332,26.0
1,42,mark_index,166.83504,19.0
1,42,momentum,25.68173,4.0
1,42,orderbook,0.694052,1.0
1,42,path_structure,182.99402,28.0
1,42,trend,223.30637,28.0
1,42,volatility,84.252655,10.0
1,42,volatility_term_structure,97.27303,16.0
2,42,basis,8.599061,5.0
2,42,compression,383.26038,16.0
2,42,context,360.05762,16.0
2,42,cross_asset,521.52124,14.0
2,42,cross_asset_orderbook,513.9957,20.0
2,42,cross_sectional,57.673393,7.0
2,42,liquidity,141.69104,22.0
2,42,mark_index,46.59034,11.0
2,42,momentum,9.62192,3.0
2,42,orderbook,0.951048,1.0
2,42,path_structure,163.93797,23.0
2,42,trend,89.85877,13.0
2,42,volatility,52.57053,8.0
2,42,volatility_term_structure,69.925156,10.0
3,42,basis,15.976966,8.0
3,42,compression,356.2136,24.0
3,42,context,499.69183,23.0
3,42,cross_asset,501.1511,26.0
3,42,cross_asset_orderbook,562.0671,39.0
3,42,cross_sectional,94.40031,10.0
3,42,liquidity,73.4821,19.0
3,42,mark_index,83.49465,23.0
3,42,momentum,19.883585,5.0
3,42,orderbook,35.424534,8.0
3,42,path_structure,215.89687,40.0
3,42,trend,202.77823,24.0
3,42,volatility,222.51997,22.0
3,42,volatility_term_structure,189.03162,22.0
4,42,basis,31.717781,19.0
4,42,compression,967.2322,69.0
4,42,context,232.34341,21.0
4,42,cross_asset,820.8828,47.0
4,42,cross_asset_orderbook,465.99957,46.0
4,42,cross_sectional,42.70681,6.0
4,42,liquidity,163.98264,41.0
4,42,mark_index,161.90219,50.0
4,42,momentum,93.76046,18.0
4,42,orderbook,44.011627,10.0
4,42,path_structure,303.40887,66.0
4,42,trend,252.21526,45.0
4,42,volatility,351.19684,36.0
4,42,volatility_term_structure,228.2244,37.0
