fold_id,seed,group,used_feature_count,split_count
0,42,location,39,364
0,42,regime,57,726
1,42,location,36,153
1,42,regime,55,285
2,42,location,36,117
2,42,regime,50,169
3,42,location,37,170
3,42,regime,55,293
4,42,location,40,245
4,42,regime,57,511
