regime_families_combo,count
trend|volatility,1427
volatility,611
trend|volatility|volatility_term_structure,50
trend,42
volatility|volatility_term_structure,19
,12
compression|trend|volatility,4
volatility_term_structure,2
trend|volatility_term_structure,2
