,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
kf_ret1h_mean,0.20852563,0.037096784,1.1721485,236.33333,37.29909,1497.4479,251.35905,58.429913,1081.319,0.0887596,0.02041198,0.38596293,0.4,7.450581e-09,21473684.0,1.0,1.0,0.6539609,1.0,1.0,1.0,0.0,1.0,0.0,0.95000005,1.0
time_since_trough_12h,0.09555351,0.04110181,0.22214285,110.166664,35.96951,337.4162,107.10629,48.20605,237.97339,0.0394018,0.018214762,0.08523315,0.16773354,0.06659729,0.4224577,2.0,0.037764065,0.71774286,0.45737478,0.7755102,1.0,0.0,2.5,1.8333334,0.5954337,2.0
time_since_peak_12h,0.06728471,0.024164034,0.18735415,92.5,20.221687,423.12244,76.5382,25.510317,229.63637,0.028340735,0.010316269,0.077857345,0.13275713,0.06565373,0.2684456,3.0,0.0,0.7092902,0.3215947,0.79591835,1.0,0.0,4.5,1.6666666,0.5258567,3.0
asset_atr_level,0.07805477,0.043291237,0.14073397,132.16667,47.997974,363.93262,99.355255,49.99289,197.45743,0.032871995,0.017784886,0.06075767,0.16434632,0.09265428,0.29151067,4.0,0.2500217,0.6712627,0.37332523,0.7755102,0.8333333,0.0,4.0,1.8333334,0.5242064,4.0
kf_score_mean,0.061897017,0.033701524,0.113681525,124.666664,55.484734,280.1091,86.07124,44.81891,165.29317,0.026325101,0.013938325,0.04971981,0.14598864,0.08218746,0.25931796,5.0,0.44913742,0.8032333,0.29571664,0.59183675,0.8333333,0.0,4.0,3.3333333,0.43560335,5.0
asset_vol_level,0.033389974,0.011185535,0.09967251,69.833336,18.123802,269.07678,46.252735,17.10535,125.06703,0.014432336,0.0054495344,0.03822204,0.07488448,0.023349559,0.24016239,7.0,0.63337237,1.0,0.15879224,0.7755102,0.6666667,0.0,7.0,1.8333334,0.3812133,6.0
amihud_z,0.04202539,0.015703512,0.11246742,68.333336,19.293062,242.02713,54.193405,18.846603,155.83311,0.017339725,0.006253498,0.048079655,0.091263786,0.043419026,0.19183016,6.0,0.0028184908,0.37323937,0.20026968,0.6530612,0.6666667,0.0,8.0,2.8333333,0.37341362,7.0
vol_high,0.035601243,0.016059047,0.078924276,74.5,26.354948,210.59612,51.321495,22.826532,115.38747,0.015576857,0.0071750726,0.033816867,0.08628972,0.04969328,0.1498375,8.0,0.10651681,0.0,0.16941336,0.63265306,0.6666667,0.07276663,9.0,3.0,0.35497898,8.0
rng_z,0.03967637,0.02047357,0.076890066,68.0,22.700954,203.69188,55.249447,29.6475,102.95983,0.017461253,0.009931747,0.030699069,0.08793294,0.039646428,0.19502896,9.0,0.08937126,0.73558885,0.18898691,0.59183675,0.5,0.24754721,9.0,3.3333333,0.33927932,9.0
kf_atr_mean,0.025085649,0.013030178,0.048294794,57.5,23.070543,143.31046,35.46329,15.675403,80.230484,0.010650153,0.004921098,0.023048876,0.061619017,0.036977235,0.10268218,13.0,0.10036763,0.45390737,0.11890508,0.48979592,0.5,0.08690787,11.0,4.1666665,0.26719216,10.0
rvol_hod_base,0.02613692,0.009773361,0.069898024,51.666668,15.423647,173.07478,36.513958,16.138962,82.61183,0.011507171,0.0051935744,0.025495928,0.057948153,0.018964367,0.17706832,11.0,0.0,0.73558885,0.12395453,0.5102041,0.33333334,0.3629474,10.5,4.0,0.2638734,11.0
second_leg_accel_1h,0.0016570077,0.0010545728,0.0026035898,4.1666665,2.608746,6.6549644,2.2634885,1.3859283,3.6967134,0.0006851701,0.0004324515,0.001085574,0.0032936328,0.0021456694,0.005055773,38.0,0.0,0.73558885,0.006373142,0.85714287,0.0,0.8697367,39.5,1.1666666,0.2612778,12.0
liq_low,0.0049028564,0.0016115316,0.014916246,10.166667,2.8528738,36.230522,6.958154,2.4427042,19.82062,0.0021500885,0.0007278247,0.00635164,0.011301908,0.0059103197,0.02161188,34.0,0.0,0.73558885,0.021963531,0.81632656,0.0,0.48401523,32.5,1.5,0.24036235,13.0
kf_innov_var,0.0013736043,0.0015563639,0.0012123057,3.5,2.7537854,4.4484224,1.8647015,1.7870271,1.9457519,0.0005323517,0.00051644107,0.0005487525,0.0030122409,0.003563583,0.0025461998,40.0,0.0,0.73558885,0.005011905,0.877551,0.0,0.28039148,40.0,1.0,0.23616388,14.0
