feature_a,feature_b,lift,final_pair_score
rolling_range_20,ffd_rv_2h_04,13.486590038314176,13.486590038314176
kf_vol_ratio_mean,jump_rate_10h,13.31523075879486,13.31523075879486
ffd_rv_2h_06,lr_12h,12.842809364548495,12.842809364548495
ffd_rv_2h_04,dist_from_low_event_12h,12.712179219893105,12.712179219893105
prog_eff_12,kf_vol_ratio_mean,12.149349070648066,12.149349070648066
upside_semivariance_24,kf_vol_ratio_mean,12.12380094531475,12.12380094531475
ffd_diff_8_04,kf_innov_var,12.075582948693146,12.075582948693146
lr_12h,ffd_rv_2h_04,11.564065470369364,11.564065470369364
rolling_range_20,lr_24h,11.255607149195026,11.255607149195026
rvol_hod_base,ffd_diff_8_04,10.09472743521001,10.09472743521001
ffd_range_24_05,dist_from_low_event_12h,9.506243113763679,9.506243113763679
vov_mad_60,lr_12h,9.123874638792522,9.123874638792522
coherence_24,dist_from_low_event_12h,8.965868568517575,8.965868568517575
lr_12h,zscore_price_200,8.898912223286729,8.898912223286729
cvar_5pct,lr_12h,8.562857351911276,8.562857351911276
dist_prior_day_low,lr_12h,8.536306036376692,8.536306036376692
upside_semivariance_8,lr_24h,8.491504809641397,8.491504809641397
dist_prior_day_low,ffd_rv_2h_04,7.918022525248652,7.918022525248652
ffd_range_24_05,lr_12h,7.891338238396775,7.891338238396775
is_high_vol_regime,lr_12h,7.760976838334749,7.760976838334749
dist_prior_day_low,prog_eff_12,7.591873532040078,7.591873532040078
dist_vwap_atr,kf_vol_ratio_mean,7.011638376257171,7.011638376257171
dist_rolling_7d_high,lr_12h,6.99736379017848,6.99736379017848
upside_semivariance_8,ffd_diff_8_04,6.598572452580666,6.598572452580666
cvar_5pct,upside_semivariance_8,6.490412641991555,6.490412641991555
lr_12h,dist_from_low_event_12h,6.473396897172351,6.473396897172351
ffd_range_24_05,ffd_rv_2h_04,7.996442510086722,6.3971540080693785
dist_rolling_7d_high,seasonality_strength,6.374459149020353,6.374459149020353
sin_dow,dist_from_low_event_12h,6.290786274379384,6.290786274379384
dist_prior_day_low,bars_in_high_vol_state_log_norm,6.288889944425972,6.288889944425972
range_16h_pct,dist_rolling_7d_high,6.286325821168421,6.286325821168421
dist_rolling_7d_high,ffd_diff_8_04,6.2652522680111815,6.2652522680111815
kf_vol_ratio_mean,zscore_price_200,6.193480601306782,6.193480601306782
dist_prior_day_low,ffd_diff_8_04,6.1674081711502415,6.1674081711502415
dist_prior_day_low,kf_vol_ratio_mean,6.144310829841981,6.144310829841981
lr_24h,dist_from_low_event_12h,6.080597201510863,6.080597201510863
bars_in_high_vol_state_log_norm,shock_rel,5.9837012464545944,5.9837012464545944
bars_in_high_vol_state_log_norm,dist_from_low_event_12h,5.816626570435712,5.816626570435712
dist_prior_day_low,rvol_hod_base,5.6986513714508575,5.6986513714508575
prog_eff_12,ffd_rv_2h_04,5.650407419013486,5.650407419013486
dist_rolling_7d_high,is_high_vol_regime,5.62840989671344,5.62840989671344
prog_eff_24,ffd_diff_8_04,5.617246825410824,5.617246825410824
dist_rolling_7d_high,jump_rate_10h,5.578525429657706,5.578525429657706
range_16h_pct,ffd_strength_06,5.556739392551989,5.556739392551989
upside_semivariance_8,dist_rolling_7d_high,5.5439861070629695,5.5439861070629695
dist_rolling_7d_high,comp_to_exp,5.443322805061828,5.443322805061828
cvar_5pct,dist_rolling_7d_high,5.41635341048679,5.41635341048679
dist_rolling_7d_high,ffd_strength_06,5.37790243606689,5.37790243606689
