stage_order,stage_name,gate_name,metric_name,threshold,input_count,rejected_count,passed_count
1,scorer,below_hurdle,hurdle_excess,> 0,465,0,205
1,scorer,low_support,min_support_actual,>= 10,465,0,205
1,scorer,non_positive_directional_ret,directional_mean_ret,> 0,465,0,205
2,pruner,is_too_broad,mean_support_pct,<= 0.2200,205,0,182
2,pruner,is_too_narrow,mean_support_pct,>= 0.0500,205,23,182
3,mask_assessor,insufficient_baseline_oof_coverage,baseline_oof_coverage,>= 0.2500,182,0,60
3,mask_assessor,insufficient_subset_oof_coverage,subset_oof_coverage,>= 0.2500,182,0,60
3,mask_assessor,low_lift,learn_eff_ratio,>= 1.1000,182,20,60
3,mask_assessor,low_sign_consistency,sign_consistency,>= 0.0000,182,0,60
3,mask_assessor,low_trades_per_day,avg_trades_per_day,>= 0.1000,182,0,60
3,mask_assessor,missing_learnability,learn_eff_ratio,must be finite,182,0,60
3,mask_assessor,not_assessed_min_mask_support,mask_support_count,>= 20 rows,182,102,60
4,context_selector,reject_arity,display_arity,>= 2,60,0,60
4,context_selector,reject_presence,presence_freq,>= 0.4000,60,0,60
4,context_selector,reject_ret,directional_mean_ret,> 0.0000,60,0,60
4,context_selector,reject_sign,sign_consistency,>= 0.0000,60,0,60
4,context_selector,reject_structural,is_structurally_sound,must be True,60,0,60
4,context_selector,reject_support,mean_support_pct,>= 0.0100,60,0,60
