fold_id,seed,group,gain,split
0,42,location,27.251944286515936,31
0,42,regime,129.03856637105855,269
1,42,location,11.2609843313694,2
1,42,regime,20.02341681625694,22
2,42,location,0.11429499834775925,1
2,42,regime,14.624564789119177,11
