round,key_a,key_b,ridge_context_similarity,coef_sim,topk_jaccard,topk_sign_agreement,topk_sign_conflict_rate,rank_corr,transport_ab_ic,transport_ba_ic,transport_mean_ic,transport_min_ic,final_merge_decision,decision_reason
0,(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_compression_score_ts_top50==0),(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_return_autocorr_48_ts_top40==1&reg_trend_persistence_ts_band25_75==1),0.5214451692228175,0.48907592102943187,0.17647058823529413,1.0,0.0,0.5724335770074951,0.18346063762095638,0.3352269313851258,0.2593437845030411,0.18346063762095638,False,composite_lost_to_parent
0,(*)|(LOC_56_BelowLastSwingLow==1)|(reg_bollinger_band_width_ts_top30==1&reg_volatility_autocorr_48_ts_band20_80==1),(*)|(LOC_56_BelowLastSwingLow==1)|(reg_ema20_gt_ema50_ts_top30==0&reg_return_autocorr_48_ts_top60==0&reg_volatility_autocorr_48_ts_bot20==0),0.4823160960188302,0.44973515768378114,0.1111111111111111,1.0,0.0,0.521574972833509,0.27940380497539213,0.1811721903827167,0.23028799767905442,0.1811721903827167,False,composite_lost_to_parent
0,(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==1&reg_ema20_gt_ema50_ts_bot20==0&reg_volume_autocorr_48_ts_band40_60==0),(*)|(LOC_56_BelowLastSwingLow==1)|(reg_bollinger_band_width_ts_top30==1&reg_volatility_autocorr_48_ts_band20_80==0),0.45721659749954446,0.3934478479449283,0.1111111111111111,1.0,0.0,0.5238728814654893,0.15169623461219386,0.1943613470091548,0.17302879081067435,0.15169623461219386,False,composite_lost_to_parent
0,(*)|(LOC_56_BelowLastSwingLow==1)|(reg_atr_change_rate_ts_top80==0&reg_compression_score_ts_bot60==1&reg_volume_autocorr_48_ts_top20==1),(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_bot60==1&reg_return_autocorr_48_ts_bot80==1&reg_trend_persistence_ts_top70==0&reg_volume_autocorr_48_ts_band20_80==1),0.6047239077614783,0.6232121770267063,0.25,1.0,0.0,0.6177842809946039,0.14706974162822864,0.13135494665047576,0.13921234413935218,0.13135494665047576,False,failed_ic_improvement
0,(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==1&reg_volume_autocorr_48_ts_band30_70==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_top50==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band20_80==1&reg_volume_autocorr_48_ts_top80==1),0.45724340383402096,0.3359472768811096,0.25,1.0,0.0,0.43567129237521623,0.3245418647410376,0.12975387995945048,0.22714787235024403,0.12975387995945048,False,composite_lost_to_parent
0,(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==1&reg_ema20_gt_ema50_ts_bot20==0&reg_volume_autocorr_48_ts_band40_60==0),(*)|(LOC_56_BelowLastSwingLow==1)|(reg_ema20_gt_ema50_ts_band20_80==1&reg_volatility_autocorr_48_ts_band20_80==0),0.46916277289302166,0.3774917044344286,0.17647058823529413,1.0,0.0,0.5517385883870521,0.13167063758229172,0.12293129270371354,0.12730096514300263,0.12293129270371354,False,composite_lost_to_parent
0,(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_top40==1&reg_bollinger_band_width_ts_band25_75==1&reg_price_lt_ema200_ts_top80==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_top60==1&reg_bollinger_band_width_ts_band20_80==1&reg_ema20_gt_ema50_ts_top30==1),0.5239691087158128,0.4980321767390204,0.17647058823529413,1.0,0.0,0.5573698212443008,0.12866193478063856,0.12150351305583322,0.12508272391823588,0.12150351305583322,False,composite_lost_to_parent
0,(*)|(LOC_08_TouchFastEMA_Short==1)|(reg_compression_score_ts_band30_70==0&reg_return_autocorr_48_ts_top80==0),(*)|(LOC_08_TouchFastEMA_Short==1)|(reg_compression_score_ts_band30_70==0&reg_return_autocorr_48_ts_top20==1),0.8224178521853014,0.8982534948029918,0.5384615384615384,1.0,0.0,0.8358839490857046,0.12132505327001097,0.12492633016694228,0.12312569171847662,0.12132505327001097,False,composite_lost_to_parent
0,(*)|(LOC_95_AbovePrevDayMid==1)|(reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_band20_80==0&reg_volatility_autocorr_48_ts_top30==1),(*)|(LOC_92_InsidePrevDayRange==1)|(reg_ema50_gt_ema200_ts_top70==0&reg_return_autocorr_48_ts_bot80==0),0.5252966799198189,0.4850314203393507,0.17647058823529413,1.0,0.0,0.6291489370828751,0.12079739984058135,0.16780649617756077,0.14430194800907106,0.12079739984058135,False,composite_lost_to_parent
0,(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_compression_score_ts_top50==0),(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_bollinger_band_width_ts_top30==1&reg_compression_score_ts_top60==0&reg_ema20_gt_ema50_ts_bot50==0),0.5105586443456369,0.41832884303664813,0.25,1.0,0.0,0.5981066497914529,0.1840776354708243,0.1159216498503394,0.14999964266058186,0.1159216498503394,False,composite_lost_to_parent
0,(*)|(LOC_130_ShallowPullback_Long==1)|(reg_atr_change_rate_ts_band30_70==0&reg_bollinger_band_width_ts_bot60==1),(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot30==1),0.4794058562341356,0.42487705963109496,0.1111111111111111,1.0,0.0,0.6043340162236509,0.1141991764671801,0.16904654074285727,0.1416228586050187,0.1141991764671801,False,composite_lost_to_parent
0,Composite((*)|(LOC_07_TouchFastEMA_Long==1)|(reg_ema20_gt_ema50_ts_bot20==0&reg_return_autocorr_48_ts_top30==1&reg_volume_autocorr_48_ts_bot30==0))_OR_((*)|(LOC_07_TouchFastEMA_Long==1)|(reg_price_lt_ema200_ts_top70==0)),(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_return_autocorr_48_ts_top40==1&reg_trend_persistence_ts_band25_75==1),0.5066945876261792,0.46359823442703907,0.17647058823529413,1.0,0.0,0.5395773507518814,0.11288654141066923,0.11542705567511127,0.11415679854289025,0.11288654141066923,False,failed_std_constraint
0,(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_bollinger_band_width_ts_bot70==0),Composite((*)|(LOC_07_TouchFastEMA_Long==1)|(reg_ema20_gt_ema50_ts_bot20==0&reg_return_autocorr_48_ts_top30==1&reg_volume_autocorr_48_ts_bot30==0))_OR_((*)|(LOC_07_TouchFastEMA_Long==1)|(reg_price_lt_ema200_ts_top70==0)),0.5850201232097295,0.5114927173667432,0.42857142857142855,1.0,0.0,0.4770554325183798,0.11491527131946548,0.11057602614127357,0.11274564873036952,0.11057602614127357,False,composite_lost_to_parent
0,(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==0&reg_return_autocorr_48_ts_top80==0),(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1&reg_price_lt_ema200_ts_top60==0),0.762692553197106,0.8018256785140636,0.5384615384615384,1.0,0.0,0.6725561325039274,0.10453375453375453,0.12341019224098584,0.1139719733873702,0.10453375453375453,False,composite_lost_to_parent
0,(*)|(LOC_43_NearRangeHigh==0)|(reg_ema20_gt_ema50_ts_band30_70==1&reg_return_autocorr_48_ts_top80==1),(*)|(LOC_95_AbovePrevDayMid==1)|(reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_band20_80==0&reg_volume_zscore_48h_ts_top80==0),0.49056352021452115,0.4223233977658477,0.17647058823529413,1.0,0.0,0.5640034416106616,0.10410358848211791,0.13855012457896462,0.12132685653054126,0.10410358848211791,False,composite_lost_to_parent
0,(*)|(LOC_70_AboveSessionOpen==1)|(reg_bollinger_band_width_ts_bot80==0&reg_compression_score_ts_top40==0&reg_volume_zscore_48h_ts_band30_70==0),(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_bollinger_band_width_ts_bot80==0&reg_return_autocorr_48_ts_band30_70==1&reg_volatility_autocorr_48_ts_band40_60==0&reg_volume_zscore_48h_ts_band25_75==0),0.48269209882509667,0.38621286862635357,0.25,1.0,0.0,0.46396307943237547,0.10308712286535907,0.13956651739711434,0.1213268201312367,0.10308712286535907,False,composite_lost_to_parent
0,(*)|(LOC_113_AtBBLower==1)|(reg_ema50_gt_ema200_ts_band30_70==1&reg_volume_zscore_48h_ts_top30==1),(*)|(LOC_113_AtBBLower==1)|(reg_atr_change_rate_ts_bot80==1&reg_bollinger_band_width_ts_band25_75==0&reg_trend_persistence_ts_top20==1),0.5604175136157169,0.5179084027867016,0.3333333333333333,1.0,0.0,0.44025399028367806,0.10219783116814922,0.12832269368404794,0.11526026242609858,0.10219783116814922,False,composite_lost_to_parent
0,(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot30==1),(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1&reg_price_lt_ema200_ts_top60==0),0.6002602420070627,0.6047417083811373,0.25,1.0,0.0,0.6562647323555092,0.17414574653705092,0.09869600722290575,0.13642087687997834,0.09869600722290575,False,composite_lost_to_parent
0,(*)|(LOC_50_AbovePriorHigh==1)|(reg_price_lt_ema200_ts_bot20==0),(*)|(LOC_50_AbovePriorHigh==1)|(reg_ema20_gt_ema50_ts_bot30==0),0.5681422742985465,0.6408942789282659,0.05263157894736842,1.0,0.0,0.6658195404398474,0.1618187792437262,0.09653692944205276,0.12917785434288948,0.09653692944205276,False,composite_lost_to_parent
0,(*)|(LOC_56_BelowLastSwingLow==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==1&reg_volume_zscore_48h_ts_top40==1),(*)|(LOC_56_BelowLastSwingLow==1)|(reg_ema20_gt_ema50_ts_band20_80==1&reg_volatility_autocorr_48_ts_band20_80==0),0.5643696051323611,0.5698461648507901,0.17647058823529413,1.0,0.0,0.63821183890682,0.11183229212364551,0.09546692552128508,0.1036496088224653,0.09546692552128508,False,failed_sharpe_improvement
