child_id,parent_ids,merge_type,round,details,timestamp
(*)|(LOC_113_AtBBLower==1)|(reg_trend_persistence_ts_bot70==0),"['(*)|(LOC_113_AtBBLower==1)|(reg_trend_persistence_ts_bot70==0)', '(*)|(LOC_113_AtBBLower==1)|(reg_trend_persistence_ts_top70==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.901590
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_return_autocorr_48_ts_bot80==1),"['(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_return_autocorr_48_ts_bot80==1)', '(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_return_autocorr_48_ts_top80==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.909761
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==0),"['(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==0)', '(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.917651
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1&reg_price_lt_ema200_ts_top60==0),"['(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1&reg_price_lt_ema200_ts_top60==0)', '(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==0&reg_price_lt_ema200_ts_top60==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.926004
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1),"['(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1)', '(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.934105
(*)|(LOC_14_EMAValueZone_Short==1)|(reg_ema50_gt_ema200_ts_bot60==0),"['(*)|(LOC_14_EMAValueZone_Short==1)|(reg_ema50_gt_ema200_ts_bot60==0)', '(*)|(LOC_14_EMAValueZone_Short==1)|(reg_ema50_gt_ema200_ts_top60==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.942042
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_ema20_gt_ema50_ts_bot20==1),"['(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_ema20_gt_ema50_ts_bot20==1)', '(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_ema20_gt_ema50_ts_top20==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.950130
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_price_lt_ema200_ts_bot80==0),"['(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_price_lt_ema200_ts_bot80==0)', '(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_price_lt_ema200_ts_top80==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.958129
(*)|(LOC_50_AbovePriorHigh==1)|(reg_ema20_gt_ema50_ts_bot30==0),"['(*)|(LOC_50_AbovePriorHigh==1)|(reg_ema20_gt_ema50_ts_bot30==0)', '(*)|(LOC_50_AbovePriorHigh==1)|(reg_ema20_gt_ema50_ts_top30==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.965728
(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==0&reg_ema20_gt_ema50_ts_bot20==0),"['(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==0&reg_ema20_gt_ema50_ts_bot20==0)', '(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.972117
(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==1&reg_ema20_gt_ema50_ts_bot20==0&reg_volume_autocorr_48_ts_band40_60==0),"['(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==1&reg_ema20_gt_ema50_ts_bot20==0&reg_volume_autocorr_48_ts_band40_60==0)', '(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band30_70==1&reg_volume_autocorr_48_ts_band40_60==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.978765
(*)|(LOC_134_Fib382Zone_Long==1)|(*),"['(*)|(LOC_134_Fib382Zone_Long==1)|(*)', '(*)|(LOC_139_Fib618Zone_Short==1)|(*)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.987094
(*)|(LOC_70_AboveSessionOpen==1)|(reg_atr_change_rate_ts_band40_60==0&reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_bot20==0),"['(*)|(LOC_70_AboveSessionOpen==1)|(reg_atr_change_rate_ts_band40_60==0&reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_bot20==0)', '(*)|(LOC_70_AboveSessionOpen==1)|(reg_atr_change_rate_ts_band40_60==0&reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:52.994875
(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_return_autocorr_48_ts_top20==1),"['(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_return_autocorr_48_ts_top20==1)', '(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band30_70==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.003871
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_top80==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0),"['(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_top80==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0)', '(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.012118
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_top60==1),"['(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_band40_60==0)', '(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_top60==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.021779
(*)|(LOC_112_AtBBUpper==1)|(reg_trend_persistence_ts_top30==0),"['(*)|(LOC_112_AtBBUpper==1)|(reg_return_autocorr_48_ts_bot80==1&reg_trend_persistence_ts_bot30==1)', '(*)|(LOC_112_AtBBUpper==1)|(reg_trend_persistence_ts_top30==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.030476
(*)|(LOC_95_AbovePrevDayMid==1)|(reg_ema20_gt_ema50_ts_top30==0&reg_return_autocorr_48_ts_band20_80==1),"['(*)|(LOC_95_AbovePrevDayMid==1)|(reg_ema20_gt_ema50_ts_top30==0&reg_return_autocorr_48_ts_band20_80==1)', '(*)|(LOC_95_AbovePrevDayMid==1)|(reg_ema20_gt_ema50_ts_top30==0&reg_return_autocorr_48_ts_bot80==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.039220
(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_volume_zscore_48h_ts_band40_60==1),"['(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_price_lt_ema200_ts_top80==0&reg_volume_zscore_48h_ts_band40_60==1)', '(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_volume_zscore_48h_ts_band40_60==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.047830
(*)|(LOC_110_AboveBBMid==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_ema20_gt_ema50_ts_top60==1),"['(*)|(LOC_110_AboveBBMid==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_ema20_gt_ema50_ts_bot60==0&reg_return_autocorr_48_ts_band30_70==1)', '(*)|(LOC_110_AboveBBMid==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_ema20_gt_ema50_ts_top60==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.056392
(*)|(LOC_70_AboveSessionOpen==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top80==0),"['(*)|(LOC_70_AboveSessionOpen==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top80==0)', '(*)|(LOC_70_AboveSessionOpen==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_band25_75==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.064226
(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_bot60==1),"['(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_price_lt_ema200_ts_bot20==0)', '(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_bot60==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.074099
(*)|(LOC_23_AtVWAP_Short==1)|(reg_compression_score_ts_bot60==1),"['(*)|(LOC_23_AtVWAP_Short==1)|(reg_compression_score_ts_bot60==1)', '(*)|(LOC_23_AtVWAP_Short==1)|(reg_compression_score_ts_top60==0&reg_ema20_gt_ema50_ts_top20==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.083756
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==0),"['(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_bot60==1)', '(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.092616
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot30==1),"['(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot30==1)', '(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.100933
(*)|(LOC_112_AtBBUpper==1)|(reg_volatility_autocorr_48_ts_bot30==1),"['(*)|(LOC_112_AtBBUpper==1)|(reg_price_lt_ema200_ts_top70==0&reg_volatility_autocorr_48_ts_bot30==1)', '(*)|(LOC_112_AtBBUpper==1)|(reg_volatility_autocorr_48_ts_bot30==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.109025
(*)|(LOC_54_NearPriorLow==1)|(*),"['(*)|(LOC_54_NearPriorLow==1)|(*)', '(*)|(LOC_54_NearPriorLow==1)|(reg_ema20_gt_ema50_ts_top20==1)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.117206
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==1&reg_bollinger_band_width_ts_top60==0&reg_trend_persistence_ts_band40_60==0),"['(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==1&reg_bollinger_band_width_ts_top60==0&reg_trend_persistence_ts_band40_60==0)', '(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==1&reg_bollinger_band_width_ts_top60==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.125398
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==0),"['(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==0&reg_trend_persistence_ts_band40_60==0)', '(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top50==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.134275
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==1&reg_volume_autocorr_48_ts_band30_70==0),"['(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==1&reg_return_autocorr_48_ts_top80==0&reg_volume_autocorr_48_ts_band30_70==0)', '(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_top40==1&reg_volume_autocorr_48_ts_band30_70==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.142456
(*)|(LOC_70_AboveSessionOpen==1)|(reg_atr_change_rate_ts_band40_60==0&reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_bot20==0),"['(*)|(LOC_70_AboveSessionOpen==1)|(reg_atr_change_rate_ts_band40_60==0&reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_bot20==0)', '(*)|(LOC_70_AboveSessionOpen==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.150407
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_band30_70==1&reg_return_autocorr_48_ts_top40==1&reg_volume_zscore_48h_ts_bot30==0),"['(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_band30_70==1&reg_return_autocorr_48_ts_top40==1&reg_volume_zscore_48h_ts_bot30==0)', '(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_ema20_gt_ema50_ts_top70==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.159433
(*)|(LOC_56_BelowLastSwingLow==1)|(reg_ema20_gt_ema50_ts_band20_80==1&reg_volatility_autocorr_48_ts_band20_80==0),"['(*)|(LOC_56_BelowLastSwingLow==1)|(reg_ema20_gt_ema50_ts_band20_80==1&reg_volatility_autocorr_48_ts_band20_80==0)', '(*)|(LOC_56_BelowLastSwingLow==1)|(reg_ema20_gt_ema50_ts_top20==1&reg_volatility_autocorr_48_ts_band40_60==0)']",prune_duplicate,1,"{""decision_reason"": ""duplicate_pruned""}",2026-03-24 08:32:53.166332
