canonical_key,dominant_parent_key,composite_score,hurdle_excess
(*)|(LOC_54_NearPriorLow==1)|(reg_return_autocorr_48_ts_top50==1),(*)|(LOC_54_NearPriorLow==1)|(*),0.0003180680966487525,0.001992425745808573
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_volatility_autocorr_48_ts_top30==0),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00031613937838572364,0.002603038338796712
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_return_autocorr_48_ts_bot60==0&reg_volume_zscore_48h_ts_bot80==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.0002945799562612473,0.004471487407512705
(*)|(LOC_54_NearPriorLow==1)|(reg_ema20_gt_ema50_ts_top20==1),(*)|(LOC_54_NearPriorLow==1)|(*),0.00029238571024481016,0.0014476428663223527
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_compression_score_ts_top20==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00026877472524751867,0.0012321626808579605
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_compression_score_ts_band30_70==1&reg_ema20_gt_ema50_ts_band40_60==0),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00026791895826767996,0.0021004942255965844
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_compression_score_ts_top20==1&reg_trend_persistence_ts_band25_75==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00026592506439253034,0.0017571667008581331
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_ema20_gt_ema50_ts_top20==1&reg_volume_zscore_48h_ts_top40==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.000254571778950991,0.0014101177349638001
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_compression_score_ts_top40==0),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00025279840567888316,0.0017844811972482142
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_atr_change_rate_ts_top20==1&reg_ema20_gt_ema50_ts_top30==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.0002275583585448472,0.0008844088590249287
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_return_autocorr_48_ts_band25_75==1&reg_volume_zscore_48h_ts_top70==0),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00020782261748434247,0.001198719567080368
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_compression_score_ts_band30_70==0),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00018923349452750244,0.0008675231034470105
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_trend_persistence_ts_bot70==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.0001810818300973595,0.0011365780118810583
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_volume_zscore_48h_ts_band40_60==0),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00018019836043078316,0.0012221436377034835
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_compression_score_ts_top40==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00017441542377871655,0.0007361666588690044
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_ema20_gt_ema50_ts_top60==0),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.0001662898831614975,0.0007108608545273395
(*)|(LOC_10_TouchMidEMA_Short==1)|(reg_ema20_gt_ema50_ts_top60==1),(*)|(LOC_10_TouchMidEMA_Short==1)|(*),0.00016004000294740617,0.000832044515257562
(*)|(LOC_139_Fib618Zone_Short==1)|(reg_ema50_gt_ema200_ts_band20_80==1),(*)|(LOC_139_Fib618Zone_Short==1)|(*),-0.00030111244100458043,0.0008621178966340636
