fold_id,seed,regime_family,gain,split
0,42,compression,141.60298111103475,316
0,42,liquidity,238.31247860565782,553
0,42,momentum,87.16510532796383,213
0,42,trend,504.8841873239726,1060
0,42,volatility,253.15504800342023,588
0,42,volatility_term_structure,147.9186907648109,288
1,42,compression,109.16852683201432,241
1,42,liquidity,197.5843012284604,438
1,42,momentum,86.01383380405605,199
1,42,trend,437.8118595145643,862
1,42,volatility,200.87061760108918,469
1,42,volatility_term_structure,117.86761482059956,225
2,42,compression,234.86746791427322,554
2,42,liquidity,431.86985369585454,1060
2,42,momentum,202.68881609290838,482
2,42,trend,905.0059411861002,2019
2,42,volatility,454.0090346559882,1100
2,42,volatility_term_structure,259.9176502004266,555
3,42,compression,109.15534451976418,201
3,42,liquidity,147.4296682998538,307
3,42,momentum,70.33573364466429,159
3,42,trend,340.4427980929613,664
3,42,volatility,163.75487834762316,322
3,42,volatility_term_structure,83.02255943790078,155
4,42,compression,3.053296983242035,8
4,42,liquidity,7.6799666322767735,17
4,42,momentum,2.810932993888855,7
4,42,trend,18.972553960978985,43
4,42,volatility,13.615927010774612,23
4,42,volatility_term_structure,1.9296509698033333,5
