fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,108,,6,64,40,quantile,0.09999999999999998,quantile,quantile,target_vame,3
1,42,7,,6,64,50,quantile,0.09999999999999998,quantile,quantile,target_vame,3
2,42,129,,6,64,50,quantile,0.09999999999999998,quantile,quantile,target_vame,3
