feature_a,feature_b,lift,final_pair_score
rv_24h,impact_12,6.9289778796219705,6.9289778796219705
vol_z_30_calm,impact_12,5.370040706952352,5.370040706952352
mfe_8h,bars_in_high_vol_state_log_norm,5.126408443096398,5.126408443096398
prog_eff_24,rv_24h,4.885042749321542,4.885042749321542
t_trail_proxy,impact_12,4.809856843541136,4.809856843541136
t_trail_proxy,regime_transition_entropy_12h,4.548901646330225,4.548901646330225
dip_volume_profile,impact_12,3.9568580912036926,3.9568580912036926
mfe_8h,up_down_return_mass_ratio_tanh,3.8757909791382583,3.8757909791382583
bars_in_high_vol_state_log_norm,impact_12,3.823218548373575,3.823218548373575
asset_atr_level,trend_accel_120h,3.802088349804484,3.802088349804484
hh_count_24,dip_volume_profile,3.731300862720687,3.731300862720687
volume_capitulation,trend_accel_120h,3.6878473141567474,3.6878473141567474
vol_high,rv_24h,3.644176817811228,3.644176817811228
hh_count_24,bars_in_high_vol_state_log_norm,3.3910620457869514,3.3910620457869514
z_vwap_12,impact_12,3.3549536324104183,3.3549536324104183
rng_z,shock_12h,3.3544142941140187,3.3544142941140187
up_down_return_mass_ratio_tanh,impact_12,3.297332543626312,3.297332543626312
vol_z_30_calm,rv_24h,3.271349541539953,3.271349541539953
mfe_8h,regime_transition_entropy_12h,3.1617828204039005,3.1617828204039005
trend_accel_120h,impact_12,3.0550177022964724,3.0550177022964724
up_down_return_mass_ratio_tanh,vol_z_30_calm,3.0519926383905425,3.0519926383905425
trend_accel_120h,rv_24h,3.029585164085007,3.029585164085007
z_vwap_12,rv_24h,3.019852594303718,3.019852594303718
t_trail_proxy,rv_24h,2.988782879609817,2.988782879609817
rv_120h,impact_12,2.971574163539643,2.971574163539643
bars_in_high_vol_state_log_norm,up_down_return_mass_ratio_tanh,2.9360233504581053,2.9360233504581053
bars_in_high_vol_state_log_norm,rv_24h,2.9156311347611075,2.9156311347611075
mfe_8h,t_trail_proxy,2.8060315746417928,2.8060315746417928
prog_eff_24,vol_high,2.7494632810444375,2.7494632810444375
giveback,vol_scale,2.738658216211673,2.738658216211673
up_down_return_mass_ratio_tanh,volume_capitulation,2.7174402416667807,2.7174402416667807
giveback,asset_vol_level,2.6997236916179577,2.6997236916179577
rng_z,regime_transition_entropy_12h,2.6801615346069454,2.6801615346069454
vol_high,z_vwap_12,2.6785914494084233,2.6785914494084233
rv_120h,z_vwap_12,2.669477417023396,2.669477417023396
dist_from_low_vol,impact_12,2.6541457196152223,2.6541457196152223
dip_volume_profile,complexity_regime_24h,2.6020816631521524,2.6020816631521524
t_trail_proxy,z_vwap_12,2.5853850710904904,2.5853850710904904
kf_vol_ratio_mean,volume_capitulation,2.5812850813986588,2.5812850813986588
tf_tape,impact_12,2.568200017411222,2.568200017411222
dip_volume_profile,rv_24h,2.5616634178037687,2.5616634178037687
hh_count_24,trend_accel_120h,2.55690975145683,2.55690975145683
prog_eff_24,impact_12,2.5135500779347804,2.5135500779347804
kf_vol_ratio_mean,trend_accel_120h,2.5092482788849844,2.5092482788849844
kf_score_mean,trend_accel_120h,2.4810894551439415,2.4810894551439415
kf_atr_mean,volume_capitulation,2.4653527812209237,2.4653527812209237
dist_from_high_vol,z_vwap_12,2.4501038768642798,2.4501038768642798
tf_tape,complexity_regime_24h,2.3964582738746207,2.3964582738746207
