bucket,n,total_pnl,win_rate,avg_pnl,sharpe,max_dd
LONG_MR,631,-0.13648079014433706,0.3153724247226624,-0.00021629285284364036,-7.139544050862893,-0.13672674849620275
LONG_TF,94,-0.010225295936808402,0.3404255319148936,-0.00010877974400860002,-1.0691730597996518,-0.014662013166834227
SHORT_MR,667,-0.07870776649639499,0.6146926536731634,-0.0001180026484203823,-2.479546893410552,-0.0790912734769161
