regime_families_combo,count
trend|volatility,4835
trend|volatility|volatility_term_structure,369
trend,173
volatility,118
compression|trend|volatility,79
volatility|volatility_term_structure,21
trend|volatility_term_structure,8
compression|volatility,6
compression|trend,2
,1
