group,strategy_id,rank_col,selection_type,band_lo,band_hi,row_count,rank_min,rank_max,net_hit_rate,gross_hit_rate,mean_net_return,median_net_return,p10_net_return,p90_net_return,mean_gross_return,median_gross_return,mean_entry_adverse_bps
global,__global__,auction_rank_score,cumulative_at_or_above,0.0,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.05,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.1,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.15,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.2,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.25,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.3,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.35,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.4,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.45,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.5,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.55,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.6,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.65,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.7,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,cumulative_at_or_above,0.75,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
global,__global__,auction_rank_score,local_band,0.8,0.8500000000000001,6871,0.8000058213994644,0.8499970893002677,0.5734245379129675,0.5802648813855334,0.02273250268025521,0.00902857479846278,-0.008349644892656306,0.07220359656932564,0.024757260047321168,0.011039614538725017,
global,__global__,auction_rank_score,cumulative_at_or_above,0.8,1.0,27485,0.8000058213994644,1.0,0.6092777878843005,0.6178279061306167,0.028007764330652694,0.014410136760286015,-0.007897578648630523,0.081786782811402,0.030037802228502976,0.016426563448834117,
