strategy_id,reject_adverse_entry_threshold_bps,kept_rows,rejected_rows,rejected_fraction,net_hit_rate,gross_hit_rate,mean_net_return,mean_gross_return,mean_entry_adverse_bps,mean_entry_favorable_bps,mean_delay_max_adverse_bps
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,50.0,5195,0,0.0,0.5326275264677575,0.5343599615014437,0.024255390261449766,0.026281671985507446,,,0.01296917255711677
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,100.0,5195,0,0.0,0.5326275264677575,0.5343599615014437,0.024255390261449766,0.026281671985507446,,,0.01296917255711677
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,150.0,5195,0,0.0,0.5326275264677575,0.5343599615014437,0.024255390261449766,0.026281671985507446,,,0.01296917255711677
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,50.0,4465,0,0.0,0.5816349384098545,0.593505039193729,0.0305915970774075,0.03262422145333802,,,0.7047326687572516
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,100.0,4465,0,0.0,0.5816349384098545,0.593505039193729,0.0305915970774075,0.03262422145333802,,,0.7047326687572516
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,150.0,4465,0,0.0,0.5816349384098545,0.593505039193729,0.0305915970774075,0.03262422145333802,,,0.7047326687572516
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,50.0,2747,0,0.0,0.7568256279577721,0.7568256279577721,0.03731581852906162,0.03935517376015207,,,0.0
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,100.0,2747,0,0.0,0.7568256279577721,0.7568256279577721,0.03731581852906162,0.03935517376015207,,,0.0
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,150.0,2747,0,0.0,0.7568256279577721,0.7568256279577721,0.03731581852906162,0.03935517376015207,,,0.0
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,50.0,474,0,0.0,0.6962025316455697,0.6962025316455697,0.0201943552614337,0.022216571925707588,,,0.8838378732118921
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,100.0,474,0,0.0,0.6962025316455697,0.6962025316455697,0.0201943552614337,0.022216571925707588,,,0.8838378732118921
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,150.0,474,0,0.0,0.6962025316455697,0.6962025316455697,0.0201943552614337,0.022216571925707588,,,0.8838378732118921
