feature_a,feature_b,lift,final_pair_score
bb_pos_12,breakout_confirmed,25.706760316066724,25.706760316066724
mr_pct,breakout_confirmed,10.221679176121487,10.221679176121487
vw_breakout,bb_pos_24,7.611829640003294,7.611829640003294
ts_12,bb_pos_12,6.9062960577280945,6.9062960577280945
mfe_8h,breakout_confirmed,5.99077212094233,5.99077212094233
mae_8h,breakout_confirmed,5.840236894259238,5.840236894259238
trend_age_hours,mfe_8h,5.687917092750931,5.687917092750931
ts_12,z_vwap_24,5.546995377503853,5.546995377503853
trend_slope_48h,z_vwap_24,5.350529061149661,5.350529061149661
ts_12,mr_pct,4.85539565037473,4.85539565037473
kf_ret1h_mean,ffd_dist_ema_fast_04,6.566679220911458,4.59667545463802
reject_dir2h_abs_prod,mr_potential,4.583223763023455,4.583223763023455
z_vwap_12,breakout_confirmed,4.5692722812178195,4.5692722812178195
mfe_8h,pct_extreme,4.529754827019987,4.529754827019987
accept_dir2h_abs_prod,ffd_dist_ema_slow_04,4.480373364447038,4.480373364447038
bb_pos_24,ts_12,4.324619766027321,4.324619766027321
mfe_8h,signed_vol,4.2899609317789364,4.2899609317789364
hh_count_12,signed_vol,4.246812608704347,4.246812608704347
z_vwap_24,breakout_confirmed,4.12062513757429,4.12062513757429
reject_dir2h_abs_prod,bb_pos_12,4.089412532256203,4.089412532256203
ffd_dist_ema_fast_04,mae_8h,3.9478656058272077,3.9478656058272077
bb_pos_24,trend_age_hours,3.9115209297011657,3.9115209297011657
ts_12,accept_dir2h_abs_prod,3.871594242074538,3.871594242074538
tfq_dir2h_signed_mag,signed_vol,3.832002776813606,3.832002776813606
ffd_dist_ema_fast_04,clv_mean_4,3.7886813617643536,3.7886813617643536
ffd_dist_ema_fast_04,ffd_dist_ema_slow_04,4.704860240923597,3.7638881927388774
ts_12,signed_vol,3.726682012314275,3.726682012314275
hh_count_12,mr_potential,3.643079425775494,3.643079425775494
dist_from_low_48h,breakout_confirmed,3.641039619797847,3.641039619797847
z_vwap_24,hh_count_12,3.5475426565662302,3.5475426565662302
tfq_dir2h_abs_prod,breakout_confirmed,3.4345423572289007,3.4345423572289007
mr_potential,bb_pos_12,3.3852575202610424,3.3852575202610424
accept_dir2h_abs_prod,z_vwap_24,3.3625902940236734,3.3625902940236734
ffd_dist_ema_fast_04,breakout_confirmed,3.350448001610792,3.350448001610792
vw_breakout,tfq_dir2h_abs_prod,3.3438480463382008,3.3438480463382008
kf_ret1h_mean,hh_count_12,3.29981367431408,3.29981367431408
tfq_dir2h_signed_mag,bb_pos_24,3.298640900810404,3.298640900810404
tfq_dir2h_signed_mag,t_trail_proxy,3.2884053112196012,3.2884053112196012
vw_breakout,breakout_confirmed,3.253184490975549,3.253184490975549
ts_12,ffd_dist_ema_slow_04,3.21002246044399,3.21002246044399
second_leg_accel_1h,bb_pos_12,3.1449041630251875,3.1449041630251875
tfq_dir2h_signed_mag,ffd_dist_ema_fast_04,3.122676579925651,3.122676579925651
ffd_dist_ema_fast_04,bb_pos_12,4.4402508741743905,3.108175611922073
t_trail_proxy,breakout_confirmed,3.0887046148443416,3.0887046148443416
trend_slope_48h,hh_count_12,3.082744181959028,3.082744181959028
ffd_dist_ema_slow_04,signed_vol,3.0083436564886257,3.0083436564886257
time_since_trough_12h,cusum_strength_norm,2.975535724914993,2.975535724914993
accept_dir2h_abs_prod,signed_vol,2.961581707114824,2.961581707114824
