fold_id,seed,regime_family,gain,split
0,42,compression,2.386045,2.0
0,42,context,1.34249,1.0
0,42,liquidity,0.52664,1.0
0,42,path_structure,7.186539,5.0
0,42,trend,4.704594,2.0
0,42,volatility,7.79853,3.0
1,42,compression,26.423828,45.0
1,42,context,21.318666,21.0
1,42,liquidity,48.16304,54.0
1,42,momentum,5.3964853,10.0
1,42,path_structure,51.542862,92.0
1,42,trend,48.000908,75.0
1,42,volatility,41.85653,54.0
1,42,volatility_term_structure,41.75319,62.0
2,42,compression,10.656218,7.0
2,42,context,13.384964,8.0
2,42,liquidity,35.00067,13.0
2,42,momentum,2.775169,3.0
2,42,path_structure,55.214066,33.0
2,42,trend,12.923365,8.0
2,42,volatility,8.310235,8.0
2,42,volatility_term_structure,13.304522,7.0
