fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,3,0.0020340308272462277,6,64,18,quantile,0.65,quantile,quantile,returns_target,3,35,55.53692,True,healthy
1,42,82,0.001666890157970172,6,64,24,quantile,0.65,quantile,quantile,returns_target,3,902,623.59064,True,healthy
2,42,16,0.0014842838943210884,6,64,30,quantile,0.65,quantile,quantile,returns_target,3,176,300.40613,True,healthy
