config_id,stage2_score,stage1_score,ic_label,ic_payoff,ic_snr,sharpe,sortino,coverage,hard_gate,k_tp,sl_as_tp_pct,tp_abs_lo_pct,tp_abs_hi_pct,horizon_base,horizon_alpha,bucket_ic_payoff_mean,bucket_ic_payoff_min,bucket_ic_payoff_std,bucket_ic_label_mean,bucket_samples_mean,bucket_samples_min,slice_type,slice_name,slice_n,slice_tp_hit,slice_sl_hit,slice_timeout,slice_bind,slice_balance,slice_sl_to_tp,slice_ic_payoff,slice_ic_label,slice_auc_label,slice_tp_sep_top10,slice_tp_mean_pct,slice_sl_mean_pct,slice_payoff_mean,slice_ok
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,regime,all,,,,,,,,,,,,,,,
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,MR_long_H2,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,MR_long_H4,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,MR_long_H8,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,MR_short_H2,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,MR_short_H4,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,MR_short_H8,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,TF_long_H2,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,TF_long_H4,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,TF_long_H8,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
CFGEEDE303E38,0.17567602917900332,-0.12604562169767258,-0.01809833010574424,-0.01724501680313057,-0.006155729291145546,0.02325339754114303,0.03682586743836632,0.5952988613215721,False,1.5,0.6,0.005,0.06,4.0,0.5,-0.01724501680313057,-0.01724501680313057,0.0,-0.01809833010574424,53874.0,53874.0,bucket_horizon,TF_short_H2,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,False
