name,family,z_hours,duration_hours,conditioner_mode,total_events,active_days_fraction,events_per_day_mean,events_per_day_std,events_per_day_per_asset,bars_to_peak_dispersion,speed_dispersion,monotonicity_dispersion,impulse_shape_dispersion,post_event_vol_dispersion,regime_distinctness_score,fold_base_rate_stability,fold_continuation_rate_std,fold_event_count_std,basic_directionality_edge_event_vs_non_event,primary_predictability_gain,continuation_predictability_gain,reversal_predictability_gain,bucket_primary_delta_fold_mean,bucket_primary_delta_fold_std,bucket_primary_delta_fold_count,bucket_primary_delta_fold_min,MAE_predictability_gain,MFE_predictability_gain,reversal_utility_gain,mae_event_oos_r2,mfe_event_oos_r2,magnitude_delta_r,magnitude_positive_fold_fraction,magnitude_stability_score,magnitude_fold_count,magnitude_delta_fold_mean,magnitude_delta_fold_std,selected_delta_metric,incremental_information_delta_auc,incremental_information_delta_auc_fold_mean,incremental_information_delta_auc_fold_std,incremental_information_positive_fold_fraction,incremental_information_positive_fold_count,incremental_information_fold_count,dispersion_to_edge_ratio,edge_to_dispersion_ratio,return_uplift,primary_predictability_gain_is_nan,predictability_gain,D_r,N_r,bucket_primary_predictability_gain,delta_r_raw,delta_r_fallback,delta_r,delta_r_fold_mean,delta_r_fold_std,positive_fold_fraction_r,S_r,delta_r_shrunk,uplift_anchor,primary_multiplier,worst_fold_multiplier,noise_penalty,disagreement_penalty,learnability_support,effective_edge,score_r,score_ml,feature_base,feature_learnability_gain,feature_positive_fold_fraction,conditional_predictability_gain,conditional_predictability_positive_fold_fraction,conditional_predictability_regime_r2,conditional_predictability_baseline_r2,feature_conditioned_spread,economic_gain_r,geometry_weighted_mfe_coverage,fixed_tp_mfe_coverage,aggregate_mfe_coverage,tbm_lgbm_auc_regime,tbm_lgbm_auc_baseline,tbm_lgbm_auc_lift_vs_baseline,tbm_lgbm_top_bucket_lift_vs_baseline,tbm_lgbm_positive_fold_fraction,tbm_lgbm_stability,tbm_lgbm_selected_geometry,coverage_multiplier,predictability_anchor,predictability_positive_multiplier,spread_multiplier,difference_prior,tbm_auc_support,tbm_lift_support,score_ml_trading,shortlist_score,decision,regime_id,regime_definition,rationale,tier
momentum|z=4|p=slope_change_gt_1.6|d=1,momentum,4,1,none,191,0.7230769230769231,2.9384615384615387,2.8168554375780483,1.4692307692307693,1.2427692413330078,0.02003784477710724,0.5872595310211182,1.8500666171312332,0.015812799334526062,1.596222405286596,0.08917016535997391,0.08917016535997391,13.57284927368164,0.002663841238245368,-0.01710969828049458,-0.022099847466301004,-0.022099847466301004,0.0,0.0,6.0,0.0,-0.07897227190733869,-0.19592794563448246,-0.07849400256570682,-0.1218088741652037,-0.25598018313047244,-0.1218088741652037,0.0,0.0,9.0,-0.12448433041572571,0.12757278978824615,return_uplift,0.01931142818704845,-0.003293729154393077,0.01998787559568882,0.4444444444444444,4.0,9.0,694.5108404245008,0.0014398623344579868,0.002663841238245368,0.0,-0.022099846974015236,0.018337206915020943,191.0,-0.022099846974015236,0.002663841238245368,0.00965571403503418,0.002663841238245368,0.0,0.0,0.4444444477558136,0.7222222089767456,0.0007363150361925364,0.0007363150361925364,0.7825304865837097,1.0,2.6361618041992188,0.6499999761581421,0.01931142807006836,0.00027048870106227696,0.00015214421728160232,9.699453948996961e-05,slope_change,0.0,0.0,-0.07061783969402313,0.0,-0.10726578533649445,-0.036647941917181015,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.50|sl=1.10,0.25,0.0,0.75,1.0,0.8500228524208069,0.0,0.0,6.062158718123101e-06,6.062158718123101e-06,ranked,momentum|z=4|p=slope_change_gt_1.6|d=1,momentum|z=4|p=slope_change_gt_1.6|d=1,positive bucket OOS delta_r=0.0027; shrunk delta=0.0007; stability=0.722; positive-fold fraction=0.444; delta-auc=0.0193; delta-auc positive folds=0.444; dispersion/edge=694.511; dispersion=0.018,0
compression_transition|z=8|p=compression_expansion_transition_gt_1.6|d=1,compression_transition,8,1,none,159,0.6307692307692307,2.4461538461538463,2.7792127785830023,1.2230769230769232,1.9050893783569336,0.01036364957690239,0.36038756370544434,2.2758405916392803,0.01806819438934326,1.1806994310176449,0.07644577324390411,0.07644577324390411,7.6467132568359375,0.005456242710351944,-0.07617194617933754,-0.07261967993735297,-0.07261967993735297,0.0,0.0,6.0,0.0,-0.006614047388818323,0.0348219504493974,-0.06500494882690644,-0.04945064964668333,-0.02523028704659258,-0.02523028704659258,0.0,0.0,9.0,-0.5211933851242065,0.7970293760299683,return_uplift,0.0037876989308578413,-0.000678779324516654,0.013440067879855633,0.3333333333333333,3.0,9.0,417.1076530964074,0.0023974626036623375,0.005456242710351944,0.0,0.034821949899196625,0.0824873298406601,159.0,-0.07261967658996582,0.005456242710351944,0.0018938494613394141,0.005456242710351944,0.0,0.0,0.3333333432674408,0.6666666865348816,0.0013164530973881483,0.0013164530973881483,0.3792669177055359,1.0,2.508934736251831,0.6499999761581421,0.0037876989226788282,0.00021635775920003653,9.44007042562589e-05,6.686828419333324e-05,compression_expansion_transition,0.0,0.0,-0.06252118945121765,0.3333333432674408,-0.11248603463172913,-0.049964841455221176,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.50|sl=1.10,0.25,0.0,0.8333333134651184,1.0,0.8500142097473145,0.0,0.0,4.179267762083327e-06,4.179267762083327e-06,ranked,compression_transition|z=8|p=compression_expansion_transition_gt_1.6|d=1,compression_transition|z=8|p=compression_expansion_transition_gt_1.6|d=1,positive bucket OOS delta_r=0.0055; shrunk delta=0.0013; stability=0.667; positive-fold fraction=0.333; delta-auc=0.0038; delta-auc positive folds=0.333; dispersion/edge=417.108; dispersion=0.082,0
volatility_expansion|z=4|p=hl_range_gt_1.6|d=1,volatility_expansion,4,1,none,157,0.6153846153846154,2.4153846153846152,3.7040198856930373,1.2076923076923076,0.9992898106575012,0.0328247994184494,0.5084280371665955,1.540542647242546,0.028847049921751022,2.7499467914122673,0.11355598270893097,0.11355598270893097,17.953643798828125,-0.0010094408644363284,-0.040058728847516156,-0.04622683159328511,-0.04622683159328511,0.0,0.0,6.0,0.0,-0.0692829646856874,-0.34637474874293517,-0.48392264883751146,-0.1121195669435524,-0.40642698623892515,-0.1121195669435524,0.0,0.020532570281801055,9.0,-0.372587651014328,0.35728728771209717,return_uplift,0.009324327532584609,-0.016281599178910255,0.02385690249502659,0.2222222222222222,2.0,9.0,1526.1346172098797,0.0006552501913810374,-0.0010094408644363284,0.0,-0.04622683301568031,0.1725955605506897,157.0,-0.04622683301568031,-0.0010094408644363284,0.004662163555622101,-0.0010094408644363284,0.0,0.0,0.2222222238779068,0.6111111044883728,-0.00024122103059198707,0.0,0.5680688619613647,1.0,2.832787036895752,1.0,0.009324327111244202,0.0,0.0,0.0,hl_range,0.0,0.0,-0.16465483605861664,0.0,-0.2072903960943222,-0.04263555631041527,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.50|sl=1.10,0.25,0.0,0.75,1.0,0.8500000238418579,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.6|d=1,volatility_expansion|z=4|p=hl_range_gt_1.6|d=1,shrunk delta=-0.0002; stability=0.611; positive-fold fraction=0.222; delta-auc=0.0093; delta-auc positive folds=0.222; dispersion/edge=1526.135; dispersion=0.173,0
path_structure|z=12|p=path_efficiency_ratio_gt_1.4|d=1,path_structure,12,1,none,277,0.5384615384615384,4.2615384615384615,5.770686995702233,2.1307692307692307,1.7182066440582275,0.01158667728304863,0.18270966410636902,1.9125029854476452,0.03506067022681236,1.2880455950729979,0.1471492052078247,0.1471492052078247,13.4660062789917,-0.005076133646070957,-0.045261620736922026,-0.05929429191074542,-0.05929429191074548,0.0,0.0,6.0,0.0,-0.05031907264571056,-0.44749101645484535,-0.2949464616733479,-0.09315567490357557,-0.5075432539508353,-0.09315567490357557,0.0,0.0,9.0,-0.6597046852111816,1.6254063844680786,return_uplift,0.0006083663730680477,0.008301342837512493,0.02511376142501831,0.5555555555555556,5.0,9.0,376.76371797814386,0.002654183384128326,-0.005076133646070957,0.0,-0.05031907185912132,0.3360542058944702,277.0,-0.05929429084062576,-0.005076133646070957,0.0003041831951122731,-0.005076133646070957,0.0,0.0,0.5555555820465088,0.7777777910232544,-0.001809638342820108,0.0,0.4679911136627197,1.0,2.483567237854004,1.0,0.0006083663902245462,0.0,0.0,0.0,path_efficiency_ratio,0.0,0.0,-0.6580380201339722,0.20000000298023224,-0.6835252046585083,-0.02548721432685852,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.50|sl=1.10,0.25,0.0,0.800000011920929,1.0,0.8500000238418579,0.0,0.0,0.0,0.0,ranked,path_structure|z=12|p=path_efficiency_ratio_gt_1.4|d=1,path_structure|z=12|p=path_efficiency_ratio_gt_1.4|d=1,shrunk delta=-0.0018; stability=0.778; positive-fold fraction=0.556; delta-auc=0.0006; delta-auc positive folds=0.556; dispersion/edge=376.764; dispersion=0.336,0
stretch_location|z=4|p=distance_from_ema_atr_gt_1.4|d=1,stretch_location,4,1,none,249,0.6615384615384615,3.830769230769231,4.134542038705434,1.9153846153846155,0.7583026885986328,0.020297985523939133,0.3456778824329376,1.1242785565555096,0.01834818907082081,1.5167893483128225,0.0485883504152298,0.0485883504152298,7.610300064086914,-0.006316360551863909,-0.015016949239417987,-0.017579299521095604,-0.017579299521095493,0.0,0.0,6.0,0.0,-0.02497855608266386,-0.13183755838728972,-0.04643242879767939,-0.06781515834052887,-0.1918897958832797,-0.06781515834052887,0.0,0.0,9.0,-0.35454195737838745,0.5571038126945496,return_uplift,0.007694103495485216,0.0018165560904890299,0.02365671843290329,0.5555555555555556,5.0,9.0,177.99467704922952,0.005618145534337644,-0.006316360551863909,0.0,-0.017579300329089165,-0.196236252784729,249.0,-0.017579300329089165,-0.006316360551863909,0.0038470516446977854,-0.006316360551863909,0.0,0.0,0.5555555820465088,0.7777777910232544,-0.0020998315885663033,0.0,0.8259957432746887,1.0,2.2968389987945557,1.0,0.007694103289395571,0.0,0.0,0.0,distance_from_ema_atr,0.0,0.0,-0.010938635095953941,0.6000000238418579,-0.042219340801239014,-0.03128070756793022,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.50|sl=1.10,0.25,0.0,0.8999999761581421,1.0,0.8500000238418579,0.0,0.0,0.0,0.0,ranked,stretch_location|z=4|p=distance_from_ema_atr_gt_1.4|d=1,stretch_location|z=4|p=distance_from_ema_atr_gt_1.4|d=1,shrunk delta=-0.0021; stability=0.778; positive-fold fraction=0.556; delta-auc=0.0077; delta-auc positive folds=0.556; dispersion/edge=177.995; dispersion=-0.196,0
