strategy_id,trade_side,base_event_trigger,source_target,source_horizon,ranking_metric,ranking_score,ranking_score_norm,adjusted_ranking_score,mask_params_json
bars_in_high_vol_state_log_norm_-0_23822941_dist_prior_day_high_0_098164082_dist_rolling_7d_high_0_063372016_volume_autocorr_48_-0_38587153,long,(*)|(bars_in_high_vol_state_log_norm<=-0.23822941&dist_prior_day_high<=0.098164082&dist_rolling_7d_high<=0.063372016)|(volume_autocorr_48>-0.38587153),returns_target,10,directional_mean_ret,0.0009514526173006,0.42975835436888116,0.4001535748734107,"{""canonical_key"": ""(*)|(bars_in_high_vol_state_log_norm<=-0.23822941&dist_prior_day_high<=0.098164082&dist_rolling_7d_high<=0.063372016)|(volume_autocorr_48>-0.38587153)""}"
compression_ratio_-0_42436042_market_dispersion_4h_0_28369257_range_24h_pct_0_053228855_realized_volatility_24h_0_26993245,long,(*)|(*)|(compression_ratio>-0.42436042&market_dispersion_4h<=0.28369257&range_24h_pct<=0.053228855&realized_volatility_24h<=0.26993245),returns_target,10,directional_mean_ret,0.0006033678393578,0.2549400168094563,0.24109022742015185,"{""canonical_key"": ""(*)|(*)|(compression_ratio>-0.42436042&market_dispersion_4h<=0.28369257&range_24h_pct<=0.053228855&realized_volatility_24h<=0.26993245)""}"
range_24h_pct_0_10477796_range_24h_pct_0_063665748_rv_24h_0_1002732_up_down_semivol_ratio_tanh_0_43211657,long,(*)|(*)|(range_24h_pct<=0.10477796&range_24h_pct>0.063665748&rv_24h<=0.1002732&up_down_semivol_ratio_tanh<=0.43211657),returns_target,10,directional_mean_ret,9.57509590080008e-05,0.0,0.0,"{""canonical_key"": ""(*)|(*)|(range_24h_pct<=0.10477796&range_24h_pct>0.063665748&rv_24h<=0.1002732&up_down_semivol_ratio_tanh<=0.43211657)""}"
dist_prior_day_low_0_054771528_loc_vwap_dev_z_24_0_29537666_compression_ratio_-0_46201372_xasset_mkt_depth_z_0_41573742,short,(*)|(dist_prior_day_low>0.054771528&loc_vwap_dev_z_24>0.29537666)|(compression_ratio>-0.46201372&xasset_mkt_depth_z<=0.41573742),atr_norm_returns_target,5,directional_mean_ret,0.0011949636624194,0.0,0.0,"{""canonical_key"": ""(*)|(dist_prior_day_low>0.054771528&loc_vwap_dev_z_24>0.29537666)|(compression_ratio>-0.46201372&xasset_mkt_depth_z<=0.41573742)""}"
dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,short,(*)|(dist_rolling_7d_high>0.13977644)|(mkt_ret_eq_24h>-0.56630391&rolling_range_20>-0.40672407),returns_target,10,directional_mean_ret,0.0011104562843684,1.0,1.0,"{""canonical_key"": ""(*)|(dist_rolling_7d_high>0.13977644)|(mkt_ret_eq_24h>-0.56630391&rolling_range_20>-0.40672407)""}"
loc_ema_stack_pos_48_0_98896253_zscore_price_200_1_7867407_atr_compression_ratio_-0_44549009_xasset_mkt_ob_stress_19_055239,short,(*)|(loc_ema_stack_pos_48<=0.98896253&zscore_price_200<=1.7867407)|(atr_compression_ratio>-0.44549009&xasset_mkt_ob_stress<=19.055239),atr_norm_returns_target,10,directional_mean_ret,0.000990895862435,0.8570794764612654,0.814869444644319,"{""canonical_key"": ""(*)|(loc_ema_stack_pos_48<=0.98896253&zscore_price_200<=1.7867407)|(atr_compression_ratio>-0.44549009&xasset_mkt_ob_stress<=19.055239)""}"
bars_in_high_vol_state_log_norm_-0_66360348_dist_ema50_atr_0_015806628_dist_prior_day_high_0_10310593_loc_range_pos_24_0_12656839_zscore_price_200_1_67386_ema50_slope_0_50249243,short,(*)|(bars_in_high_vol_state_log_norm>-0.66360348&dist_ema50_atr<=0.015806628&dist_prior_day_high<=0.10310593&loc_range_pos_24>0.12656839&zscore_price_200<=1.67386)|(ema50_slope>0.50249243),atr_norm_returns_target,10,directional_mean_ret,0.0007928174687549,0.6202998861195637,0.5682478714303247,"{""canonical_key"": ""(*)|(bars_in_high_vol_state_log_norm>-0.66360348&dist_ema50_atr<=0.015806628&dist_prior_day_high<=0.10310593&loc_range_pos_24>0.12656839&zscore_price_200<=1.67386)|(ema50_slope>0.50249243)""}"
dist_rolling_7d_high_0_18961641_loc_swing_range_pos_48_0_666668_mkt_ret_eq_24h_-0_620763_symbol_minus_mkt_ret_24h_0_39961502_tail_asymmetry_q90_q10_atr_norm_0_46123043,short,(*)|(dist_rolling_7d_high<=0.18961641&loc_swing_range_pos_48<=0.666668)|(mkt_ret_eq_24h>-0.620763&symbol_minus_mkt_ret_24h>0.39961502&tail_asymmetry_q90_q10_atr_norm<=0.46123043),atr_norm_returns_target,10,directional_mean_ret,0.0004109020694158,0.1637646218708784,0.15166677971809078,"{""canonical_key"": ""(*)|(dist_rolling_7d_high<=0.18961641&loc_swing_range_pos_48<=0.666668)|(mkt_ret_eq_24h>-0.620763&symbol_minus_mkt_ret_24h>0.39961502&tail_asymmetry_q90_q10_atr_norm<=0.46123043)""}"
loc_ema_stack_pos_24_0_43357179_compression_ratio_-0_33411601_mkt_ret_eq_24h_1_1280091_mkt_ret_eq_24h_-0_81129736_up_down_semivol_ratio_tanh_-0_39156261,short,(*)|(loc_ema_stack_pos_24<=0.43357179)|(compression_ratio>-0.33411601&mkt_ret_eq_24h<=1.1280091&mkt_ret_eq_24h>-0.81129736&up_down_semivol_ratio_tanh>-0.39156261),atr_norm_returns_target,10,directional_mean_ret,0.0003646813449449,0.10851314288730327,0.09604327267059905,"{""canonical_key"": ""(*)|(loc_ema_stack_pos_24<=0.43357179)|(compression_ratio>-0.33411601&mkt_ret_eq_24h<=1.1280091&mkt_ret_eq_24h>-0.81129736&up_down_semivol_ratio_tanh>-0.39156261)""}"
dist_rolling_7d_high_0_24105695_dist_rolling_7d_high_0_090701826_zscore_price_200_0_53547198_atr_compression_ratio_-0_62282997,short,(*)|(dist_rolling_7d_high<=0.24105695&dist_rolling_7d_high>0.090701826&zscore_price_200<=0.53547198)|(atr_compression_ratio<=-0.62282997),atr_norm_returns_target,10,directional_mean_ret,0.0002739044793997,0.0,0.0,"{""canonical_key"": ""(*)|(dist_rolling_7d_high<=0.24105695&dist_rolling_7d_high>0.090701826&zscore_price_200<=0.53547198)|(atr_compression_ratio<=-0.62282997)""}"
