name,family,z_hours,duration_hours,conditioner_mode,total_events,active_days_fraction,events_per_day_mean,events_per_day_std,events_per_day_per_asset,bars_to_peak_dispersion,speed_dispersion,monotonicity_dispersion,impulse_shape_dispersion,post_event_vol_dispersion,regime_distinctness_score,fold_base_rate_stability,fold_continuation_rate_std,fold_event_count_std,basic_directionality_edge_event_vs_non_event,primary_predictability_gain,continuation_predictability_gain,reversal_predictability_gain,bucket_primary_delta_fold_mean,bucket_primary_delta_fold_std,bucket_primary_delta_fold_count,bucket_primary_delta_fold_min,MAE_predictability_gain,MFE_predictability_gain,reversal_utility_gain,mae_event_oos_r2,mfe_event_oos_r2,magnitude_delta_r,magnitude_positive_fold_fraction,magnitude_stability_score,magnitude_fold_count,magnitude_delta_fold_mean,magnitude_delta_fold_std,selected_delta_metric,incremental_information_delta_auc,incremental_information_delta_auc_fold_mean,incremental_information_delta_auc_fold_std,incremental_information_positive_fold_fraction,incremental_information_positive_fold_count,incremental_information_fold_count,dispersion_to_edge_ratio,edge_to_dispersion_ratio,return_uplift,primary_predictability_gain_is_nan,predictability_gain,D_r,N_r,bucket_primary_predictability_gain,delta_r_raw,delta_r_fallback,delta_r,delta_r_fold_mean,delta_r_fold_std,positive_fold_fraction_r,S_r,delta_r_shrunk,uplift_anchor,primary_multiplier,worst_fold_multiplier,noise_penalty,disagreement_penalty,learnability_support,effective_edge,score_r,score_ml,feature_base
momentum|z=12|p=slope_change_lt_-1.4|d=1,momentum,12,1,none,231,0.7538461538461538,3.5538461538461537,2.806754321718452,1.7769230769230768,4.550378322601318,0.013177046552300453,0.4685334265232086,5.032088795676827,0.03588158264756203,1.3333893191131796,0.10375140607357025,0.10375140607357025,13.707256317138672,0.007239010185003281,0.04334600734286298,0.031200806128470204,0.031200806128470315,0.0,0.0,6.0,0.0,-0.198244237683733,-0.11628243581483133,-0.03275878248108266,-0.258296475179723,-0.15911903807269634,-0.15911903807269634,0.0,0.0,9.0,-0.620648205280304,0.8042274713516235,return_uplift,0.004079516947207651,-0.00012992529082112014,0.020098591223359108,0.5555555555555556,5.0,9.0,695.1349241228546,0.0014385696435290382,0.007239010185003281,0.0,0.031200806,0.4737644,231.0,0.031200806,0.00723901,0.0020397585,0.00723901,0.0,0.0,0.5555556,0.7777778,0.002287567,0.002287567,1.3022628,1.0,2.636386,1.0,0.004079517,0.0023170102,0.0009684914,0.0009684914,slope_change
stretch_location|z=4|p=distance_from_vwap_atr_lt_-1.4|d=1,stretch_location,4,1,none,257,0.7230769230769231,3.953846153846154,4.013173573392698,1.976923076923077,0.6832977533340454,0.016949845477938652,0.29047656059265137,0.9907241594046354,0.013253338634967804,1.0369915402459167,0.022187478840351105,0.022187478840351105,18.714223861694336,0.00309545430354774,-0.06834282968151273,-0.06963450689969464,-0.06963450689969464,0.0,0.0,6.0,0.0,-0.11172399089809404,-0.015466402095235754,-0.18119450005864524,-0.17177622839408402,-0.05830300435310076,-0.05830300435310076,0.0,0.0,9.0,-0.455789715051651,0.8243104815483093,return_uplift,0.011424922643495261,0.016395635902881622,0.015566207468509674,0.7777777777777778,7.0,9.0,320.05775639109055,0.003124436074525445,0.00309545430354774,0.0,-0.015466402,-0.0896962,257.0,-0.069634505,0.0030954543,0.005712461,0.0030954543,0.0,0.0,0.7777778,0.8888889,0.0010509006,0.0010509006,0.39795732,1.0,2.4429054,0.65,0.011424922,0.00024163451,0.00012716453,0.00012716453,distance_from_vwap_atr
stretch_location|z=4|p=distance_from_ema_atr_lt_-1.4|d=1,stretch_location,4,1,none,257,0.7230769230769231,3.953846153846154,4.013173573392698,1.976923076923077,0.6832977533340454,0.016949845477938652,0.29047656059265137,0.9907241594046354,0.013253338634967804,1.0369915402459167,0.022187478840351105,0.022187478840351105,18.714223861694336,0.00309545430354774,-0.06834282968151273,-0.06963450689969464,-0.06963450689969464,0.0,0.0,6.0,0.0,-0.11172399089809404,-0.015466402095235754,-0.18119450005864524,-0.17177622839408402,-0.05830300435310076,-0.05830300435310076,0.0,0.0,9.0,-0.455789715051651,0.8243104815483093,return_uplift,0.011424922643495261,0.016395635902881622,0.015566207468509674,0.7777777777777778,7.0,9.0,320.05775639109055,0.003124436074525445,0.00309545430354774,0.0,-0.015466402,-0.0896962,257.0,-0.069634505,0.0030954543,0.005712461,0.0030954543,0.0,0.0,0.7777778,0.8888889,0.0010509006,0.0010509006,0.39795732,1.0,2.4429054,0.65,0.011424922,0.00024163451,0.00012716453,0.00012716453,distance_from_ema_atr
compression_transition|z=4|p=compression_expansion_transition_gt_1.4|d=1,compression_transition,4,1,none,170,0.676923076923077,2.6153846153846154,2.853835786835825,1.3076923076923077,0.9468395709991455,0.008899610489606857,0.4124900698661804,1.3682292513549328,0.010280060581862926,0.6499839569977947,0.03962307050824165,0.03962307050824165,7.425556659698486,0.00474892882630229,-0.04504159090112392,-0.05005824921780622,-0.05005824921780627,0.0,0.0,6.0,0.0,-0.09221758856358386,-0.14425311950992148,-0.03197539089475332,-0.15226982605957384,-0.1870897217677865,-0.15226982605957384,0.0,0.0,9.0,-16474.09765625,37596.56640625,return_uplift,0.0027727657621296475,-0.00013786513591185212,0.009031083434820175,0.3333333333333333,3.0,9.0,288.11323593162626,0.0034708575493467278,0.00474892882630229,0.0,-0.05005825,-0.15815829,170.0,-0.05005825,0.004748929,0.0013863828,0.004748929,0.0,0.0,0.33333334,0.6666667,0.0012049521,0.0012049521,0.5374248,1.0,2.4167047,0.65,0.0027727657,0.0002806142,0.00012416333,0.00012416333,compression_expansion_transition
path_structure|z=8|p=path_efficiency_ratio_lt_-1.4|d=1,path_structure,8,1,none,162,0.46153846153846156,2.4923076923076923,4.110485941413279,1.2461538461538462,1.4295954704284668,0.01587597467005253,0.21148665249347687,1.6569580975919962,0.020072119310498238,1.0350111691598045,0.16814662516117096,0.16814662516117096,15.97915267944336,0.007103219162672758,-0.07927509197265126,-0.08367722841868197,-0.08367722841868197,0.0,0.0,6.0,0.0,0.07592394841848271,-0.15504699187046156,-0.39648359944597567,0.015871710922492732,-0.19788359412832657,0.015871710922492732,0.0,0.0,9.0,-3.9293718338012695,7.27777099609375,return_uplift,0.004838243789716867,-0.007683908566832542,0.024663778021931648,0.4444444444444444,4.0,9.0,233.26861520749216,0.004286903315778255,0.007103219162672758,0.0,0.07592395,0.13652082,162.0,-0.083677225,0.007103219,0.0024191218,0.007103219,0.0,0.0,0.44444445,0.7222222,0.00173825,0.00173825,0.31590432,1.0,2.3641171,0.65,0.0048382436,0.00025778165,0.00012222824,0.00012222824,path_efficiency_ratio
structure|z=4|p=breakout_distance_down_atr_gt_1.4|d=1,structure,4,1,none,163,0.7076923076923077,2.5076923076923077,2.560787600738232,1.2538461538461538,0.0,0.007361990865319967,0.23093891143798828,0.23830090230330825,0.010681592859327793,0.9138806948109285,0.11217990517616272,0.11217990517616272,5.705747604370117,0.0034806798212230206,-0.14686538966483142,-0.14740967652613013,-0.14740967652613002,0.0,0.0,6.0,0.0,0.013602255337078706,0.020012510048666776,-0.12435320609370959,-0.046449982158911274,-0.022824092209198232,-0.022824092209198232,0.0,0.0,9.0,-0.24683409929275513,0.2552749812602997,return_uplift,-0.009493977667513476,-0.005647409241646528,0.013504688628017902,0.4444444444444444,4.0,9.0,68.46389629126402,0.014606238531119064,0.0034806798212230206,0.0,0.020012511,-0.18102679,163.0,-0.14740968,0.0034806798,-0.004746989,0.0034806798,0.0,0.0,0.44444445,0.7222222,0.00085573277,0.00085573277,0.099643886,1.0,2.0602016,0.65,0.0,4.002884e-05,1.9429574e-05,1.9429574e-05,breakout_distance_down_atr
momentum|z=4|p=atr_normalized_trailing_return_lt_-1.4|d=1,momentum,4,1,none,233,0.6615384615384615,3.5846153846153848,4.426814474374609,1.7923076923076924,0.8136189579963684,0.01740136556327343,0.32670602202415466,1.1577263455837965,0.011698955669999123,1.0042975315896787,0.06370974332094193,0.06370974332094193,16.458702087402344,0.0007829531095921993,-0.08208656982201135,-0.0872859187050038,-0.08728591870500385,0.0,0.0,6.0,0.0,0.009010441735202379,0.003909701282616362,-0.29169345399955193,-0.0510417957607876,-0.038926900975248646,-0.038926900975248646,0.0,0.0,9.0,-0.3302258849143982,0.7523666024208069,return_uplift,0.008858902526847179,0.008226245641708374,0.013544502668082714,0.6666666666666666,6.0,9.0,1478.666259064732,0.0006762851278100494,0.0007829531095921993,0.0,0.009010442,-0.075859755,233.0,-0.08728592,0.0007829531,0.004429451,0.0007829531,0.0,0.0,0.6666667,0.8333333,0.00024887867,0.00024887867,0.29717606,1.0,2.824893,0.65,0.008858902,4.006209e-05,1.7322687e-05,1.7322687e-05,atr_normalized_trailing_return
volatility_expansion|z=4|p=intrabar_range_atr_gt_1.4|d=1,volatility_expansion,4,1,none,196,0.6461538461538462,3.0153846153846153,3.3304760929808745,1.5076923076923077,0.8831543326377869,0.020596807822585106,0.4225076735019684,1.3262588139623404,0.011202769353985786,0.9118772051190139,0.07738978415727615,0.07738978415727615,23.851390838623047,-0.0024741163942962885,-0.01788007597868102,-0.023630043039049697,-0.02363004303904981,0.0,0.0,6.0,0.0,-0.19248680282540276,0.028843121871759747,-0.1541268628402528,-0.25253904032139274,-0.013993480386105261,-0.013993480386105261,0.0,0.0,9.0,-16594.41796875,36469.65625,return_uplift,0.042010913004597805,0.01877976581454277,0.014808941632509232,0.7777777777777778,7.0,9.0,536.0535248138831,0.0018654853549320443,-0.0024741163942962885,0.0,0.028843122,-0.008924305,196.0,-0.023630043,-0.0024741164,0.021005457,-0.0024741164,0.0,0.0,0.7777778,0.8888889,-0.00069673394,0.0,0.7680017,1.0,2.5715246,1.0,0.042010915,0.0,0.0,0.0,intrabar_range_atr
momentum|z=4|p=short_minus_long_momentum_lt_-1.4|d=1,momentum,4,1,none,253,0.6461538461538462,3.8923076923076922,4.279191429457301,1.9461538461538461,0.7284961342811584,0.01724207028746605,0.42317116260528564,1.1689093671739101,0.020698182284832,1.7166174078698033,0.08072897046804428,0.08072897046804428,9.463379859924316,-0.0063388776034116745,-0.06805718905591457,-0.07516521129782072,-0.07516521129782078,0.0,0.0,6.0,0.0,-0.3418232000919763,-0.11289791239848146,-0.11806041512361642,-0.4018754375879663,-0.15573451465634647,-0.15573451465634647,0.0,0.0,9.0,-0.45515167713165283,0.9730640053749084,return_uplift,0.0067306094347237555,-0.0030208872631192207,0.031651709228754044,0.4444444444444444,4.0,9.0,184.40320831321722,0.005422899141220226,-0.0063388776034116745,0.0,-0.07516521,-0.0069237184,253.0,-0.07516521,-0.0063388776,0.0033653048,-0.0063388776,0.0,0.0,0.44444445,0.7222222,-0.0021297955,0.0,0.36386645,1.0,2.305633,1.0,0.0067306096,0.0,0.0,0.0,short_minus_long_momentum
