source,name,family,z_hours,duration_hours,param,conditioner_mode,total_events,events_per_day_mean,events_per_day_std,avg_event_duration,active_days_fraction,impulse_shape_dispersion,post_event_vol_dispersion,fold_event_count_std,fold_continuation_rate_std,regime_distinctness_score,high_events,low_events,acceptance_pass,proxy_score,continuation_predictability_gain,reversal_predictability_gain,MAE_predictability_gain,MFE_predictability_gain,predictability_gain,shortlist_score,saved_at
mask_optimiser,abs_move_threshold_z6_p4.0_d1,abs_move_threshold,6,1,4.0,none,114590,158.27348066298342,120.38645099851388,1.131887236018096,0.9945054945054945,1.9436716847121716,0.38706040382385254,1302.5,0.011791499623424184,2.04850668950098,61229,61504,True,6.817967492890805,0.011193328406662872,0.0,9.161339231678056e-08,0.0,0.011193328406662872,5.692663170901445,2026-03-10T23:32:04.764774+00:00
