name,family,z_hours,duration_hours,conditioner_mode,total_events,active_days_fraction,events_per_day_mean,events_per_day_std,events_per_day_per_asset,bars_to_peak_dispersion,speed_dispersion,monotonicity_dispersion,impulse_shape_dispersion,post_event_vol_dispersion,regime_distinctness_score,fold_base_rate_stability,fold_continuation_rate_std,fold_event_count_std,basic_directionality_edge_event_vs_non_event,primary_predictability_gain,continuation_predictability_gain,reversal_predictability_gain,bucket_primary_delta_fold_mean,bucket_primary_delta_fold_std,bucket_primary_delta_fold_count,bucket_primary_delta_fold_min,MAE_predictability_gain,MFE_predictability_gain,reversal_utility_gain,mae_event_oos_r2,mfe_event_oos_r2,magnitude_delta_r,magnitude_positive_fold_fraction,magnitude_stability_score,magnitude_fold_count,magnitude_delta_fold_mean,magnitude_delta_fold_std,selected_delta_metric,incremental_information_delta_auc,incremental_information_delta_auc_fold_mean,incremental_information_delta_auc_fold_std,incremental_information_positive_fold_fraction,incremental_information_positive_fold_count,incremental_information_fold_count,dispersion_to_edge_ratio,edge_to_dispersion_ratio,return_uplift,primary_predictability_gain_is_nan,predictability_gain,D_r,N_r,bucket_primary_predictability_gain,delta_r_raw,delta_r_fallback,delta_r,delta_r_fold_mean,delta_r_fold_std,positive_fold_fraction_r,S_r,delta_r_shrunk,uplift_anchor,primary_multiplier,worst_fold_multiplier,noise_penalty,disagreement_penalty,learnability_support,effective_edge,score_r,score_ml,feature_base,feature_learnability_gain,feature_positive_fold_fraction,conditional_predictability_gain,conditional_predictability_positive_fold_fraction,conditional_predictability_regime_r2,conditional_predictability_baseline_r2,feature_conditioned_spread,economic_gain_r,geometry_weighted_mfe_coverage,fixed_tp_mfe_coverage,aggregate_mfe_coverage,tbm_lgbm_auc_regime,tbm_lgbm_auc_baseline,tbm_lgbm_auc_lift_vs_baseline,tbm_lgbm_top_bucket_lift_vs_baseline,tbm_lgbm_positive_fold_fraction,tbm_lgbm_stability,tbm_lgbm_selected_geometry,coverage_multiplier,predictability_anchor,predictability_positive_multiplier,spread_multiplier,difference_prior,tbm_auc_support,tbm_lift_support,score_ml_trading,shortlist_score,decision,regime_id,regime_definition,rationale,tier,net_regime_value,complexity_multiplier
compression_transition|z=4|p=compression_expansion_transition_gt_1.8,compression_transition,4,1,none,3599,0.8507462686567164,53.71641791044776,42.90280788575576,0.39497366110623355,0.8846922516822815,0.017778746783733368,0.36052584648132324,1.262996844947338,0.02830350212752819,1.2039576918547714,0.10606289654970169,0.10606289654970169,239.30413818359375,-0.004995683208107948,-0.06021158179407282,-0.06363374374133779,-0.06363374374133779,0.0,0.0,6.0,0.0,-0.0015531810826978631,-0.0038811097939472905,-0.13623112093964873,-0.007211566641181388,-0.00996187201331944,-0.007211566641181388,0.0,0.0,9.0,-1984.68505859375,5613.50537109375,return_uplift,0.008623858835269227,0.013942435383796692,0.01638471707701683,0.7777777777777778,7.0,9.0,252.81764121822332,0.003955420180258842,-0.004995683208107948,0.0,-0.00155318109318614,-0.11707862,3599.0,-0.0636337473988533,-0.004995683208107948,0.004311929456889629,-0.004995683208107948,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0043863048776984215,0.0,0.4375993609428406,1.0,2.3841538,1.0,0.008623859,0.0,0.0,0.0,compression_expansion_transition,0.0,0.0,-0.41337046,0.0,-0.44431153,-0.030941127,0.0,0.019772945,0.043043636,0.045260463,0.043043636,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3791309,0.0,0.75,1.0,0.85,0.0,0.0,0.0,0.0,ranked,compression_transition|z=4|p=compression_expansion_transition_gt_1.8,compression_transition|z=4|p=compression_expansion_transition_gt_1.8,shrunk delta=-0.0044; stability=0.889; positive-fold fraction=0.778; delta-auc=0.0086; delta-auc positive folds=0.778; dispersion/edge=252.818; dispersion=-0.064,0,,1.0
volatility_expansion|z=4|p=hl_range_gt_1.6_realized_volatility_24h_gt_q20_lt_q80,volatility_expansion,4,1,realized_volatility_24h > q20 AND realized_volatility_24h < q80,2381,0.8656716417910447,58.417910447761194,45.78409723706339,0.42954345917471465,0.9002729058265686,0.031303536146879196,0.34452641010284424,1.2890561949461699,0.04190708324313164,1.2072629388873315,0.049461305141448975,0.049461305141448975,387.8940734863281,-0.00527934217825532,0.040276324299098665,0.040276324299098665,,0.0,0.0,6.0,0.0,-0.0043046309669572125,-0.00194393722296482,-0.03154844774928267,-0.00988414977506813,-0.008102515304401425,-0.008102515304401425,0.0,0.0,9.0,-0.08455414324998856,0.19197845458984375,mfe_event_oos_r2,-0.003292235632842866,0.007193624973297119,0.007202868815511465,0.6666666666666666,6.0,9.0,187.42546674286746,0.005335454233505625,-0.006877700332552195,0.0,-0.0018142170738428831,-0.0303591,3914.0,-0.036442577838897705,-0.006877700332552195,-0.001646117816421433,-0.006877700332552195,0.0,0.0,0.8888888955116272,0.9444444179534912,-0.004681319929659367,0.0,0.6508935689926147,1.0,2.3096757,1.0,0.0,0.0,0.0,0.0,hl_range,0.0,0.0,-0.48288167,0.25,-0.51097333,-0.028091718,0.0,0.0034485534,0.039920665,0.041448515,0.039920665,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.369762,0.0,0.8125,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.6,volatility_expansion|z=4|p=hl_range_gt_1.6,shrunk delta=-0.0047; stability=0.944; positive-fold fraction=0.889; delta-auc=0.0016; delta-auc positive folds=0.889; dispersion/edge=241.716; dispersion=0.010,1,0.9127633714082769,0.95
volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0_prior_volatility_gt_q20_lt_q80,volatility_expansion,8,1,prior_volatility > q20 AND prior_volatility < q80,2089,0.8656716417910447,51.91044776119403,46.15604012583853,0.38169446883230906,2.114149332046509,0.02788224071264267,0.2986275255680084,2.4379276540130377,0.06513972580432892,1.3010933972247607,0.05513229966163635,0.05513229966163635,371.74383544921875,-0.0018561098258942366,-0.03436581148899431,-0.03436581148899431,,0.0,0.0,6.0,0.0,-0.0010232901686546558,0.0003962945524040862,-0.03237050732541302,-0.006094215023792149,-0.0051424044790366885,-0.0051424044790366885,0.0,0.0,9.0,-249.6388397216797,704.0162353515625,mfe_event_oos_r2,0.0038945598127274605,0.0008579760324209929,0.0033261775970458984,0.3333333333333333,3.0,9.0,745.1754056137704,0.001341965921669598,-0.003271615831181407,0.0,-0.0014947477029636502,0.3754018,3478.0,-0.05150419846177101,-0.003271615831181407,0.0019472799063637303,-0.003271615831181407,0.0,0.0,0.5555555820465088,0.7777777910232544,-0.00162281293887645,0.0,0.5261356234550476,1.0,2.6537402,1.0,0.0038945598,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.25349718,0.33333334,-0.28675666,-0.033259515,0.0,0.0052100797,0.02727328,0.027845629,0.02727328,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.33181983,0.0,0.8333333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0,volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0,shrunk delta=-0.0016; stability=0.778; positive-fold fraction=0.556; delta-auc=0.0037; delta-auc positive folds=0.556; dispersion/edge=1314.932; dispersion=0.395,1,2.840323478860479,0.95
volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0_prior_return_12h_gt_q20_lt_q80,volatility_expansion,8,1,prior_return_12h > q20 AND prior_return_12h < q80,2035,0.8656716417910447,51.91044776119403,46.15604012583853,0.38169446883230906,2.114149332046509,0.02788224071264267,0.2986275255680084,2.3991554528474808,0.06513972580432892,1.3010933972247607,0.05513229966163635,0.05513229966163635,371.74383544921875,-0.0018561098258942366,-0.038258161689175674,-0.038258161689175674,,0.0,0.0,6.0,0.0,-0.003734295838696111,-0.0009626014346557632,-0.012366365655948508,-0.009278947439292029,-0.007026583082188287,-0.007026583082188287,0.0,0.0,9.0,-6430.22216796875,18187.384765625,mfe_event_oos_r2,-0.0037994594726230013,-0.00020277251314837486,0.00445284740999341,0.4444444444444444,4.0,9.0,870.2268384516113,0.001149125671393097,-0.002756931120529771,0.0,-0.0014947477029636502,0.36816004,3478.0,-0.05150419846177101,-0.002756931120529771,-0.0018997297363115007,-0.002756931120529771,0.0,0.0,0.5555555820465088,0.7777777910232544,-0.00162281293887645,0.0,0.5261356234550476,1.0,2.6924756,1.0,0.0,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.09467582,0.16666667,-0.12824975,-0.033573914,0.0,0.0007559444,0.03408247,0.034673367,0.03408247,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.35224742,0.0,0.7916667,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0,volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0,shrunk delta=-0.0016; stability=0.778; positive-fold fraction=0.556; delta-auc=0.0037; delta-auc positive folds=0.556; dispersion/edge=1314.932; dispersion=0.395,1,2.267889626784155,0.95
volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6_bars_since_trend_flip_bars_since_trend_flipgtq50,volatility_expansion,4,1,bars_since_trend_flip > q50,2092,0.8656716417910447,66.1044776119403,52.95312890234161,0.48606233538191396,0.903413712978363,0.03091721422970295,0.34948816895484924,1.2357686888426542,0.04615858197212219,1.1754345847617906,0.05839803069829941,0.05839803069829941,423.6251220703125,-0.003291603410616517,-0.03839932511078403,-0.03839932511078403,,0.0,0.0,6.0,0.0,-0.016150768079067124,-0.021459551535099708,-0.12460531222859395,-0.021750183112948074,-0.027447148364609042,-0.021750183112948074,0.0,0.0,9.0,-499675.71875,1095014.5,mae_event_oos_r2,0.0005489286008359961,0.010879706591367722,0.0073282490484416485,0.8888888888888888,8.0,9.0,212.00926011067043,0.004716775104436441,-0.0058288429863750935,0.0,-0.0023150285705924034,0.0258044,4429.0,-0.048765622079372406,-0.0058288429863750935,0.0002744643004179981,-0.0058288429863750935,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0029577016830444336,0.0,0.5476458072662354,1.0,2.340334,1.0,0.0005489286,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.256603,0.0,-0.28854656,-0.031943563,0.0,0.017294042,0.0381177,0.039960533,0.0381177,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3643531,0.0,0.75,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,shrunk delta=-0.0030; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0209; delta-auc positive folds=0.778; dispersion/edge=390.028; dispersion=0.075,1,1.7700174856444382,0.95
volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6_rate_of_change_gt_q20_lt_q80,volatility_expansion,4,1,rate_of_change > q20 AND rate_of_change < q80,2604,0.8656716417910447,66.1044776119403,52.95312890234161,0.48606233538191396,0.903413712978363,0.03091721422970295,0.34948816895484924,1.2936433367431164,0.04615858197212219,1.1754345847617906,0.05839803069829941,0.05839803069829941,423.6251220703125,-0.003291603410616517,-0.009104093419583847,-0.009104093419583847,,0.0,0.0,6.0,0.0,-0.012967058851058422,-0.023012807386121548,-0.027506734177931147,-0.01858206308746535,-0.028842901320109915,-0.01858206308746535,0.0,0.0,9.0,-3.3220279216766357,4.5922160148620605,mae_event_oos_r2,-0.0005951931405545619,0.00796462595462799,0.009325936436653137,0.6666666666666666,6.0,9.0,301.5075510437534,0.0033166665197545404,-0.004290583543479443,0.0,-0.0023150285705924034,0.03661401,4429.0,-0.048765622079372406,-0.004290583543479443,-0.0002975965702772809,-0.004290583543479443,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0029577016830444336,0.0,0.5476458072662354,1.0,2.4280267,1.0,0.0,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.14267935,0.16666667,-0.17618246,-0.033503115,0.0,0.0030752295,0.0054251757,0.0066640535,0.0054251757,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.50|sl=0.60,0.26627553,0.0,0.7916667,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,shrunk delta=-0.0030; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0209; delta-auc positive folds=0.778; dispersion/edge=390.028; dispersion=0.075,1,1.4425275837106268,0.95
volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6_dist_prior_day_high_dist_prior_day_highltq50,volatility_expansion,4,1,dist_prior_day_high < q50,2172,0.8656716417910447,66.1044776119403,52.95312890234161,0.48606233538191396,0.903413712978363,0.03091721422970295,0.34948816895484924,1.26018638163805,0.04615858197212219,1.1754345847617906,0.05839803069829941,0.05839803069829941,423.6251220703125,-0.003291603410616517,0.1726676160263947,0.1726676160263947,,0.0,0.0,6.0,0.0,-0.005211766093577541,-0.0017536964947384437,0.03172541388503969,-0.010780686814614082,-0.007486418422122831,-0.007486418422122831,0.0,0.0,9.0,-152.45309448242188,431.15606689453125,mfe_event_oos_r2,-0.0049653410079950056,0.013215027749538422,0.008657894097268581,0.7777777777777778,7.0,9.0,346.9956265079598,0.002881880702830878,-0.003631706815212965,0.0,-0.0023150285705924034,0.030365054,4429.0,-0.048765622079372406,-0.003631706815212965,-0.0024826705039975028,-0.003631706815212965,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0029577016830444336,0.0,0.5476458072662354,1.0,2.4630475,1.0,0.0,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.21746331,0.0,-0.25025067,-0.032787364,0.0,0.008495581,0.035258647,0.037914693,0.035258647,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.35577595,0.0,0.75,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,shrunk delta=-0.0030; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0209; delta-auc positive folds=0.778; dispersion/edge=390.028; dispersion=0.075,1,1.1015781215066254,0.95
volatility_expansion|z=4|p=hl_range_gt_1.4_ema50_slope_ema50_slopeltq50,volatility_expansion,4,1,ema50_slope < q50,2267,0.8656716417910447,63.92537313432836,49.804187749606804,0.47003950834064967,0.9024770855903625,0.030905894935131073,0.3439152240753174,1.2868745662271976,0.04036899656057358,1.1843479610221799,0.050195079296827316,0.050195079296827316,419.4871826171875,-0.004803502932190895,-0.04297416797764969,-0.04297416797764969,,0.0,0.0,6.0,0.0,-0.0069023428109618035,-0.005459543084713525,-0.006890718445192956,-0.012866582531178894,-0.011650205529950775,-0.011650205529950775,0.0,0.0,9.0,-71536.15625,202334.765625,mfe_event_oos_r2,0.0016778129958920363,0.0046596950851380825,0.008000686764717102,0.6666666666666666,6.0,9.0,294.131016848709,0.0033998454522542448,-0.004375174641609192,0.0,-0.0017380733042955399,-0.027600199,4283.0,-0.035026125609874725,-0.004375174641609192,0.0008389064979460181,-0.004375174641609192,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.004301359876990318,0.0,0.6633927822113037,1.0,2.421855,1.0,0.001677813,0.0,0.0,0.0,hl_range,0.0,0.0,-0.040879663,0.8333333,-0.0745355,-0.033655826,0.0,0.016266823,0.044132724,0.044836957,0.044132724,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3823982,0.0,0.9583333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.4,volatility_expansion|z=4|p=hl_range_gt_1.4,shrunk delta=-0.0043; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0183; delta-auc positive folds=0.778; dispersion/edge=265.910; dispersion=0.010,1,1.679526313362882,0.95
volatility_expansion|z=4|p=hl_range_gt_1.4_bars_since_trend_flip_bars_since_trend_flipgtq50,volatility_expansion,4,1,bars_since_trend_flip > q50,2054,0.8656716417910447,63.92537313432836,49.804187749606804,0.47003950834064967,0.9024770855903625,0.030905894935131073,0.3439152240753174,1.240584222599864,0.04036899656057358,1.1843479610221799,0.050195079296827316,0.050195079296827316,419.4871826171875,-0.004803502932190895,-0.05061076562801936,-0.05061076562801936,,0.0,0.0,6.0,0.0,-0.018849157569109876,-0.015915812806872376,-0.1375270107332378,-0.024531667125049506,-0.021831953906417345,-0.021831953906417345,0.0,0.0,9.0,-51271.046875,138539.578125,mfe_event_oos_r2,0.0012971177694742764,0.01119305845350027,0.006597420200705528,0.7777777777777778,7.0,9.0,150.40299828840534,0.006648803623465335,-0.008248400874435902,0.0,-0.0017380733042955399,-0.036246117,4283.0,-0.035026125609874725,-0.008248400874435902,0.0006485588847371382,-0.008248400874435902,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.004301359876990318,0.0,0.6633927822113037,1.0,2.2549863,1.0,0.0012971178,0.0,0.0,0.0,hl_range,0.0,0.0,-0.17728806,0.16666667,-0.2106368,-0.033348765,0.0,0.028426755,0.041826297,0.043696634,0.041826297,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3754789,0.0,0.7916667,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.4,volatility_expansion|z=4|p=hl_range_gt_1.4,shrunk delta=-0.0043; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0183; delta-auc positive folds=0.778; dispersion/edge=265.910; dispersion=0.010,1,1.6579020905492936,0.95
volatility_expansion|z=4|p=hl_range_gt_1.4_prior_volatility_prior_volatilityltq50,volatility_expansion,4,1,prior_volatility < q50,2148,0.8656716417910447,63.92537313432836,49.804187749606804,0.47003950834064967,0.9024770855903625,0.030905894935131073,0.3439152240753174,1.2851480897516012,0.04036899656057358,1.1843479610221799,0.050195079296827316,0.050195079296827316,419.4871826171875,-0.004803502932190895,0.05525186864416343,0.05525186864416343,,0.0,0.0,6.0,0.0,-0.03538855514587147,-0.02028278168339548,0.0269271996307916,-0.04069629333350422,-0.026276919441080127,-0.026276919441080127,0.0,0.0,9.0,-9003.287109375,17597.626953125,mfe_event_oos_r2,0.003154943943131816,0.003822334110736847,0.007043883670121431,0.5555555555555556,5.0,9.0,134.94774949887864,0.007410275485982147,-0.009523301385343075,0.0,-0.0017380733042955399,-0.027922649,4283.0,-0.035026125609874725,-0.009523301385343075,0.001577471971565908,-0.009523301385343075,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.004301359876990318,0.0,0.6633927822113037,1.0,2.2280676,1.0,0.003154944,0.0,0.0,0.0,hl_range,0.0,0.0,-0.26887774,0.5,-0.301303,-0.03242525,0.0,0.006491807,0.0036770583,0.0038369305,0.0036770583,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.26103118,0.0,0.875,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.4,volatility_expansion|z=4|p=hl_range_gt_1.4,shrunk delta=-0.0043; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0183; delta-auc positive folds=0.778; dispersion/edge=265.910; dispersion=0.010,1,1.385325453607485,0.95
volatility_expansion|z=4|p=hl_range_gt_1.4_prior_return_12h_gt_q20_lt_q80,volatility_expansion,4,1,prior_return_12h > q20 AND prior_return_12h < q80,2483,0.8656716417910447,63.92537313432836,49.804187749606804,0.47003950834064967,0.9024770855903625,0.030905894935131073,0.3439152240753174,1.2907145507633686,0.04036899656057358,1.1843479610221799,0.050195079296827316,0.050195079296827316,419.4871826171875,-0.004803502932190895,-0.04777552959510106,-0.04777552959510106,,0.0,0.0,6.0,0.0,-0.003951547647260245,-0.0010210655434388372,-0.03125282599622414,-0.009862390989465286,-0.007579374138313222,-0.007579374138313222,0.0,0.0,9.0,-5369.232421875,15186.2509765625,mfe_event_oos_r2,-0.02256754677536338,0.0059456247836351395,0.005328259896486998,0.7777777777777778,7.0,9.0,283.0456393858053,0.0035329991381246825,-0.004560093395411968,0.0,-0.0017380733042955399,-0.026882987,4283.0,-0.035026125609874725,-0.004560093395411968,-0.01128377338768169,-0.004560093395411968,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.004301359876990318,0.0,0.6633927822113037,1.0,2.412284,1.0,0.0,0.0,0.0,0.0,hl_range,0.0,0.0,-0.12138573,0.16666667,-0.15496284,-0.033577085,0.0,-0.0019954608,0.032129817,0.033665836,0.032129817,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.50|sl=1.10,0.34638944,0.0,0.7916667,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.4,volatility_expansion|z=4|p=hl_range_gt_1.4,shrunk delta=-0.0043; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0183; delta-auc positive folds=0.778; dispersion/edge=265.910; dispersion=0.010,1,1.063277557774574,0.95
