cell_key,bucket,config_id,rank,k_tp,tp_anchor,sl_as_tp_pct,base_atr_window,tp_base_pct,tp_abs_lo_pct,sl_abs_lo_pct,mode,stage2_score,stage1_score,probe_auc,probe_auc_bound,probe_status,probe_n_train,probe_n_val,cell_auc,cell_auc_bound,cell_tp_sep,cell_timeout,cell_bind,cell_ap_lift,cell_tp_over_sl,cell_brier,cell_ece,cell_monotonicity,cell_ic_std_time,cell_ic_std_asset,cell_ic_payoff,cell_ic_label,cell_barrier_ratio,cell_n,horizon,family,family_fallback_cloned,market_mode
long_H10,MR_long,CFGAD67088D9C,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H10,tight,False,perps
long_H10,MR_long,CFGAD67088D9C_wide_fallback,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H10,wide,True,perps
long_H5,MR_long,CFGAD67088D9C,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H5,tight,False,perps
long_H5,MR_long,CFGAD67088D9C_wide_fallback,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H5,wide,True,perps
short_H10,MR_short,CFGAD67088D9C,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H10,tight,False,perps
short_H10,MR_short,CFGAD67088D9C_wide_fallback,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H10,wide,True,perps
short_H5,MR_short,CFGAD67088D9C,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H5,tight,False,perps
short_H5,MR_short,CFGAD67088D9C_wide_fallback,99,1.102973,0.0143,0.75,840,0.012965,0.005,0.005,optuna_s1_TF_long_H10,,,,,fallback,0,0,,,,,,,,,,,,,,,,0,H5,wide,True,perps
