strategy_id,trade_side,base_event_trigger,source_target,source_horizon,ranking_metric,ranking_score,ranking_score_norm,adjusted_ranking_score,mask_params_json
bars_in_high_vol_state_log_norm_1_6015049_range_expansion_ratio_-0_4597716,long,(*)|(bars_in_high_vol_state_log_norm>1.6015049)|(range_expansion_ratio>-0.4597716),atr_norm_returns_target,10,directional_mean_ret,0.0045351183216553,1.0,1.0,"{""canonical_key"": ""(*)|(bars_in_high_vol_state_log_norm>1.6015049)|(range_expansion_ratio>-0.4597716)""}"
compression_score_0_030489033_prior_range_-0_016032662_range_24h_pct_0_039925903_return_autocorr_48_0_15770586,long,(*)|(*)|(compression_score<=0.030489033&prior_range>-0.016032662&range_24h_pct>0.039925903&return_autocorr_48<=0.15770586),returns_target,10,directional_mean_ret,0.0029855681932531,0.3004246169356021,0.2621996450655379,"{""canonical_key"": ""(*)|(*)|(compression_score<=0.030489033&prior_range>-0.016032662&range_24h_pct>0.039925903&return_autocorr_48<=0.15770586)""}"
dist_rolling_7d_high_0_24724466_range_24h_pct_0_071724296,long,(*)|(dist_rolling_7d_high>0.24724466)|(range_24h_pct>0.071724296),returns_target,10,directional_mean_ret,0.0026008982567873,0.12675768404721308,0.11326846877211204,"{""canonical_key"": ""(*)|(dist_rolling_7d_high>0.24724466)|(range_24h_pct>0.071724296)""}"
zscore_price_50_-0_52267414_realized_volatility_24h_0_69899011,long,(*)|(zscore_price_50<=-0.52267414)|(realized_volatility_24h>0.69899011),atr_norm_returns_target,10,directional_mean_ret,0.0024073624517768,0.03938207583342401,0.03448289260145806,"{""canonical_key"": ""(*)|(zscore_price_50<=-0.52267414)|(realized_volatility_24h>0.69899011)""}"
dist_weekly_vwap_-0_092930064_atr_percentile_-0_056100555_range_24h_pct_0_085939877,short,(*)|(dist_weekly_vwap>-0.092930064)|(atr_percentile>-0.056100555&range_24h_pct>0.085939877),atr_norm_returns_target,5,directional_mean_ret,0.0042014114442281,1.0,1.0,"{""canonical_key"": ""(*)|(dist_weekly_vwap>-0.092930064)|(atr_percentile>-0.056100555&range_24h_pct>0.085939877)""}"
bars_in_high_vol_state_log_norm_-0_58349377_rolling_range_20_-0_50112784_volume_trend_48_1_2052479_volume_trend_48_-1_0688828,short,(*)|(bars_in_high_vol_state_log_norm<=-0.58349377)|(rolling_range_20>-0.50112784&volume_trend_48<=1.2052479&volume_trend_48>-1.0688828),atr_norm_returns_target,5,directional_mean_ret,0.0032548815506743,0.5924255180560376,0.5871452967113582,"{""canonical_key"": ""(*)|(bars_in_high_vol_state_log_norm<=-0.58349377)|(rolling_range_20>-0.50112784&volume_trend_48<=1.2052479&volume_trend_48>-1.0688828)""}"
dist_rolling_7d_high_0_088078603_zscore_price_50_0_00000000000000000000000000000000001_amihud_z_0_91134155,short,(*)|(dist_rolling_7d_high>0.088078603&zscore_price_50>0.00000000000000000000000000000000001)|(amihud_z<=0.91134155),atr_norm_returns_target,10,directional_mean_ret,0.0027902787551283,0.5969469812751415,0.5291295705712591,"{""canonical_key"": ""(*)|(dist_rolling_7d_high>0.088078603&zscore_price_50>0.00000000000000000000000000000000001)|(amihud_z<=0.91134155)""}"
