,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
G_VOL,0.053378567,0.014268319,0.19969216,78.166664,11.305112,540.46594,131.93129,36.586594,475.7444,0.074111566,0.018756842,0.29282779,1.0,0.0,0.5,1.0,0.90361446,1.0,0.0,1.0,1.3333334,0.9259037,1.0
ema20_gt_ema50,0.038257837,0.009394476,0.15580028,106.0,9.949874,1129.2605,80.184326,22.030247,291.84995,0.053732708,0.013559445,0.21292934,3.0,1.0,1.0,0.68962485,0.91566265,1.0,0.0,4.0,1.1666666,0.75820935,2.0
rsi_G_VOL_0,0.03629667,0.010074344,0.13077262,71.666664,7.7172246,665.53864,84.92013,23.407234,308.08542,0.049126927,0.012531231,0.19259518,6.0,0.25,0.5,0.649369,0.8313253,0.8333333,0.0,3.0,2.3333333,0.6899843,3.0
adx_14_slope,0.03126961,0.011323993,0.08634663,74.0,12.124355,451.65286,69.09158,27.268229,175.0626,0.044357065,0.01666508,0.11806419,18.0,0.5,0.25,0.5461812,0.8072289,0.8333333,0.0,6.0,2.6666667,0.6272069,4.0
efficiency,0.026439488,0.0038699615,0.18063396,48.5,5.377422,437.43082,65.01492,7.611586,555.3297,0.035785906,0.004065558,0.3149952,2.0,0.0,0.5,0.44703588,0.8192771,1.0,0.0,9.0,2.5,0.60068905,5.0
vp_in_hvn_above_zone,0.02971453,0.014991204,0.05889809,96.0,26.41969,348.83075,60.334743,31.448557,115.75352,0.040777087,0.019550007,0.08505219,31.0,0.0,0.0,0.51426095,0.25301206,0.6666667,0.0,8.5,10.333333,0.44609654,6.0
rvol_z,0.024649814,0.007078954,0.08583377,59.0,6.4031243,543.64087,56.507557,20.584381,155.12265,0.03457579,0.011426413,0.10462471,19.0,0.0,0.5,0.4103002,0.5421687,0.5,0.0,13.5,6.3333335,0.4362073,7.0
trapped_longs_96,0.025127308,0.006524491,0.09677101,63.166668,9.136313,436.72186,56.55107,17.222565,185.688,0.037305832,0.010800189,0.12886117,10.0,0.0,0.5,0.4201015,0.40963855,0.6666667,0.0,9.5,8.166667,0.43346548,8.0
prior_range,0.022346338,0.0038247153,0.13056104,46.333332,6.289321,341.33698,49.79409,6.534288,379.45245,0.029745374,0.003982661,0.22215983,5.0,0.0,0.5,0.36301798,0.6987952,0.33333334,0.14465412,13.5,4.1666665,0.4315914,9.0
ffd_rv_24_06,0.022530334,0.005562963,0.091249205,37.5,7.697402,182.69151,54.24283,14.836019,198.32034,0.031704575,0.0081743505,0.12296756,14.5,0.0,0.5,0.36679476,0.48192772,0.5,0.14413652,12.0,7.1666665,0.4044259,10.0
adx_di_plus_7,0.019975252,0.0030783273,0.12961933,57.333332,7.564537,434.54227,41.310295,9.237691,184.73671,0.027026422,0.0050857104,0.1436235,7.0,0.0,0.5,0.31434798,0.6506024,0.33333334,0.0,19.5,4.8333335,0.385542,11.0
vol_price_spread,0.02107879,0.004721016,0.094114356,52.833332,8.513062,327.89157,46.997005,12.56498,175.78369,0.028981425,0.007585918,0.11072133,17.0,0.0,0.5,0.33699968,0.6385542,0.16666667,0.14071211,19.0,5.0,0.37702402,12.0
range_24h_pct,0.020796599,0.0044285846,0.09766067,38.0,3.785939,381.41135,48.483868,10.562683,222.54625,0.028999507,0.006336499,0.13271862,8.0,0.0,0.5,0.3312073,0.44578314,0.5,0.0,12.5,7.6666665,0.3686098,13.0
dir_path_long_2h,0.020702293,0.0047164685,0.09086988,40.666668,7.110243,232.5909,48.95794,9.085603,263.8108,0.029492341,0.005938141,0.1464765,11.0,0.25,0.5,0.32927155,0.4698795,0.33333334,0.0,16.5,7.3333335,0.34856924,14.0
adx_7_slope,0.01969032,0.0048415936,0.08007874,66.5,8.5,520.2647,38.667656,12.595449,118.70855,0.026907334,0.0075084255,0.09642562,24.0,0.0,0.125,0.3084993,0.5060241,0.33333334,0.0,20.5,6.8333335,0.34618068,15.0
tail_against_G_VOL_0,0.021013852,0.005677275,0.07778063,44.333332,5.8783975,334.3504,52.11565,14.921355,182.02376,0.030031376,0.00813823,0.11082061,20.5,0.0,0.5,0.33566675,0.30120483,0.5,0.0,18.0,9.666667,0.3349179,16.0
compression_ratio,0.019083325,0.0059141475,0.061576635,36.333332,8.013877,164.72815,43.13682,14.480264,128.50494,0.025819952,0.008308295,0.08024148,29.0,0.0,0.5,0.29603985,0.5060241,0.16666667,0.30967486,22.0,6.8333335,0.3298117,17.0
realized_volatility_24h_G_VOL_1,0.013305054,0.0018432906,0.096037194,27.666666,4.714045,162.37529,29.48239,4.819994,180.33452,0.018726073,0.0027757739,0.12633082,12.0,0.0,0.5,0.17743237,0.72289157,0.0,0.79079556,36.0,3.8333333,0.3178505,18.0
vol_regime_z,0.019233778,0.003855075,0.09596135,58.5,5.1881275,659.63104,42.746616,10.167317,179.72028,0.026871812,0.006062152,0.11911517,14.5,0.0,0.5,0.29912812,0.5060241,0.16666667,0.0,18.0,6.8333335,0.3160265,19.0
bars_in_high_vol_state_log_norm_G_VOL_0,0.01910045,0.004320033,0.08445009,31.833334,5.8428493,173.43611,42.988632,7.7143173,239.5575,0.027017308,0.005125953,0.14239986,16.0,0.5,0.5,0.29639137,0.44578314,0.16666667,0.2903456,18.0,7.6666665,0.3139783,20.0
true_range_percentile,0.017948516,0.004382488,0.07350829,47.0,6.164414,358.3471,38.80248,10.022704,150.22217,0.023998246,0.0056920396,0.10117916,23.0,0.0,0.5,0.27274624,0.5060241,0.16666667,0.0,23.5,6.8333335,0.30151647,21.0
upside_semivariance_24,0.017611358,0.00372837,0.08318916,35.333332,3.8586123,323.54752,42.447327,10.679465,168.71402,0.025105378,0.0061491947,0.10249798,20.5,0.0,0.5,0.26582557,0.4698795,0.16666667,0.0,17.0,7.3333335,0.28867397,22.0
ker_16,0.00603086,0.0012994983,0.027988702,29.666666,4.6785564,188.11597,11.3771105,2.8558197,45.324516,0.008445203,0.0017536739,0.040669743,53.0,0.0,0.5,0.028118864,0.91566265,0.0,0.71802086,57.0,1.1666666,0.28028208,23.0
vol_regime_z_G_VOL_1,0.014732932,0.0026925758,0.080613986,35.833332,2.114763,607.1734,32.060703,7.235519,142.06151,0.019454326,0.0040975213,0.092365794,22.0,0.0,0.5,0.20674165,0.60240966,0.0,0.27576905,30.5,5.5,0.2780988,24.0
dist_vwap_96_atr,0.014261774,0.0015354832,0.13246527,42.0,5.196152,339.48196,29.421373,2.71379,318.96988,0.020128077,0.0020179735,0.20076552,4.0,0.0,0.5,0.19707045,0.57831323,0.0,0.44108886,30.0,5.8333335,0.2750215,25.0
up_vol,0.0046609766,0.0015231638,0.014262882,17.5,3.4034297,89.982765,9.659784,3.5195339,26.512444,0.006958239,0.0024504869,0.01975815,60.0,0.0,0.5,0.0,0.8795181,0.0,1.0,58.0,1.6666666,0.26987952,26.0
vol_z_G_VOL_0,0.020268029,0.007695736,0.053379294,37.333332,8.096639,172.14278,48.691376,20.34971,116.50535,0.02721717,0.0111168055,0.06663554,33.5,0.0,0.5,0.32035762,0.084337346,0.33333334,0.2981338,14.0,12.666667,0.26218772,27.0
kf_atr_mean,0.010170462,0.0010302855,0.100397706,41.333332,7.909207,216.00705,19.419641,2.5244884,149.38571,0.015068455,0.002066929,0.10985299,13.0,0.0,0.5,0.11309026,0.7108434,0.0,0.36829752,47.5,4.0,0.25832537,28.0
rolling_range_20_G_VOL_0,0.015504934,0.0036366023,0.06610648,26.666666,6.497863,109.43769,41.980194,10.6475935,165.51503,0.023358373,0.0056646904,0.09631834,25.0,0.0,0.5,0.22258812,0.38554215,0.16666667,0.2823607,29.0,8.5,0.25792706,29.0
dir_path_risk_long_2h,0.015909718,0.0048429077,0.05226594,59.5,6.448514,549.00244,33.14806,11.985605,91.67613,0.021551935,0.0067939223,0.068367854,35.0,0.0,0.5,0.23089692,0.40963855,0.16666667,0.0,28.5,8.166667,0.25440297,30.0
ffd_range_24_06,0.015563934,0.002502981,0.09677902,34.666668,3.9440532,304.70627,35.323605,6.048536,206.29077,0.022212643,0.004010832,0.12301726,9.0,0.0,0.5,0.2237992,0.5180723,0.0,0.0,27.0,6.6666665,0.25260764,31.0
mkt_rv_ratio_G_VOL_0,0.013939379,0.0033030554,0.05882622,29.166666,4.775516,178.13664,32.179127,6.3900766,162.04753,0.019033095,0.003871727,0.09356514,27.0,0.0,0.5,0.19045281,0.40963855,0.16666667,0.34805295,36.5,8.166667,0.24956134,32.0
realized_volatility_24h_G_VOL_0,0.013797408,0.0026232854,0.072568715,31.0,4.7609525,201.85037,32.34008,7.2167253,144.92456,0.018959438,0.004350499,0.08262509,26.0,0.0,0.5,0.18753865,0.5180723,0.0,0.31389958,34.5,6.6666665,0.24835932,33.0
adx_7,0.007378995,0.0011623555,0.04684416,39.0,5.477226,277.69534,13.733108,2.098089,89.89049,0.01015396,0.0015923295,0.06474973,37.0,0.0,0.5,0.055791315,0.8674699,0.0,0.0,54.0,1.8333334,0.2475527,34.0
