,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
dir_path_short_2h,0.053543195,0.015758412,0.18192658,66.166664,13.752777,318.3377,714.43463,238.17896,2142.9973,0.33285612,0.10861876,1.0200189,1.0,0.6,0.5714286,1.0,0.9382716,1.0,0.0,2.0,0.8333333,0.9345679,1.0
vol_high,0.046950776,0.016143903,0.13654539,91.666664,16.254913,516.9377,562.6316,194.97792,1623.5391,0.3005003,0.09749151,0.9262389,5.0,0.6,0.5714286,0.8608561,0.7407407,1.0,0.0,2.0,3.5,0.8086561,2.0
bb_pos_24,0.03981693,0.009751105,0.16258547,67.166664,8.434387,534.87714,507.49576,125.42725,2053.397,0.24768847,0.05924218,1.0355725,3.0,0.6,0.71428573,0.7102845,0.8518519,1.0,0.0,3.5,2.0,0.75361943,3.0
dist_from_high_48h,0.03564241,0.007369191,0.17239091,61.0,7.3711147,504.80832,453.39862,125.34369,1640.0531,0.22385037,0.060323603,0.83066964,4.0,0.2,0.71428573,0.6221744,0.8148148,0.8333333,0.0,4.5,2.5,0.6708996,4.0
t_be_proxy,0.030539522,0.005334062,0.1748503,65.166664,5.8996234,719.82465,355.8039,71.036125,1782.1412,0.19442873,0.035266623,1.0719067,2.0,0.2,0.14285715,0.51446944,0.8271605,1.0,0.0,6.0,2.3333333,0.63974833,5.0
z_vwap_24,0.03170655,0.0075673796,0.1328472,64.0,4.830459,847.9526,389.65753,108.55765,1398.6393,0.20017686,0.049282547,0.8130825,7.0,1.0,0.5714286,0.5391015,0.75308645,1.0,0.0,7.5,3.3333333,0.6347774,6.0
reversion_target_distance,0.027711185,0.0056649945,0.1355535,44.0,6.027714,321.18314,356.07373,110.07257,1151.8629,0.16642164,0.04735768,0.5848294,8.0,0.2,0.5714286,0.4547727,0.75308645,0.6666667,0.0,9.5,3.3333333,0.5383966,7.0
dir_path_risk_long_2h,0.026574913,0.0059489445,0.11871451,51.833332,6.011563,446.9211,342.34262,65.37886,1792.6049,0.16177586,0.031826597,0.82231313,6.0,0.8,0.5714286,0.43078983,0.5925926,0.5,0.0,10.5,5.5,0.46008253,8.0
time_since_trough_12h,0.024962638,0.0078234235,0.0796497,45.666668,8.653836,240.98495,301.73187,106.388275,855.75323,0.15235776,0.05227919,0.44401768,17.5,0.6,1.0,0.39676008,0.4691358,0.6666667,0.0,11.0,7.1666665,0.435502,9.0
trend_slope_48h,0.023683354,0.00640204,0.08761289,45.5,9.251126,223.78357,304.73804,106.84447,869.1631,0.15125675,0.049116336,0.4658044,15.0,0.0,0.5714286,0.3697587,0.5185185,0.5,0.0,14.0,6.5,0.4079969,10.0
