,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
vp_in_hvn_above_zone,0.04580236,0.020300534,0.10333994,76.5,18.35529,318.8318,122.664665,60.095123,250.38004,0.08258549,0.03787106,0.18009432,9.0,1.0,1.0,1.0,0.6703297,0.6666667,0.0,2.0,5.0,0.8175825,1.0
vp_bin_vol_share,0.037356842,0.0081532365,0.17116314,67.0,11.986103,374.51706,91.818794,22.211609,379.56238,0.064907275,0.015117226,0.27868563,2.0,0.5,0.8333333,0.7802826,0.93406594,1.0,0.0,4.0,1.0,0.8126719,2.0
asym_ft,0.041589655,0.01424193,0.121451184,91.5,20.196947,414.5305,103.337685,40.365646,264.54868,0.07598976,0.028091038,0.20556177,5.0,1.0,0.33333334,0.8904029,0.62637365,0.8333333,0.0,3.0,5.6666665,0.77131504,3.0
vp_accept_hvn_touchrate,0.039087262,0.0126078585,0.121179506,60.0,7.852813,458.43448,98.10267,35.905323,268.04196,0.07125472,0.024223607,0.20959865,6.0,0.0,0.6666667,0.825301,0.74725276,0.8333333,0.0,4.5,3.8333333,0.7657288,4.0
vp_air_pocket_score,0.032318145,0.006918419,0.15096836,59.833332,8.782875,407.61456,80.783775,19.262188,338.79947,0.057269078,0.012421557,0.26403672,3.0,0.5,0.33333334,0.6491966,0.9010989,1.0,0.0,6.0,1.5,0.7323328,5.0
ema20_gt_ema50,0.027779715,0.006570038,0.11745938,70.166664,6.5680203,749.59595,62.032444,15.209132,253.00748,0.049906656,0.011536769,0.21589011,7.0,1.0,1.0,0.5311254,0.8131868,1.0,0.17502367,8.0,2.8333333,0.6541668,6.0
vp_accept_poc_touchrate,0.035895925,0.016820159,0.07660554,65.833336,22.296612,194.38055,88.02838,48.514854,159.72418,0.06297785,0.032780018,0.12099475,18.0,1.0,0.6666667,0.7422756,0.2857143,0.6666667,0.0,4.5,10.833333,0.57968014,7.0
dist_from_low_48h,0.022998273,0.003952518,0.13381864,45.833332,6.914156,303.82513,54.90928,10.36277,290.94818,0.04077943,0.0053997408,0.30797067,4.0,1.0,0.6666667,0.40673214,0.7582418,0.6666667,0.16217135,11.0,3.6666667,0.5213717,8.0
breakout_min,0.024850808,0.008031632,0.07689131,53.833332,6.5680203,441.2331,61.802814,20.766869,183.92702,0.044164516,0.014070925,0.1386195,15.0,0.5,0.6666667,0.4549274,0.62637365,0.6666667,0.0,10.0,5.6666665,0.5068035,9.0
tail_asymmetry_q90_q10_atr_norm_G_VOL_1,0.021930063,0.005004216,0.0961045,43.666668,6.5996633,288.92047,50.0513,13.083424,191.4738,0.0373275,0.009535498,0.14612158,12.0,0.0,0.6666667,0.37894174,0.6813187,0.6666667,0.0,11.0,4.8333335,0.47874767,10.0
gap_pct,0.021965709,0.00409894,0.117711484,43.166668,6.202598,300.41623,55.435318,12.926863,237.72778,0.03806111,0.008505226,0.17032446,8.0,0.0,0.16666667,0.37986907,0.6813187,0.5,0.0,12.5,4.8333335,0.45425767,11.0
dist_vwap_12_atr,0.020919912,0.005694828,0.076849155,45.166668,7.4479675,273.90396,54.62758,15.108711,197.51337,0.037816726,0.010328811,0.13845782,16.0,0.0,0.6666667,0.35266176,0.4945055,0.33333334,0.0,13.0,7.6666665,0.36759037,12.0
vp_dist_hvn_above_atr,0.020290159,0.0060813758,0.067696944,37.166668,6.817054,202.63315,54.191784,20.460405,143.5333,0.036539365,0.013313792,0.10028136,19.0,0.0,0.6666667,0.3362782,0.45054945,0.33333334,0.3960852,18.0,8.333333,0.36739466,13.0
dir_path_long_2h,0.0176092,0.0033591771,0.09230948,42.5,6.344289,284.7049,40.811348,7.8616734,211.85896,0.03082639,0.006172848,0.15394294,13.0,0.5,0.6666667,0.26653075,0.6593407,0.16666667,0.5509526,21.5,5.1666665,0.36397472,14.0
ffd_amihud_04,0.02011395,0.0059366175,0.0681484,43.0,6.6332498,278.74722,49.61831,13.362027,184.25174,0.036288314,0.009730807,0.13532707,17.0,0.5,0.6666667,0.331694,0.50549453,0.33333334,0.0,14.0,7.5,0.35880536,15.0
vp_in_lvn_above_zone,0.019521367,0.0038827593,0.09814767,65.5,8.180261,524.46375,41.185528,8.31811,203.92223,0.034998234,0.0064565954,0.18970934,10.0,0.0,0.6666667,0.3162774,0.52747256,0.33333334,0.0,16.5,7.1666665,0.35582072,16.0
dir_path_edge_2h,0.016753377,0.0030405794,0.09230992,37.0,4.9665546,275.6438,40.080723,6.539348,245.66121,0.027856592,0.004792301,0.16192423,11.0,0.5,0.6666667,0.24426581,0.64835167,0.16666667,0.1839917,22.0,5.3333335,0.3306337,17.0
ffd_range_24_05,0.016710443,0.0011159645,0.2502221,42.5,5.2519836,343.91766,37.503174,4.7157087,298.25595,0.030238146,0.0031545241,0.2898521,1.0,0.0,0.6666667,0.24314885,0.7802198,0.0,0.0,22.5,3.3333333,0.32878682,18.0
clv_collapse,0.019935133,0.006914618,0.057473823,66.333336,12.578642,349.80814,43.70184,15.750691,121.25505,0.035882168,0.012005599,0.10724411,26.0,0.0,0.0,0.32704192,0.43956044,0.16666667,0.0,14.5,8.5,0.3147632,19.0
rng_z,0.019406436,0.00849083,0.044354886,50.166668,12.361454,203.5921,43.43931,19.711977,95.72725,0.034457393,0.014552669,0.081587225,38.0,0.0,0.6666667,0.3132874,0.0,0.5,0.16541363,14.0,15.166667,0.25557876,20.0
trapped_longs_12,0.012191494,0.003143907,0.047276374,32.5,7.0415435,150.00262,28.94472,8.763906,95.59628,0.02068617,0.005096873,0.0839569,35.5,0.0,0.6666667,0.1255845,0.5714286,0.0,0.8153591,39.5,6.5,0.2526966,21.0
atr_slope,0.018352473,0.007319395,0.046016548,46.166668,9.4413395,225.74776,45.380474,20.198503,101.95742,0.033813138,0.0138438875,0.08258722,37.0,0.0,0.6666667,0.28586766,0.14285715,0.33333334,0.1633293,19.0,13.0,0.25110796,22.0
ffd_ema_spread_06,0.015648065,0.00419617,0.058353677,38.166668,8.234413,176.90326,37.402653,9.783633,142.98967,0.027405083,0.0067364364,0.11148901,23.0,0.0,0.6666667,0.21551016,0.47252747,0.0,0.17527026,25.5,8.0,0.24542597,23.0
dist_stack,0.012452203,0.0030614887,0.0506477,31.333334,2.9814239,329.29828,29.89289,7.956101,112.31444,0.021741746,0.0049536265,0.09542575,30.0,0.0,0.6666667,0.13236706,0.5824176,0.0,0.5264276,37.0,6.3333335,0.24472767,24.0
