regime_families_combo,count
trend|volatility,7863
volatility,616
trend|volatility|volatility_term_structure,502
trend,103
volatility|volatility_term_structure,60
trend|volatility_term_structure,34
compression|trend|volatility,16
,6
compression|volatility,5
volatility_term_structure,3
compression|volatility|volatility_term_structure,3
compression|trend|volatility|volatility_term_structure,2
