fold_id,seed,feature_name,group,regime_family,gain,split
0,42,loc_dist_ema20_atr_ts_top20,location,,0.0167121,1.0
0,42,reg_atr_change_rate_ts_top30,regime,volatility,0.0845944,1.0
0,42,loc_dist_ema20_atr_ts_top30,location,,0.00178423,1.0
0,42,reg_atr_change_rate_ts_top40,regime,volatility,27.875109,2.0
0,42,reg_atr_change_rate_ts_top50,regime,volatility,28.65562,2.0
0,42,reg_atr_change_rate_ts_top60,regime,volatility,0.169945,1.0
0,42,loc_dist_ema20_atr_ts_top60,location,,0.337088,1.0
0,42,reg_atr_change_rate_ts_top70,regime,volatility,0.175812,1.0
0,42,loc_dist_ema20_atr_ts_bot70,location,,0.0148169,1.0
0,42,reg_atr_change_rate_ts_bot80,regime,volatility,1.70288,1.0
0,42,loc_dist_ema20_atr_ts_bot80,location,,1.96735,1.0
0,42,reg_atr_change_rate_ts_band20_80,regime,volatility,0.0655473,1.0
0,42,reg_atr_change_rate_ts_band25_75,regime,volatility,0.344646,3.0
1,42,loc_dist_ema20_atr_ts_top20,location,,0.657827,1.0
1,42,reg_atr_change_rate_ts_top30,regime,volatility,0.0433074,1.0
1,42,loc_dist_ema20_atr_ts_top30,location,,0.0553696,1.0
1,42,reg_atr_change_rate_ts_top40,regime,volatility,22.050508,2.0
1,42,reg_atr_change_rate_ts_top50,regime,volatility,22.49421,2.0
1,42,reg_atr_change_rate_ts_top60,regime,volatility,0.268597,1.0
1,42,loc_dist_ema20_atr_ts_top60,location,,0.0143038,1.0
1,42,reg_atr_change_rate_ts_top70,regime,volatility,0.0128635,1.0
1,42,loc_dist_ema20_atr_ts_bot70,location,,0.0208566,1.0
1,42,reg_atr_change_rate_ts_bot80,regime,volatility,3.10957,1.0
1,42,loc_dist_ema20_atr_ts_bot80,location,,2.88967,1.0
1,42,reg_atr_change_rate_ts_band20_80,regime,volatility,0.118181,1.0
1,42,reg_atr_change_rate_ts_band25_75,regime,volatility,4.377932,4.0
2,42,reg_atr_change_rate_ts_top20,regime,volatility,46.61644,86.0
2,42,loc_dist_ema20_atr_ts_top20,location,,11.500751,29.0
2,42,reg_atr_change_rate_ts_top30,regime,volatility,28.304712,82.0
2,42,loc_dist_ema20_atr_ts_top30,location,,4.5733833,38.0
2,42,reg_atr_change_rate_ts_bot30,regime,volatility,0.36057147,7.0
2,42,loc_dist_ema20_atr_ts_bot30,location,,0.23927332,4.0
2,42,reg_atr_change_rate_ts_top40,regime,volatility,86.335,101.0
2,42,loc_dist_ema20_atr_ts_top40,location,,4.2254834,22.0
2,42,reg_atr_change_rate_ts_bot40,regime,volatility,11.524682,5.0
2,42,loc_dist_ema20_atr_ts_bot40,location,,1.580422,2.0
2,42,reg_atr_change_rate_ts_top50,regime,volatility,48.341484,81.0
2,42,loc_dist_ema20_atr_ts_top50,location,,6.4253964,30.0
2,42,reg_atr_change_rate_ts_bot50,regime,volatility,17.430134,11.0
2,42,loc_dist_ema20_atr_ts_bot50,location,,0.065762684,2.0
2,42,reg_atr_change_rate_ts_top60,regime,volatility,30.4169,88.0
2,42,loc_dist_ema20_atr_ts_top60,location,,7.207076,30.0
2,42,reg_atr_change_rate_ts_bot60,regime,volatility,0.97104824,7.0
2,42,loc_dist_ema20_atr_ts_bot60,location,,0.0380738,1.0
2,42,reg_atr_change_rate_ts_top70,regime,volatility,12.075216,77.0
2,42,loc_dist_ema20_atr_ts_top70,location,,2.9125724,30.0
2,42,reg_atr_change_rate_ts_bot70,regime,volatility,1.0406348,6.0
2,42,loc_dist_ema20_atr_ts_bot70,location,,0.175328,1.0
2,42,reg_atr_change_rate_ts_bot80,regime,volatility,7.441463,74.0
2,42,loc_dist_ema20_atr_ts_bot80,location,,1.990239,27.0
2,42,reg_atr_change_rate_ts_band20_80,regime,volatility,2.508182,26.0
2,42,loc_dist_ema20_atr_ts_band20_80,location,,1.5879135,12.0
2,42,reg_atr_change_rate_ts_band25_75,regime,volatility,20.785767,181.0
2,42,loc_dist_ema20_atr_ts_band25_75,location,,2.9516983,33.0
2,42,reg_atr_change_rate_ts_band30_70,regime,volatility,2.0969791,14.0
2,42,loc_dist_ema20_atr_ts_band30_70,location,,0.60580677,9.0
2,42,reg_atr_compression_ratio_ts_top30,regime,volatility_term_structure,0.0612001,1.0
2,42,reg_atr_compression_ratio_ts_top50,regime,volatility_term_structure,12.591975,3.0
2,42,loc_dist_ema50_atr_ts_top50,location,,0.243093,1.0
2,42,reg_atr_compression_ratio_ts_band20_80,regime,volatility_term_structure,0.0264419,1.0
2,42,reg_atr_compression_ratio_ts_band25_75,regime,volatility_term_structure,0.6368326,5.0
2,42,loc_dist_ema50_atr_ts_band25_75,location,,0.1939015,8.0
2,42,reg_atr_percentile_ts_bot80,regime,compression,0.0322992,1.0
2,42,reg_atr_percentile_ts_band25_75,regime,compression,0.031039711,4.0
2,42,loc_dist_ema200_atr_ts_band25_75,location,,0.03093702,2.0
