strategy_id,reject_adverse_entry_threshold_bps,kept_rows,rejected_rows,rejected_fraction,net_hit_rate,gross_hit_rate,mean_net_return,mean_gross_return,mean_entry_adverse_bps,mean_entry_favorable_bps,mean_delay_max_adverse_bps
__global__,50.0,27457,0,0.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.029845766664089966,,,0.1442992180939379
__global__,100.0,27457,0,0.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.029845766664089966,,,0.1442992180939379
__global__,150.0,27457,0,0.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.029845766664089966,,,0.1442992180939379
long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,50.0,4772,0,0.0,0.6299245599329422,0.6663872590108969,0.02500391083316603,0.03190225648425503,,,0.12294505212768352
long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,100.0,4772,0,0.0,0.6299245599329422,0.6663872590108969,0.02500391083316603,0.03190225648425503,,,0.12294505212768352
long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,150.0,4772,0,0.0,0.6299245599329422,0.6663872590108969,0.02500391083316603,0.03190225648425503,,,0.12294505212768352
long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,50.0,3504,0,0.0,0.5844748858447488,0.620148401826484,0.022776422233463593,0.029672538145279276,,,0.01737955711583864
long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,100.0,3504,0,0.0,0.5844748858447488,0.620148401826484,0.022776422233463593,0.029672538145279276,,,0.01737955711583864
long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,150.0,3504,0,0.0,0.5844748858447488,0.620148401826484,0.022776422233463593,0.029672538145279276,,,0.01737955711583864
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,50.0,6356,0,0.0,0.5456261799874135,0.5838577721837633,0.019995669189708843,0.02688900157314561,,,0.04557961828867246
