group,strategy_id,rank_col,selection_type,band_lo,band_hi,row_count,rank_min,rank_max,net_hit_rate,gross_hit_rate,mean_net_return,median_net_return,p10_net_return,p90_net_return,mean_gross_return,median_gross_return,mean_entry_adverse_bps,mean_expected_spread_bps,mean_expected_half_spread_bps,mean_spread_cost_bps,mean_entry_slippage_proxy_bps,mean_slippage_bps,mean_orderbook_slippage_bps,mean_fees_bps,mean_expected_friction_bps,mean_entry_delay_minutes,mean_entry_delay_target_minutes,mean_entry_delay_actual_minutes,mean_entry_delay_fallback_minutes,mean_delay_entry_ref_gap_bps,mean_delay_max_adverse_bps,mean_delay_max_favorable_bps,entry_execution_source_counts
global,__global__,auction_rank_score,cumulative_at_or_above,0.0,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.05,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.1,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.15,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.2,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.25,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.3,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.35,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.4,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.45,1.0,27457,0.8,1.0,0.5931820665039881,0.6292384455694359,0.02294947751056878,0.01000314325461331,-0.013699950699303983,0.07700236442697538,0.029845766664089966,0.01688647338480469,,97.32886619027212,48.66443309513606,48.66443309513606,0.009498388499792744,0.008971526654537095,0.008971526654537095,20.298458440075844,68.97186306186646,5.0,5.0,5.014961054985733,0.014961054985733014,,0.1442992180939379,0.29170606871682103,"{'delayed_1m_intraminute_proxy': 25934, 'theoretical_15m_open': 1523}"
