feature_name,status,reason,support,group,regime_family
dist_ema20_atr,retained,retained,467640,location,
dist_ema50_atr,retained,retained,467640,location,
dist_ema200_atr,retained,retained,467640,location,
dist_vwap_atr,retained,retained,467640,location,
dist_weekly_vwap,retained,retained,467640,location,
dist_prior_day_high,retained,retained,467640,location,
dist_prior_day_low,retained,retained,467640,location,
dist_rolling_7d_high,retained,retained,467640,location,
dist_local_swing,retained,retained,467640,location,
dist_range_mid_atr,retained,retained,467640,location,
dist_ma100_atr,retained,retained,467640,location,
distance_to_ema,retained,retained,467640,location,
pullback_depth,retained,retained,467640,location,
zscore_price_50,retained,retained,467640,location,
zscore_price_200,retained,retained,467640,location,
loc_ema_stack_pos_24,retained,retained,467640,location,
loc_ema_stack_pos_48,retained,retained,467640,location,
loc_vwap_dev_z_24,retained,retained,467640,location,
loc_vwap_dev_z_48,retained,retained,467640,location,
loc_range_pos_24,retained,retained,467640,location,
loc_range_pos_48,retained,retained,467640,location,
loc_prior_bar_pos_24,retained,retained,467640,location,
loc_prior_bar_pos_48,retained,retained,467640,location,
loc_swing_range_pos_24,retained,retained,467640,location,
loc_swing_range_pos_48,retained,retained,467640,location,
loc_session_pos_24,retained,retained,467640,location,
loc_session_pos_48,retained,retained,467640,location,
loc_initial_balance_pos_24,retained,retained,467640,location,
loc_initial_balance_pos_48,retained,retained,467640,location,
loc_prev_day_range_pos_24,retained,retained,467640,location,
loc_prev_day_range_pos_48,retained,retained,467640,location,
loc_prev_week_range_pos_24,retained,retained,467640,location,
loc_prev_week_range_pos_48,retained,retained,467640,location,
loc_bb_channel_pos_24,retained,retained,467640,location,
loc_bb_channel_pos_48,retained,retained,467640,location,
loc_pullback_depth_24,retained,retained,467640,location,
loc_pullback_depth_48,retained,retained,467640,location,
loc_pivot_ladder_pos_24,retained,retained,467640,location,
loc_pivot_ladder_pos_48,retained,retained,467640,location,
bars_since_ema20_ema50_cross_log_norm,retained,retained,467640,regime,trend
bars_in_high_vol_state_log_norm,retained,retained,467640,location,
bars_outside_ema20_atr_band_log_norm,retained,retained,467640,regime,volatility
up_down_semivol_ratio_tanh,retained,retained,467640,regime,path_structure
up_down_return_mass_ratio_tanh,retained,retained,467640,regime,path_structure
tail_asymmetry_q90_q10_atr_norm,retained,retained,467640,regime,path_structure
amihud_illiq,retained,retained,467640,regime,liquidity
amihud_z,retained,retained,467640,regime,liquidity
atr_compression_ratio,retained,retained,467640,regime,volatility_term_structure
atr_percentile,retained,retained,467640,regime,compression
bars_outside_ema20_atr_band_log_norm,dropped,duplicate_of_bars_outside_ema20_atr_band_log_norm,467640,regime,volatility
bars_since_ema20_ema50_cross_log_norm,dropped,duplicate_of_bars_since_ema20_ema50_cross_log_norm,467640,regime,trend
bollinger_band_width,retained,retained,467640,regime,compression
choppiness_index_20,retained,retained,467640,regime,path_structure
coherence_24,retained,retained,467640,regime,path_structure
compression_ratio,retained,retained,467640,regime,volatility_term_structure
compression_score,retained,retained,467640,regime,volatility_term_structure
direction_entropy_20,retained,retained,467640,regime,path_structure
dist_ema_fast,retained,retained,467640,regime,trend
efficiency_ratio_20,retained,retained,467640,regime,path_structure
ema20_slope_5h,retained,retained,467640,regime,trend
ema50_slope,retained,retained,467640,regime,trend
ema_slope_norm,retained,retained,467640,regime,trend
path_efficiency_24,retained,retained,467640,regime,path_structure
prior_range,retained,retained,467640,regime,context
prior_volatility,retained,retained,467640,regime,context
range_24h_pct,retained,retained,467640,regime,compression
range_expansion_ratio,retained,retained,467640,regime,volatility_term_structure
realized_volatility_24h,retained,retained,467640,regime,volatility
return_autocorr_48,retained,retained,467640,regime,momentum
rolling_range_20,retained,retained,467640,regime,compression
rv_24h,retained,retained,467640,regime,volatility
spectral_entropy_ret_24,retained,retained,467640,regime,path_structure
tail_asymmetry_q90_q10_atr_norm,dropped,duplicate_of_tail_asymmetry_q90_q10_atr_norm,467640,regime,path_structure
trend_acceleration,retained,retained,467640,regime,trend
true_range_percentile,retained,retained,467640,regime,volatility
up_down_return_mass_ratio_tanh,dropped,duplicate_of_up_down_return_mass_ratio_tanh,467640,regime,path_structure
up_down_semivol_ratio_tanh,dropped,duplicate_of_up_down_semivol_ratio_tanh,467640,regime,path_structure
variance_ratio_10_48,retained,retained,467640,regime,volatility
volatility_ratio_short_long,retained,retained,467640,regime,volatility
volume_autocorr_48,retained,retained,467640,regime,liquidity
volume_entropy_24,retained,retained,467640,regime,liquidity
volume_percentile,retained,retained,467640,regime,liquidity
volume_trend_48,retained,retained,467640,regime,liquidity
volume_zscore_48h,retained,retained,467640,regime,liquidity
xasset_mkt_ob_stress_z_24h,dropped,near_constant_continuous,467640,regime,cross_asset_orderbook
