fold_id,seed,regime_family,gain,split
0,42,compression,533.30554,236.0
0,42,context,219.73834,104.0
0,42,liquidity,412.26785,275.0
0,42,momentum,124.6324,75.0
0,42,path_structure,843.7852,374.0
0,42,trend,310.1876,152.0
0,42,volatility,519.16394,258.0
0,42,volatility_term_structure,338.1501,173.0
1,42,compression,231.81413,72.0
1,42,context,73.01805,28.0
1,42,liquidity,111.88152,59.0
1,42,momentum,17.02886,8.0
1,42,path_structure,286.8704,105.0
1,42,trend,154.55905,46.0
1,42,volatility,205.16815,74.0
1,42,volatility_term_structure,139.52242,58.0
2,42,compression,458.24838,207.0
2,42,context,148.72441,97.0
2,42,liquidity,346.5099,249.0
2,42,momentum,100.97668,60.0
2,42,path_structure,725.2128,378.0
2,42,trend,276.47684,166.0
2,42,volatility,346.08905,232.0
2,42,volatility_term_structure,326.34296,194.0
3,42,compression,514.3218,219.0
3,42,context,167.30386,82.0
3,42,liquidity,275.96786,219.0
3,42,momentum,173.41396,74.0
3,42,path_structure,736.43524,367.0
3,42,trend,331.1996,157.0
3,42,volatility,305.37573,200.0
3,42,volatility_term_structure,256.3703,158.0
