fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,141,,6,64,40,quantile,0.09999999999999998,quantile,quantile,target_vame,3,1259,210.76901,True,healthy
1,42,93,,6,64,50,quantile,0.09999999999999998,quantile,quantile,target_vame,3,816,268.79355,True,healthy
2,42,5,,6,64,50,quantile,0.09999999999999998,quantile,quantile,target_vame,3,43,87.47832,True,healthy
