feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,context,90,79,0,True,True,False
loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,context,26,15,0,True,True,False
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,context,96,16,0,True,True,False
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,context,56,8,0,True,True,False
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,context,64,7,0,True,True,False
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,context,45,4,0,True,True,False
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,context,60,7,0,True,True,False
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,context,61,7,0,True,True,False
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,context,62,6,0,True,True,False
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,context,40,2,0,True,True,False
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,context,44,5,0,True,True,False
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,context,45,6,0,True,True,False
loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,context,30,13,0,True,True,False
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,context,39,13,0,True,True,False
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,context,60,56,0,True,True,False
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,context,182,29,0,True,True,False
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,context,47,3,0,True,True,False
loc_dist_ema20_atr_ts_band40_60,location,dist_ema20_atr,context,38,4,0,True,True,False
