scope,strategy_short,n,trades_per_day,gross_hit_rate,net_hit_rate,same_exit_price_gap_gross_hit_rate,same_exit_price_gap_net_hit_rate,gross_bps_mean,gross_bps_median,net_bps_mean,net_bps_median,same_exit_price_gap_gross_bps_mean,same_exit_price_gap_net_bps_mean,same_exit_price_gap_bps_mean,same_exit_price_gap_bps_median,friction_drag_bps_mean,fees_bps_mean,slippage_bps_mean,orderbook_slippage_bps_mean,entry_gap_bps_mean,entry_gap_bps_p90,entry_slippage_proxy_bps_mean,expected_friction_bps_mean,delayed_1m_fill_rate,extra_cost_bps,cost_label
passes_current_deployment_rank:extra_spread_0bps,global,16707,139.7588009759498,0.669838989645059,0.6506853414736338,0.3705033818160053,0.3529658227090441,229.68823157252092,134.93299300079983,209.45854227983358,114.79805727828565,1.8197899546353173,-18.409899338052032,227.8684416178856,7.632783294297951e-13,20.229689292687343,20.229689292687343,0.0,0.0,0.5996465502948223,0.0,0.23442768391649027,20.229689292687343,0.9141677141318011,0.0,extra_spread
passes_current_deployment_rank:extra_spread_0bps,long_dist,4798,42.31973539140022,0.5441850771154648,0.5054189245518966,0.5441850771154648,0.5064610254272613,276.9801006364694,26.60512887306785,256.70311941124004,6.578522749510737,276.80732538595254,256.53034416072325,0.17277525051685866,0.0,20.27698122522926,20.27698122522926,0.0,0.0,-0.16108181625015516,0.0,0.023684670385905264,20.27698122522926,1.0,0.0,extra_spread
passes_current_deployment_rank:extra_spread_0bps,long_loc,2175,19.13489736070381,0.5517241379310345,0.5508045977011494,0.5540229885057472,0.5526436781609195,279.4978935231276,100.49939388488981,259.2183946167182,80.39889877745215,280.7964723290016,260.5169734225921,-1.2985788058739676,0.0,20.279498906409444,20.279498906409444,0.0,0.0,1.3184200650467164,0.0,0.04878911506180012,20.279498906409444,0.8997701149425288,0.0,extra_spread
passes_current_deployment_rank:extra_spread_0bps,short_dist,3626,31.923697725605283,0.7247655819084391,0.7134583563154991,0.277992277992278,0.2644787644787645,229.88792562962072,172.94615864562823,209.65803673723147,152.77321694548755,-229.42621003479726,-249.65609892718652,459.314135664418,349.53219060533985,20.229888892389216,20.229888892389216,0.0,0.0,-0.6309653460683906,-0.0,0.30717535711825783,20.229888892389216,0.7600661886376172,0.0,extra_spread
passes_current_deployment_rank:extra_spread_0bps,short_loc,6108,51.095155106308816,0.7779960707269156,0.7630975769482645,0.22364112639161754,0.21381794368041912,174.68389411960052,145.6317273918292,154.5092091410423,125.48609476069396,-176.25265326769994,-196.42733824625816,350.93654738730044,294.5721093039886,20.174684978558222,20.174684978558222,0.0,0.0,1.5775884664160231,3.0853078258720394,0.4381671963816593,20.174684978558222,0.9433529796987558,0.0,extra_spread
passes_current_deployment_rank:extra_spread_5bps,global,16707,139.7588009759498,0.669838989645059,0.6464954809361345,0.3705033818160053,0.3529658227090441,229.68823157252092,134.93299300079983,204.45854227983358,109.79805727828565,1.8197899546353173,-18.409899338052032,227.8684416178856,7.632783294297951e-13,20.229689292687343,20.229689292687343,0.0,0.0,0.5996465502948223,0.0,0.23442768391649027,20.229689292687343,0.9141677141318011,5.0,extra_spread
passes_current_deployment_rank:extra_spread_5bps,long_dist,4798,42.31973539140022,0.5441850771154648,0.5012505210504377,0.5441850771154648,0.5064610254272613,276.9801006364694,26.60512887306785,251.7031194112401,1.5785227495107361,276.80732538595254,256.53034416072325,0.17277525051685866,0.0,20.27698122522926,20.27698122522926,0.0,0.0,-0.16108181625015516,0.0,0.023684670385905264,20.27698122522926,1.0,5.0,extra_spread
passes_current_deployment_rank:extra_spread_5bps,long_loc,2175,19.13489736070381,0.5517241379310345,0.5494252873563218,0.5540229885057472,0.5526436781609195,279.4978935231276,100.49939388488981,254.2183946167181,75.39889877745215,280.7964723290016,260.5169734225921,-1.2985788058739676,0.0,20.279498906409444,20.279498906409444,0.0,0.0,1.3184200650467164,0.0,0.04878911506180012,20.279498906409444,0.8997701149425288,5.0,extra_spread
passes_current_deployment_rank:extra_spread_5bps,short_dist,3626,31.923697725605283,0.7247655819084391,0.709873138444567,0.277992277992278,0.2644787644787645,229.88792562962072,172.94615864562823,204.65803673723144,147.77321694548755,-229.42621003479726,-249.65609892718652,459.314135664418,349.53219060533985,20.229888892389216,20.229888892389216,0.0,0.0,-0.6309653460683906,-0.0,0.30717535711825783,20.229888892389216,0.7600661886376172,5.0,extra_spread
passes_current_deployment_rank:extra_spread_5bps,short_loc,6108,51.095155106308816,0.7779960707269156,0.7575311067452521,0.22364112639161754,0.21381794368041912,174.68389411960052,145.6317273918292,149.50920914104228,120.48609476069396,-176.25265326769994,-196.42733824625816,350.93654738730044,294.5721093039886,20.174684978558222,20.174684978558222,0.0,0.0,1.5775884664160231,3.0853078258720394,0.4381671963816593,20.174684978558222,0.9433529796987558,5.0,extra_spread
passes_current_deployment_rank:extra_spread_10bps,global,16707,139.7588009759498,0.669838989645059,0.6420661997964925,0.3705033818160053,0.3529658227090441,229.68823157252092,134.93299300079983,199.45854227983358,104.79805727828567,1.8197899546353173,-18.409899338052032,227.8684416178856,7.632783294297951e-13,20.229689292687343,20.229689292687343,0.0,0.0,0.5996465502948223,0.0,0.23442768391649027,20.229689292687343,0.9141677141318011,10.0,extra_spread
passes_current_deployment_rank:extra_spread_10bps,long_dist,4798,42.31973539140022,0.5441850771154648,0.4968736973739058,0.5441850771154648,0.5064610254272613,276.9801006364694,26.60512887306785,246.7031194112401,-3.421477250489264,276.80732538595254,256.53034416072325,0.17277525051685866,0.0,20.27698122522926,20.27698122522926,0.0,0.0,-0.16108181625015516,0.0,0.023684670385905264,20.27698122522926,1.0,10.0,extra_spread
passes_current_deployment_rank:extra_spread_10bps,long_loc,2175,19.13489736070381,0.5517241379310345,0.5452873563218391,0.5540229885057472,0.5526436781609195,279.4978935231276,100.49939388488981,249.21839461671814,70.39889877745215,280.7964723290016,260.5169734225921,-1.2985788058739676,0.0,20.279498906409444,20.279498906409444,0.0,0.0,1.3184200650467164,0.0,0.04878911506180012,20.279498906409444,0.8997701149425288,10.0,extra_spread
passes_current_deployment_rank:extra_spread_10bps,short_dist,3626,31.923697725605283,0.7247655819084391,0.7062879205736349,0.277992277992278,0.2644787644787645,229.88792562962072,172.94615864562823,199.6580367372315,142.77321694548755,-229.42621003479726,-249.65609892718652,459.314135664418,349.53219060533985,20.229888892389216,20.229888892389216,0.0,0.0,-0.6309653460683906,-0.0,0.30717535711825783,20.229888892389216,0.7600661886376172,10.0,extra_spread
passes_current_deployment_rank:extra_spread_10bps,short_loc,6108,51.095155106308816,0.7779960707269156,0.7524557956777996,0.22364112639161754,0.21381794368041912,174.68389411960052,145.6317273918292,144.50920914104228,115.48609476069396,-176.25265326769994,-196.42733824625816,350.93654738730044,294.5721093039886,20.174684978558222,20.174684978558222,0.0,0.0,1.5775884664160231,3.0853078258720394,0.4381671963816593,20.174684978558222,0.9433529796987558,10.0,extra_spread
passes_current_deployment_rank:extra_spread_20bps,global,16707,139.7588009759498,0.669838989645059,0.6335667684204226,0.3705033818160053,0.3529658227090441,229.68823157252092,134.93299300079983,189.45854227983355,94.79805727828565,1.8197899546353173,-18.409899338052032,227.8684416178856,7.632783294297951e-13,20.229689292687343,20.229689292687343,0.0,0.0,0.5996465502948223,0.0,0.23442768391649027,20.229689292687343,0.9141677141318011,20.0,extra_spread
passes_current_deployment_rank:extra_spread_20bps,long_dist,4798,42.31973539140022,0.5441850771154648,0.4910379324718633,0.5441850771154648,0.5064610254272613,276.9801006364694,26.60512887306785,236.70311941124012,-13.421477250489264,276.80732538595254,256.53034416072325,0.17277525051685866,0.0,20.27698122522926,20.27698122522926,0.0,0.0,-0.16108181625015516,0.0,0.023684670385905264,20.27698122522926,1.0,20.0,extra_spread
passes_current_deployment_rank:extra_spread_20bps,long_loc,2175,19.13489736070381,0.5517241379310345,0.5402298850574713,0.5540229885057472,0.5526436781609195,279.4978935231276,100.49939388488981,239.21839461671814,60.398898777452146,280.7964723290016,260.5169734225921,-1.2985788058739676,0.0,20.279498906409444,20.279498906409444,0.0,0.0,1.3184200650467164,0.0,0.04878911506180012,20.279498906409444,0.8997701149425288,20.0,extra_spread
passes_current_deployment_rank:extra_spread_20bps,short_dist,3626,31.923697725605283,0.7247655819084391,0.6982901268615554,0.277992277992278,0.2644787644787645,229.88792562962072,172.94615864562823,189.65803673723147,132.77321694548755,-229.42621003479726,-249.65609892718652,459.314135664418,349.53219060533985,20.229888892389216,20.229888892389216,0.0,0.0,-0.6309653460683906,-0.0,0.30717535711825783,20.229888892389216,0.7600661886376172,20.0,extra_spread
passes_current_deployment_rank:extra_spread_20bps,short_loc,6108,51.095155106308816,0.7779960707269156,0.7403405370006548,0.22364112639161754,0.21381794368041912,174.68389411960052,145.6317273918292,134.50920914104228,105.48609476069396,-176.25265326769994,-196.42733824625816,350.93654738730044,294.5721093039886,20.174684978558222,20.174684978558222,0.0,0.0,1.5775884664160231,3.0853078258720394,0.4381671963816593,20.174684978558222,0.9433529796987558,20.0,extra_spread
