regime_families_combo,count
trend|volatility,5098
volatility,463
trend|volatility|volatility_term_structure,262
trend,63
volatility|volatility_term_structure,32
compression|trend|volatility,18
trend|volatility_term_structure,12
compression|volatility,6
,1
