,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
adx_14_slope,0.0988747,0.018081622,0.5406709,94.666664,8.919392,1004.7521,544.52234,136.65942,2169.661,0.27350998,0.06939914,1.0779343,1.0,1.0,0.075997844,1.0,1.0,1.0,0.0,1.0,0.0,0.95000005,1.0
tail_asymmetry_q90_q10_atr_norm,0.040937413,0.012505692,0.1340087,58.166668,12.293856,275.2075,201.98058,77.47669,526.5603,0.10688772,0.039119206,0.29205564,7.0,0.15464194,0.85444546,0.35075647,0.67142856,0.6666667,0.0,5.0,3.8333333,0.46077323,2.0
dir_path_risk_long_2h,0.04071938,0.012152612,0.13643716,60.833332,12.941106,285.96432,199.00671,62.986305,628.76636,0.0986275,0.029071989,0.33459646,5.0,0.0,0.78242004,0.34831318,0.62857145,0.6666667,0.0,5.0,4.3333335,0.44871515,3.0
regime_stability_24h,0.040541053,0.0151999295,0.108130574,58.5,13.250786,258.2677,200.6684,88.0154,457.5086,0.10694715,0.043334328,0.2639407,10.0,0.0,0.78242004,0.34631485,0.47142857,0.6666667,0.115879424,3.5,6.1666665,0.41412428,4.0
dir_path_long_2h,0.03211184,0.0077321446,0.13336147,49.333332,6.4721627,376.0378,164.66257,40.745594,665.44037,0.083672866,0.018757407,0.37324715,6.0,0.02744674,0.80895007,0.25185734,0.6142857,0.6666667,0.117169976,7.5,4.5,0.3979515,5.0
liq_regime,0.030787738,0.009600678,0.09873103,38.333332,6.674995,220.14166,139.50594,40.517567,480.3325,0.07041975,0.020317934,0.24406722,13.0,0.13923526,0.70262057,0.23701951,0.42857143,0.6666667,0.14989924,8.0,6.6666665,0.34499857,6.0
spike_score,0.03219452,0.009548832,0.10854597,47.833332,9.0261965,253.48747,155.40456,54.071926,446.63797,0.07892751,0.0241467,0.2579877,11.0,0.42243746,0.8948073,0.25278386,0.5714286,0.33333334,0.0,13.5,5.0,0.3318883,7.0
ts_12,0.02437541,0.002934985,0.20244077,35.0,4.690416,261.17087,118.002205,22.728554,612.64435,0.061544623,0.01044533,0.36262527,4.0,0.5228186,1.0,0.16516316,0.7714286,0.0,0.49668276,16.0,2.6666667,0.30853102,8.0
asset_atr_level,0.0315857,0.010091381,0.09886224,63.666668,11.799247,343.53418,160.198,52.67726,487.1817,0.08390684,0.026174147,0.26898134,12.0,0.14836884,0.7041306,0.24596146,0.47142857,0.33333334,0.0,9.5,6.1666665,0.30313596,9.0
hh_count_12,0.028991591,0.008035883,0.104594894,43.5,9.742518,194.22595,137.15845,38.13098,493.3637,0.068618014,0.018109888,0.25999233,8.0,0.0,0.5252511,0.21689194,0.5,0.33333334,0.11389724,10.5,5.8333335,0.29998544,10.0
ffd_amihud_04,0.020255104,0.0020461956,0.20050344,35.0,3.1091263,394.00134,95.56338,11.818145,772.7405,0.04937508,0.005278041,0.46189457,3.0,0.009290786,0.5375529,0.11899112,0.85714287,0.0,0.28589767,22.0,1.6666666,0.29402572,11.0
kf_score_mean,0.027500594,0.008622299,0.087712415,52.5,7.826238,352.1807,132.24757,48.400684,361.3466,0.070869185,0.021936726,0.22895129,19.0,0.0,0.78242004,0.20018387,0.5285714,0.16666667,0.27532625,13.5,5.5,0.2810103,12.0
hh_count_24,0.009636557,0.0013490202,0.06883754,21.5,2.6299555,175.76343,42.095287,5.0944066,347.83505,0.022494344,0.0022440962,0.22547853,22.0,0.0,0.78242004,0.0,0.9285714,0.0,0.95733446,37.5,0.8333333,0.28000957,13.0
z_vwap_24,0.027559921,0.008393812,0.09048919,46.333332,8.055364,266.5029,124.84284,42.756054,364.52698,0.0660508,0.021001875,0.20772944,18.0,0.10317259,0.0,0.20084868,0.47142857,0.33333334,0.0,12.0,6.1666665,0.27832392,14.0
ll_count_24,0.009747762,0.0018018704,0.05273347,23.166666,3.2871804,163.26894,44.57818,8.967796,221.59445,0.025017813,0.0047864155,0.13076402,35.0,0.0,0.78242004,0.0012461656,0.9,0.0,1.0,39.0,1.1666666,0.2756854,15.0
trend_strength_vs_reversion,0.01754901,0.0012806113,0.24048495,34.666668,3.681787,326.41153,72.83446,5.987466,885.994,0.038555764,0.0022868135,0.65005165,2.0,0.0,0.78242004,0.088666715,0.8857143,0.0,0.0,26.5,1.3333334,0.27019528,16.0
ffd_cvar_5pct_06,0.029148743,0.011329725,0.07499292,46.5,10.688779,202.29158,146.33728,68.722206,311.61108,0.07672223,0.035074033,0.16782503,24.0,0.0,0.78242004,0.21865296,0.24285714,0.5,0.13211933,9.0,8.833333,0.26257938,17.0
pullback_120,0.02519048,0.0068361163,0.092824675,38.666668,7.2033944,207.55647,111.21146,39.434795,313.63132,0.05904144,0.019849451,0.17561652,21.0,0.03524594,0.8164888,0.1742968,0.37142858,0.33333334,0.3186523,16.0,7.3333335,0.254653,18.0
vol_z_30_calm,0.024329038,0.010061471,0.058828585,48.333332,11.827463,197.51582,109.351944,49.507805,241.53459,0.061367046,0.0266951,0.14107136,29.0,0.024551757,0.8061518,0.16464351,0.27142859,0.33333334,0.6214918,22.0,8.5,0.23948568,19.0
