date,exchange,asset,mode,total_trades,long_trades,short_trades,winning_trades,losing_trades,total_pnl,total_pnl_pct,gross_profit,gross_loss,net_pnl,accuracy,profit_factor,avg_win,avg_loss,largest_win,largest_loss,risk_reward_ratio,sharpe_ratio,max_drawdown,avg_trade_risk,total_fees,avg_slippage_pct,avg_execution_quality,avg_confidence,avg_analyst_confidence,avg_tactician_confidence,primary_regime,avg_volatility,avg_volume
2025-11-11,binance,ETHUSDT,paper,1,1,0,0,0,0.00,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.20,0.0010,1.0000,0.0000,0.0000,0.0000,,0.0000,0.00
