symbol,rows,n_features,nan_cells,nan_pct_overall,all_nan_features,constant_features
ATM/USDT,35299,777,352990,1.287001287001287,10,46
ATOM/USDC,35299,777,352990,1.287001287001287,10,104
ATOM/USDT,35299,777,352990,1.287001287001287,10,102
AUCTION/USDC,35299,524,702095,3.79579011926251,0,95
AUCTION/USDT,35299,777,352990,1.287001287001287,10,102
AUDIO/USDT,35299,777,352990,1.287001287001287,10,66
AVA/USDT,35299,777,352990,1.287001287001287,10,53
AVAX/USDC,35299,777,352990,1.287001287001287,10,126
AVAX/USDT,35299,777,352990,1.287001287001287,10,114
AVNT/USDC,35299,777,352990,1.287001287001287,10,78
AVNT/USDT,35299,777,352990,1.287001287001287,10,83
AWE/USDT,35299,777,352990,1.287001287001287,10,77
AXL/USDT,35299,777,352990,1.287001287001287,10,45
AXS/USDC,35299,777,352990,1.287001287001287,10,56
AXS/USDT,35299,777,352990,1.287001287001287,10,44
BABY/USDT,35299,777,352990,1.287001287001287,10,105
BANANA/USDT,35299,777,352990,1.287001287001287,10,126
BANANAS31/USDC,35299,777,352990,1.287001287001287,10,82
BANANAS31/USDT,35299,777,352990,1.287001287001287,10,56
BAND/USDT,35299,777,352990,1.287001287001287,10,48
BANK/USDC,35299,769,70598,0.26007802340702213,2,127
BANK/USDT,35299,777,352990,1.287001287001287,10,122
BAR/USDT,35299,777,352990,1.287001287001287,10,78
BARD/USDC,35299,777,352990,1.287001287001287,10,60
BARD/USDT,35299,777,352990,1.287001287001287,10,50
BAT/USDT,35299,777,352990,1.287001287001287,10,61
BB/USDT,35299,777,352990,1.287001287001287,10,48
BCH/USDC,35299,777,352990,1.287001287001287,10,149
BCH/USDT,35299,777,352990,1.287001287001287,10,116
BEAMX/USDT,35299,777,352990,1.287001287001287,10,80
BEL/USDT,35299,777,352990,1.287001287001287,10,47
BERA/USDC,35299,777,352990,1.287001287001287,10,48
BERA/USDT,35299,777,352990,1.287001287001287,10,49
BFUSD/USDT,35299,777,352990,1.287001287001287,10,48
BICO/USDT,35299,777,352990,1.287001287001287,10,44
BIGTIME/USDT,35299,777,352990,1.287001287001287,10,131
BIO/USDC,35299,777,352990,1.287001287001287,10,50
BIO/USDT,35299,777,352990,1.287001287001287,10,50
BLUR/USDT,35299,777,352990,1.287001287001287,10,44
BMT/USDT,35299,777,352990,1.287001287001287,10,81
BNB/USDC,35299,777,352990,1.287001287001287,10,145
BNB/USDT,35299,777,352990,1.287001287001287,10,139
BNSOL/USDT,35299,777,352990,1.287001287001287,10,149
BNT/USDT,35299,777,352990,1.287001287001287,10,48
BOME/USDC,35299,777,352990,1.287001287001287,10,93
BOME/USDT,35299,777,352990,1.287001287001287,10,116
BONK/USDC,35299,777,352990,1.287001287001287,10,131
BONK/USDT,35299,777,352990,1.287001287001287,10,122
BROCCOLI714/USDT,35299,777,352990,1.287001287001287,10,73
BTC/USDC,35299,777,352990,1.287001287001287,10,146
BTC/USDT,35299,777,352990,1.287001287001287,10,144
BTTC/USDT,35299,777,352990,1.287001287001287,10,128
C/USDT,35299,777,352990,1.287001287001287,10,132
C98/USDT,35299,777,352990,1.287001287001287,10,48
CAKE/USDC,35299,777,352990,1.287001287001287,10,98
CAKE/USDT,35299,777,352990,1.287001287001287,10,98
CATI/USDC,35040,504,0,0.0,0,95
CATI/USDT,35299,777,352990,1.287001287001287,10,49
CELO/USDT,35299,777,352990,1.287001287001287,10,43
CELR/USDT,35299,777,352990,1.287001287001287,10,83
CETUS/USDC,35299,767,0,0.0,0,144
CETUS/USDT,35299,777,352990,1.287001287001287,10,63
CFX/USDC,35299,777,352990,1.287001287001287,10,48
CFX/USDT,35299,777,352990,1.287001287001287,10,48
CGPT/USDT,35299,777,352990,1.287001287001287,10,78
CHR/USDT,35299,777,352990,1.287001287001287,10,44
CHZ/USDC,35299,777,352990,1.287001287001287,10,106
CHZ/USDT,35299,777,352990,1.287001287001287,10,48
CITY/USDT,35299,777,352990,1.287001287001287,10,44
CKB/USDT,35299,777,352990,1.287001287001287,10,45
COMP/USDC,35040,504,0,0.0,0,93
COMP/USDT,35299,777,352990,1.287001287001287,10,116
COOKIE/USDC,35299,777,352990,1.287001287001287,10,51
COOKIE/USDT,35299,777,352990,1.287001287001287,10,48
COS/USDT,35299,777,352990,1.287001287001287,10,86
COTI/USDT,35299,777,352990,1.287001287001287,10,44
COW/USDC,35299,777,352990,1.287001287001287,10,48
COW/USDT,35299,777,352990,1.287001287001287,10,45
CRV/USDC,35299,777,352990,1.287001287001287,10,48
CRV/USDT,35299,777,352990,1.287001287001287,10,48
CTK/USDT,35299,777,352990,1.287001287001287,10,48
CTSI/USDT,35299,777,352990,1.287001287001287,10,44
CVC/USDC,35299,524,702095,3.79579011926251,0,102
CVC/USDT,35299,777,352990,1.287001287001287,10,49
CVX/USDC,35299,777,352990,1.287001287001287,10,131
CVX/USDT,35299,777,352990,1.287001287001287,10,98
CYBER/USDC,35299,706,6424418,25.77903682719547,182,71
CYBER/USDT,35299,777,352990,1.287001287001287,10,63
D/USDT,35299,778,388289,1.4138817480719794,11,126
DASH/USDC,35299,778,388289,1.4138817480719794,11,142
DASH/USDT,35299,778,388289,1.4138817480719794,11,116
DCR/USDT,35299,778,388289,1.4138817480719794,11,120
DEGO/USDT,35299,780,458887,1.6666666666666667,13,44
DENT/USDT,35299,780,458887,1.6666666666666667,13,126
DEXE/USDT,35299,780,458887,1.6666666666666667,13,98
DGB/USDT,35299,753,70598,0.2656042496679947,2,131
DIA/USDT,35299,780,458887,1.6666666666666667,13,44
DODO/USDT,35299,780,458887,1.6666666666666667,13,70
DOGE/USDC,35299,780,458887,1.6666666666666667,13,49
DOGE/USDT,35299,780,458887,1.6666666666666667,13,48
DOGS/USDT,35299,780,458887,1.6666666666666667,13,126
DOLO/USDC,35299,706,7087922,28.44145606127885,0,271
DOLO/USDT,35299,780,458887,1.6666666666666667,13,93
DOT/USDC,35299,780,458887,1.6666666666666667,13,98
DOT/USDT,35299,780,458887,1.6666666666666667,13,98
DUSK/USDT,35299,780,458887,1.6666666666666667,13,47
DYDX/USDC,35299,780,458887,1.6666666666666667,13,46
DYDX/USDT,35299,780,458887,1.6666666666666667,13,44
DYM/USDT,35299,780,458887,1.6666666666666667,13,63
EDEN/USDC,35299,753,70598,0.2656042496679947,2,196
EDEN/USDT,35299,780,458887,1.6666666666666667,13,146
EDU/USDT,35299,780,458887,1.6666666666666667,13,48
EGLD/USDC,35299,780,458887,1.6666666666666667,13,131
EGLD/USDT,35299,780,458887,1.6666666666666667,13,119
EIGEN/USDC,35299,780,458887,1.6666666666666667,13,48
EIGEN/USDT,35299,780,458887,1.6666666666666667,13,45
ENA/USDC,35299,780,458887,1.6666666666666667,13,49
ENA/USDT,35299,780,458887,1.6666666666666667,13,51
ENJ/USDT,35299,780,458887,1.6666666666666667,13,44
ENS/USDC,35299,780,458887,1.6666666666666667,13,126
ENS/USDT,35299,780,458887,1.6666666666666667,13,117
ENSO/USDC,35299,780,458887,1.6666666666666667,13,46
ENSO/USDT,35299,780,458887,1.6666666666666667,13,56
EPIC/USDC,35299,769,70598,0.26007802340702213,2,48
EPIC/USDT,35299,780,458887,1.6666666666666667,13,54
ERA/USDC,35299,524,702095,3.79579011926251,0,101
ERA/USDT,35299,780,458887,1.6666666666666667,13,107
ETC/USDC,35299,524,635382,3.435114503816794,18,87
ETC/USDT,35299,780,458887,1.6666666666666667,13,116
ETH/USDC,35299,780,458887,1.6666666666666667,13,150
ETH/USDT,35299,780,458887,1.6666666666666667,13,140
ETHFI/USDC,35299,780,458887,1.6666666666666667,13,52
ETHFI/USDT,35299,780,458887,1.6666666666666667,13,44
EUL/USDC,35299,780,458887,1.6666666666666667,13,67
EUL/USDT,35299,780,458887,1.6666666666666667,13,68
EURI/USDC,35299,780,458887,1.6666666666666667,13,123
EURI/USDT,35299,780,458887,1.6666666666666667,13,92
F/USDC,35040,504,0,0.0,0,94
F/USDT,35299,780,458887,1.6666666666666667,13,145
FARM/USDT,35299,780,458887,1.6666666666666667,13,127
FDUSD/USDC,35299,780,458887,1.6666666666666667,13,42
FDUSD/USDT,35299,780,458887,1.6666666666666667,13,44
FET/USDC,35299,780,458887,1.6666666666666667,13,45
FET/USDT,35299,780,458887,1.6666666666666667,13,44
FF/USDC,35040,504,0,0.0,0,95
FF/USDT,35299,780,458887,1.6666666666666667,13,135
FIDA/USDT,35299,780,458887,1.6666666666666667,13,44
FIL/USDC,35299,780,458887,1.6666666666666667,13,97
FIL/USDT,35299,780,458887,1.6666666666666667,13,93
FIO/USDT,35299,780,458887,1.6666666666666667,13,68
FLOKI/USDC,35299,780,458887,1.6666666666666667,13,129
FLOKI/USDT,35299,780,458887,1.6666666666666667,13,89
FLOW/USDT,35299,780,458887,1.6666666666666667,13,48
FLUX/USDT,35299,780,458887,1.6666666666666667,13,44
FORM/USDC,35299,769,70598,0.26007802340702213,2,65
FORM/USDT,35299,780,458887,1.6666666666666667,13,67
FORTH/USDT,35299,780,458887,1.6666666666666667,13,98
FTT/USDT,35299,780,458887,1.6666666666666667,13,48
FUN/USDC,35040,504,0,0.0,0,95
FUN/USDT,35299,780,458887,1.6666666666666667,13,49
G/USDT,35299,780,458887,1.6666666666666667,13,127
GALA/USDC,35299,780,458887,1.6666666666666667,13,69
GALA/USDT,35299,780,458887,1.6666666666666667,13,60
GAS/USDT,35299,780,458887,1.6666666666666667,13,97
GIGGLE/USDC,35299,780,458887,1.6666666666666667,13,152
GIGGLE/USDT,35299,780,458887,1.6666666666666667,13,133
GLM/USDT,35299,780,458887,1.6666666666666667,13,46
GLMR/USDT,35299,780,458887,1.6666666666666667,13,47
GMT/USDT,35299,780,458887,1.6666666666666667,13,42
GMX/USDT,35299,780,458887,1.6666666666666667,13,122
GNO/USDT,35299,780,458887,1.6666666666666667,13,149
GNS/USDT,35299,780,458887,1.6666666666666667,13,63
GPS/USDC,35299,780,458887,1.6666666666666667,13,94
GPS/USDT,35299,780,458887,1.6666666666666667,13,109
GRT/USDC,35299,780,458887,1.6666666666666667,13,137
GRT/USDT,35299,780,458887,1.6666666666666667,13,44
GTC/USDT,35299,780,458887,1.6666666666666667,13,44
GUN/USDC,35299,780,458887,1.6666666666666667,13,79
GUN/USDT,35299,780,458887,1.6666666666666667,13,82
HAEDAL/USDT,35299,780,458887,1.6666666666666667,13,109
HBAR/USDC,35299,780,458887,1.6666666666666667,13,70
HBAR/USDT,35299,780,458887,1.6666666666666667,13,44
HEI/USDT,35299,780,458887,1.6666666666666667,13,49
HEMI/USDC,35299,780,458887,1.6666666666666667,13,123
HEMI/USDT,35299,780,458887,1.6666666666666667,13,142
HFT/USDT,35299,780,458887,1.6666666666666667,13,47
HIGH/USDT,35299,780,458887,1.6666666666666667,13,44
HIVE/USDT,35299,780,458887,1.6666666666666667,13,44
HMSTR/USDT,35299,780,458887,1.6666666666666667,13,119
HOLO/USDT,35299,780,458887,1.6666666666666667,13,137
HOME/USDC,35299,751,0,0.0,0,199
HOME/USDT,35299,780,458887,1.6666666666666667,13,95
HOOK/USDT,35299,780,458887,1.6666666666666667,13,44
HOT/USDT,35299,780,458887,1.6666666666666667,13,125
HUMA/USDT,35299,780,458887,1.6666666666666667,13,124
HYPER/USDC,35299,780,458887,1.6666666666666667,13,51
HYPER/USDT,35299,780,458887,1.6666666666666667,13,48
ICP/USDC,35299,780,458887,1.6666666666666667,13,123
ICP/USDT,35299,780,458887,1.6666666666666667,13,100
ICX/USDT,35299,780,458887,1.6666666666666667,13,42
ID/USDT,35299,780,458887,1.6666666666666667,13,44
IDEX/USDT,35299,780,458887,1.6666666666666667,13,60
ILV/USDT,35299,780,458887,1.6666666666666667,13,118
IMX/USDC,35299,753,70598,0.2656042496679947,2,162
IMX/USDT,35299,780,458887,1.6666666666666667,13,48
INIT/USDC,35299,780,458887,1.6666666666666667,13,74
INIT/USDT,35299,780,458887,1.6666666666666667,13,51
INJ/USDC,35299,780,458887,1.6666666666666667,13,122
INJ/USDT,35299,780,458887,1.6666666666666667,13,94
IO/USDC,35299,780,458887,1.6666666666666667,13,51
IO/USDT,35299,780,458887,1.6666666666666667,13,48
IOST/USDT,35299,780,458887,1.6666666666666667,13,84
IOTA/USDC,35299,780,458887,1.6666666666666667,13,74
IOTA/USDT,35299,780,458887,1.6666666666666667,13,44
IOTX/USDT,35299,780,458887,1.6666666666666667,13,73
IQ/USDT,35299,780,458887,1.6666666666666667,13,79
JASMY/USDT,35299,780,458887,1.6666666666666667,13,61
JOE/USDT,35299,780,458887,1.6666666666666667,13,48
JST/USDT,35299,780,458887,1.6666666666666667,13,102
JTO/USDT,35299,780,458887,1.6666666666666667,13,63
JUP/USDC,35299,780,458887,1.6666666666666667,13,42
JUP/USDT,35299,780,458887,1.6666666666666667,13,48
JUV/USDT,35299,780,458887,1.6666666666666667,13,44
KAIA/USDT,35299,780,458887,1.6666666666666667,13,68
KAITO/USDC,35299,524,635382,3.435114503816794,18,71
KAITO/USDT,35299,780,458887,1.6666666666666667,13,46
KAVA/USDT,35299,780,458887,1.6666666666666667,13,48
KERNEL/USDC,35299,780,458887,1.6666666666666667,13,75
KERNEL/USDT,35299,780,458887,1.6666666666666667,13,78
KITE/USDC,35299,780,458887,1.6666666666666667,13,81
KITE/USDT,35299,780,458887,1.6666666666666667,13,80
KMNO/USDC,35299,780,458887,1.6666666666666667,13,75
KMNO/USDT,35299,780,458887,1.6666666666666667,13,79
KNC/USDT,35299,780,458887,1.6666666666666667,13,47
KSM/USDT,35299,780,458887,1.6666666666666667,13,102
LA/USDC,35299,524,702095,3.79579011926251,0,91
LA/USDT,35299,780,458887,1.6666666666666667,13,84
LAYER/USDC,35299,524,702095,3.79579011926251,0,91
LAYER/USDT,35299,780,458887,1.6666666666666667,13,44
LAZIO/USDT,35299,780,458887,1.6666666666666667,13,44
LDO/USDC,35299,780,458887,1.6666666666666667,13,44
LDO/USDT,35299,778,388289,1.4138817480719794,11,44
LINEA/USDC,35299,778,388289,1.4138817480719794,11,137
LINEA/USDT,35299,768,35299,0.13020833333333334,1,133
LINK/USDC,35299,768,35299,0.13020833333333334,1,126
LINK/USDT,35299,768,35299,0.13020833333333334,1,99
LISTA/USDT,35299,768,35299,0.13020833333333334,1,48
LPT/USDT,35299,768,35299,0.13020833333333334,1,116
LQTY/USDT,35299,768,35299,0.13020833333333334,1,48
LRC/USDT,35299,768,35299,0.13020833333333334,1,44
LSK/USDT,35299,524,635382,3.435114503816794,18,71
LTC/USDC,35299,768,35299,0.13020833333333334,1,149
LTC/USDT,35299,768,35299,0.13020833333333334,1,125
LUMIA/USDT,35299,768,35299,0.13020833333333334,1,48
LUNA/USDT,35299,768,35299,0.13020833333333334,1,48
LUNC/USDT,35299,768,35299,0.13020833333333334,1,97
MAGIC/USDT,35299,768,35299,0.13020833333333334,1,44
MANA/USDT,35299,768,35299,0.13020833333333334,1,44
MANTA/USDC,35299,524,635382,3.435114503816794,18,71
MANTA/USDT,35299,768,35299,0.13020833333333334,1,48
MASK/USDT,35299,768,35299,0.13020833333333334,1,59
MAV/USDT,35299,768,35299,0.13020833333333334,1,44
MBL/USDT,35299,768,35299,0.13020833333333334,1,110
MBOX/USDT,35299,768,35299,0.13020833333333334,1,47
MDT/USDT,35299,768,35299,0.13020833333333334,1,48
ME/USDC,35040,504,0,0.0,0,72
ME/USDT,35299,768,35299,0.13020833333333334,1,48
MEME/USDC,35299,768,35299,0.13020833333333334,1,123
MEME/USDT,35299,768,35299,0.13020833333333334,1,78
MET/USDT,35299,768,35299,0.13020833333333334,1,137
METIS/USDT,35299,768,35299,0.13020833333333334,1,125
MINA/USDC,35040,504,0,0.0,0,91
MINA/USDT,35299,768,35299,0.13020833333333334,1,44
MIRA/USDC,35299,747,70598,0.2677376171352075,2,185
MIRA/USDT,35299,768,35299,0.13020833333333334,1,137
MITO/USDT,35299,768,35299,0.13020833333333334,1,128
MLN/USDT,35299,768,35299,0.13020833333333334,1,122
MMT/USDC,35299,769,70598,0.26007802340702213,2,134
MMT/USDT,35299,768,35299,0.13020833333333334,1,123
MORPHO/USDC,35299,768,35299,0.13020833333333334,1,105
MORPHO/USDT,35299,768,35299,0.13020833333333334,1,106
MOVE/USDC,35299,768,35299,0.13020833333333334,1,78
MOVE/USDT,35299,768,35299,0.13020833333333334,1,70
MOVR/USDT,35299,768,35299,0.13020833333333334,1,98
MTL/USDT,35299,524,635382,3.435114503816794,18,71
MUBARAK/USDC,35299,524,635382,3.435114503816794,18,83
MUBARAK/USDT,35299,768,35299,0.13020833333333334,1,93
NEAR/USDC,35299,768,35299,0.13020833333333334,1,98
NEAR/USDT,35299,768,35299,0.13020833333333334,1,98
NEIRO/USDC,35299,768,35299,0.13020833333333334,1,90
NEIRO/USDT,35299,768,35299,0.13020833333333334,1,116
NEO/USDC,35299,524,635382,3.435114503816794,18,77
NEO/USDT,35299,768,35299,0.13020833333333334,1,111
NEWT/USDC,35299,706,7087922,28.44145606127885,0,282
NEWT/USDT,35299,768,35299,0.13020833333333334,1,135
NEXO/USDT,35299,768,35299,0.13020833333333334,1,44
NFP/USDT,35299,768,35299,0.13020833333333334,1,49
NIL/USDC,35299,524,702095,3.79579011926251,0,91
NIL/USDT,35299,768,35299,0.13020833333333334,1,78
NMR/USDT,35299,768,35299,0.13020833333333334,1,98
NOM/USDC,35299,768,35299,0.13020833333333334,1,94
NOM/USDT,35299,768,35299,0.13020833333333334,1,143
NOT/USDC,35299,768,35299,0.13020833333333334,1,136
NOT/USDT,35299,768,35299,0.13020833333333334,1,127
NTRN/USDT,35299,768,35299,0.13020833333333334,1,44
NXPC/USDT,35299,768,35299,0.13020833333333334,1,49
OG/USDT,35299,768,35299,0.13020833333333334,1,94
OGN/USDT,35299,768,35299,0.13020833333333334,1,71
ONDO/USDC,35299,768,35299,0.13020833333333334,1,51
ONDO/USDT,35299,768,35299,0.13020833333333334,1,57
ONE/USDT,35299,768,35299,0.13020833333333334,1,67
ONG/USDT,35299,768,35299,0.13020833333333334,1,48
ONT/USDT,35299,768,35299,0.13020833333333334,1,48
OP/USDC,35299,768,35299,0.13020833333333334,1,48
OP/USDT,35299,768,35299,0.13020833333333334,1,44
OPEN/USDT,35299,768,35299,0.13020833333333334,1,105
ORCA/USDC,35299,768,35299,0.13020833333333334,1,97
ORCA/USDT,35299,768,35299,0.13020833333333334,1,93
ORDI/USDC,35299,768,35299,0.13020833333333334,1,121
ORDI/USDT,35299,768,35299,0.13020833333333334,1,122
OSMO/USDC,35040,504,0,0.0,0,81
OSMO/USDT,35299,768,35299,0.13020833333333334,1,44
OXT/USDT,35299,768,35299,0.13020833333333334,1,64
PARTI/USDC,35299,768,35299,0.13020833333333334,1,122
PARTI/USDT,35299,768,35299,0.13020833333333334,1,75
PAXG/USDC,35299,768,35299,0.13020833333333334,1,155
PAXG/USDT,35299,768,35299,0.13020833333333334,1,140
PENDLE/USDC,35299,768,35299,0.13020833333333334,1,98
PENDLE/USDT,35299,768,35299,0.13020833333333334,1,48
PENGU/USDC,35299,768,35299,0.13020833333333334,1,70
PENGU/USDT,35299,768,35299,0.13020833333333334,1,71
PEOPLE/USDC,35299,768,35299,0.13020833333333334,1,144
PEOPLE/USDT,35299,768,35299,0.13020833333333334,1,47
PEPE/USDC,35299,768,35299,0.13020833333333334,1,132
PEPE/USDT,35299,768,35299,0.13020833333333334,1,107
PHA/USDC,35299,768,35299,0.13020833333333334,1,92
PHA/USDT,35299,768,35299,0.13020833333333334,1,47
PHB/USDT,35299,768,35299,0.13020833333333334,1,48
PIVX/USDT,35299,768,35299,0.13020833333333334,1,44
PIXEL/USDT,35299,768,35299,0.13020833333333334,1,70
PLUME/USDC,35299,768,35299,0.13020833333333334,1,134
PLUME/USDT,35299,768,35299,0.13020833333333334,1,118
PNUT/USDT,35299,768,35299,0.13020833333333334,1,50
POL/USDT,35299,768,35299,0.13020833333333334,1,46
POLYX/USDT,35299,768,35299,0.13020833333333334,1,47
POND/USDT,35299,768,35299,0.13020833333333334,1,71
PORTAL/USDT,35299,768,35299,0.13020833333333334,1,49
PORTO/USDT,35299,768,35299,0.13020833333333334,1,44
POWR/USDT,35299,768,35299,0.13020833333333334,1,48
PROM/USDT,35299,768,35299,0.13020833333333334,1,98
PROVE/USDC,35299,524,635382,3.435114503816794,18,71
PROVE/USDT,35299,768,35299,0.13020833333333334,1,55
PSG/USDT,35299,768,35299,0.13020833333333334,1,61
PUMP/USDC,35299,768,35299,0.13020833333333334,1,139
PUMP/USDT,35299,768,35299,0.13020833333333334,1,140
PUNDIX/USDT,35299,747,70598,0.2677376171352075,2,100
PYR/USDT,35299,768,35299,0.13020833333333334,1,42
PYTH/USDC,35299,768,35299,0.13020833333333334,1,75
PYTH/USDT,35299,768,35299,0.13020833333333334,1,48
QI/USDT,35299,768,35299,0.13020833333333334,1,44
QKC/USDT,35299,768,35299,0.13020833333333334,1,102
QNT/USDC,35299,506,70080,0.3923567911708972,0,98
QNT/USDT,35299,768,35299,0.13020833333333334,1,116
QTUM/USDT,35299,768,35299,0.13020833333333334,1,93
QUICK/USDT,35299,768,35299,0.13020833333333334,1,63
RAD/USDT,35299,768,35299,0.13020833333333334,1,44
RARE/USDT,35299,768,35299,0.13020833333333334,1,42
RAY/USDC,35299,768,35299,0.13020833333333334,1,48
RAY/USDT,35299,768,35299,0.13020833333333334,1,48
RDNT/USDT,35299,768,35299,0.13020833333333334,1,71
RED/USDC,35299,524,702095,3.79579011926251,0,89
RED/USDT,35299,768,35299,0.13020833333333334,1,50
RENDER/USDC,35299,768,35299,0.13020833333333334,1,98
RENDER/USDT,35299,768,35299,0.13020833333333334,1,103
REQ/USDT,35299,768,35299,0.13020833333333334,1,75
RESOLV/USDC,35299,768,35299,0.13020833333333334,1,73
RESOLV/USDT,35299,768,35299,0.13020833333333334,1,46
REZ/USDT,35299,768,35299,0.13020833333333334,1,78
RIF/USDT,35299,768,35299,0.13020833333333334,1,48
RLC/USDT,35299,768,35299,0.13020833333333334,1,44
RONIN/USDT,35299,768,35299,0.13020833333333334,1,48
ROSE/USDC,35299,768,35299,0.13020833333333334,1,93
ROSE/USDT,35299,768,35299,0.13020833333333334,1,61
RPL/USDC,35299,524,702095,3.79579011926251,0,96
RPL/USDT,35299,768,35299,0.13020833333333334,1,94
RSR/USDC,35299,768,35299,0.13020833333333334,1,122
RSR/USDT,35299,768,35299,0.13020833333333334,1,62
RUNE/USDC,35299,768,35299,0.13020833333333334,1,63
RUNE/USDT,35299,768,35299,0.13020833333333334,1,44
RVN/USDT,35299,768,35299,0.13020833333333334,1,73
S/USDC,35299,768,35299,0.13020833333333334,1,51
S/USDT,35299,768,35299,0.13020833333333334,1,48
SAGA/USDC,35299,768,35299,0.13020833333333334,1,50
SAGA/USDT,35299,768,35299,0.13020833333333334,1,51
SAHARA/USDC,35299,768,35299,0.13020833333333334,1,138
SAHARA/USDT,35299,768,35299,0.13020833333333334,1,143
SAND/USDC,35299,768,35299,0.13020833333333334,1,71
SAND/USDT,35299,772,105897,0.38860103626943004,3,46
SANTOS/USDT,35299,775,211794,0.7741935483870968,6,100
SAPIEN/USDT,35299,775,211794,0.7741935483870968,6,120
SC/USDT,35299,751,0,0.0,0,128
SCR/USDT,35299,775,211794,0.7741935483870968,6,47
SCRT/USDT,35299,775,211794,0.7741935483870968,6,44
SEI/USDC,35299,775,211794,0.7741935483870968,6,48
SEI/USDT,35299,775,211794,0.7741935483870968,6,44
SFP/USDT,35299,775,211794,0.7741935483870968,6,48
SHELL/USDT,35299,775,211794,0.7741935483870968,6,50
SHIB/USDC,35299,775,211794,0.7741935483870968,6,129
SHIB/USDT,35299,775,211794,0.7741935483870968,6,95
SIGN/USDC,35299,775,211794,0.7741935483870968,6,85
SIGN/USDT,35299,775,211794,0.7741935483870968,6,138
SKL/USDC,35040,504,0,0.0,0,95
SKL/USDT,35299,775,211794,0.7741935483870968,6,60
SKY/USDC,35299,775,211794,0.7741935483870968,6,139
SKY/USDT,35299,775,211794,0.7741935483870968,6,127
