symbol,feature,rows,nan_count,nan_pct,is_all_nan,is_constant_non_nan
0G/USDC,adx_7_gt25,35299,0,0.0,False,True
0G/USDC,adx_7_slope,35299,0,0.0,False,True
0G/USDC,adx_di_minus_10,35299,0,0.0,False,True
0G/USDC,adx_di_minus_14,35299,0,0.0,False,True
0G/USDC,adx_di_minus_7,35299,0,0.0,False,True
0G/USDC,adx_di_plus_10,35299,0,0.0,False,True
0G/USDC,adx_di_plus_14,35299,0,0.0,False,True
0G/USDC,adx_di_plus_7,35299,0,0.0,False,True
0G/USDC,align,35299,0,0.0,False,False
0G/USDC,ambig,35299,0,0.0,False,True
0G/USDC,amihud_illiq,35299,0,0.0,False,False
0G/USDC,amihud_z,35299,0,0.0,False,False
0G/USDC,asset_atr_level,35299,0,0.0,False,False
0G/USDC,asset_vol_level,35299,0,0.0,False,False
0G/USDC,asym_ft,35299,0,0.0,False,False
0G/USDC,asym_ratio,35299,0,0.0,False,False
0G/USDC,atr_expansion,35299,0,0.0,False,False
0G/USDC,atr_pct,35299,0,0.0,False,False
0G/USDC,atr_pct_base,35299,0,0.0,False,False
0G/USDC,atr_pct_change,35299,0,0.0,False,False
0G/USDC,atr_slope,35299,0,0.0,False,False
0G/USDC,atr_state,35299,0,0.0,False,False
0G/USDC,autocorr_24h,35299,0,0.0,False,False
0G/USDC,autocorr_6h,35299,0,0.0,False,False
0G/USDC,bb_pos_12,35299,0,0.0,False,False
0G/USDC,bb_pos_24,35299,0,0.0,False,False
0G/USDC,be_vol_units,35299,0,0.0,False,False
0G/USDC,blowoff_risk,35299,0,0.0,False,False
0G/USDC,body_pct,35299,0,0.0,False,False
0G/USDC,body_ratio,35299,0,0.0,False,False
0G/USDC,body_ratio_15m,35299,0,0.0,False,False
0G/USDC,bounce_signal,35299,0,0.0,False,False
0G/USDC,breakout_24h,35299,0,0.0,False,False
0G/USDC,breakout_confirmed,35299,0,0.0,False,False
0G/USDC,breakout_min,35299,0,0.0,False,False
0G/USDC,breakout_soft,35299,0,0.0,False,False
0G/USDC,breakout_t,35299,0,0.0,False,False
0G/USDC,chop_score,35299,0,0.0,False,True
0G/USDC,churn,35299,0,0.0,False,False
0G/USDC,climax,35299,0,0.0,False,False
0G/USDC,climax_decay,35299,0,0.0,False,False
0G/USDC,climax_range_12,35299,0,0.0,False,False
0G/USDC,climax_range_24,35299,0,0.0,False,False
0G/USDC,climax_vol_12,35299,0,0.0,False,False
0G/USDC,climax_vol_24,35299,0,0.0,False,False
0G/USDC,clv,35299,0,0.0,False,False
0G/USDC,clv_collapse,35299,0,0.0,False,False
0G/USDC,clv_mean_2,35299,0,0.0,False,False
0G/USDC,clv_mean_24,35299,0,0.0,False,False
0G/USDC,clv_mean_4,35299,0,0.0,False,False
0G/USDC,clv_pullback,35299,0,0.0,False,False
0G/USDC,clv_t,35299,0,0.0,False,False
0G/USDC,coh,35299,0,0.0,False,False
0G/USDC,coherence_24,35299,0,0.0,False,False
0G/USDC,comp_to_exp,35299,0,0.0,False,False
0G/USDC,complexity_regime_24h,35299,0,0.0,False,False
0G/USDC,convexity_bis_t,35299,0,0.0,False,False
0G/USDC,convexity_t,35299,0,0.0,False,False
0G/USDC,cos_dow,35299,0,0.0,False,False
0G/USDC,cos_hod,35299,0,0.0,False,False
0G/USDC,cumulative_delta_stall,35299,0,0.0,False,False
0G/USDC,cusum_high,35299,0,0.0,False,True
0G/USDC,cusum_strength_norm,35299,0,0.0,False,False
0G/USDC,cvar_5pct,35299,0,0.0,False,False
0G/USDC,decel_4,35299,0,0.0,False,False
0G/USDC,decel_8,35299,0,0.0,False,False
0G/USDC,delta_stall_6,35299,0,0.0,False,False
0G/USDC,dip_velocity,35299,0,0.0,False,False
0G/USDC,dip_volume_profile,35299,0,0.0,False,False
0G/USDC,dir_path_edge_2h,35299,0,0.0,False,False
0G/USDC,dir_path_long_2h,35299,0,0.0,False,False
0G/USDC,dir_path_risk_long_2h,35299,0,0.0,False,False
0G/USDC,dir_path_risk_short_2h,35299,0,0.0,False,False
0G/USDC,dir_path_risk_skew_2h,35299,0,0.0,False,False
0G/USDC,dir_path_short_2h,35299,0,0.0,False,False
0G/USDC,dist_ema_fast,35299,0,0.0,False,False
0G/USDC,dist_ema_fast_base,35299,0,0.0,False,False
0G/USDC,dist_ema_slow_base,35299,0,0.0,False,False
0G/USDC,dist_ext_x_vol,35299,0,0.0,False,False
0G/USDC,dist_from_high_120h,35299,0,0.0,False,False
0G/USDC,dist_from_high_48h,35299,0,0.0,False,False
0G/USDC,dist_from_high_event_12h,35299,0,0.0,False,False
0G/USDC,dist_from_high_vol,35299,0,0.0,False,False
0G/USDC,dist_from_low_120h,35299,0,0.0,False,False
0G/USDC,dist_from_low_48h,35299,0,0.0,False,False
0G/USDC,dist_from_low_event_12h,35299,0,0.0,False,False
0G/USDC,dist_from_low_vol,35299,0,0.0,False,False
0G/USDC,dist_stack,35299,0,0.0,False,False
0G/USDC,dist_vwap_12_atr,35299,0,0.0,False,False
0G/USDC,dist_vwap_24_atr,35299,0,0.0,False,False
0G/USDC,dist_vwap_96_atr,35299,0,0.0,False,False
0G/USDC,dist_vwap_norm,35299,0,0.0,False,False
0G/USDC,dlog_vol_5h,35299,0,0.0,False,False
0G/USDC,dn_vol,35299,0,0.0,False,False
0G/USDC,dn_vol_6,35299,0,0.0,False,False
0G/USDC,donch_dist_12,35299,0,0.0,False,False
0G/USDC,donch_dist_120,35299,0,0.0,False,False
0G/USDC,donch_dist_48,35299,0,0.0,False,False
0G/USDC,donch_dist_72,35299,0,0.0,False,False
0G/USDC,donch_dist_8,35299,0,0.0,False,False
0G/USDC,down_up_vol_ratio_24,35299,0,0.0,False,True
0G/USDC,down_up_vol_ratio_8,35299,0,0.0,False,True
0G/USDC,downside_semivariance_24,35299,0,0.0,False,True
0G/USDC,downside_semivariance_8,35299,0,0.0,False,True
0G/USDC,draw_extreme_10h,35299,0,0.0,False,False
0G/USDC,draw_sym_10h,35299,0,0.0,False,False
0G/USDC,dv_z,35299,0,0.0,False,False
0G/USDC,efficiency,35299,0,0.0,False,False
0G/USDC,effort_gate,35299,0,0.0,False,False
0G/USDC,entropy_jump_24h,35299,0,0.0,False,False
0G/USDC,entry_quality_composite,35299,0,0.0,False,False
0G/USDC,evr6_x_volz,35299,0,0.0,False,False
0G/USDC,evr_6,35299,0,0.0,False,False
0G/USDC,evr_slope,35299,0,0.0,False,False
0G/USDC,excess_12h,35299,0,0.0,False,False
0G/USDC,excess_6h,35299,0,0.0,False,False
0G/USDC,excess_coh,35299,0,0.0,False,False
0G/USDC,exh_qual,35299,0,0.0,False,False
0G/USDC,ext_atrExp,35299,0,0.0,False,False
0G/USDC,ext_excess,35299,0,0.0,False,False
0G/USDC,ffd_accel_06,35299,0,0.0,False,False
0G/USDC,ffd_amihud_04,35299,0,0.0,False,False
0G/USDC,ffd_amihud_06,35299,0,0.0,False,False
0G/USDC,ffd_atr_expansion_06,35299,0,0.0,False,False
0G/USDC,ffd_ctx_slope_04_12,35299,0,0.0,False,True
0G/USDC,ffd_ctx_slope_04_24,35299,0,0.0,False,True
0G/USDC,ffd_cvar_5pct_06,35299,0,0.0,False,False
0G/USDC,ffd_d1_05,35299,0,0.0,False,False
0G/USDC,ffd_d4_05,35299,0,0.0,False,False
0G/USDC,ffd_diff_1_04,35299,0,0.0,False,False
0G/USDC,ffd_diff_1_05,35299,0,0.0,False,False
0G/USDC,ffd_diff_1_06,35299,0,0.0,False,False
0G/USDC,ffd_diff_2_04,35299,0,0.0,False,False
0G/USDC,ffd_diff_2_05,35299,0,0.0,False,False
0G/USDC,ffd_diff_2_06,35299,0,0.0,False,False
0G/USDC,ffd_diff_4_04,35299,0,0.0,False,False
0G/USDC,ffd_diff_4_05,35299,0,0.0,False,False
0G/USDC,ffd_diff_4_06,35299,0,0.0,False,False
0G/USDC,ffd_diff_8_04,35299,0,0.0,False,False
0G/USDC,ffd_diff_8_05,35299,0,0.0,False,False
0G/USDC,ffd_diff_8_06,35299,0,0.0,False,False
0G/USDC,ffd_dist_ema_fast_04,35299,0,0.0,False,False
0G/USDC,ffd_dist_ema_slow_04,35299,0,0.0,False,False
0G/USDC,ffd_donch_dist_04_12,35299,0,0.0,False,False
0G/USDC,ffd_donch_dist_04_24,35299,0,0.0,False,False
0G/USDC,ffd_donch_dist_04_48,35299,0,0.0,False,False
0G/USDC,ffd_donch_dist_06_12,35299,0,0.0,False,False
0G/USDC,ffd_donch_dist_06_24,35299,0,0.0,False,False
0G/USDC,ffd_donch_dist_06_48,35299,0,0.0,False,False
0G/USDC,ffd_ema_spread_04,35299,0,0.0,False,False
0G/USDC,ffd_ema_spread_05,35299,0,0.0,False,False
0G/USDC,ffd_ema_spread_06,35299,0,0.0,False,False
0G/USDC,ffd_mr_z_04,35299,0,0.0,False,False
0G/USDC,ffd_mr_z_05,35299,0,0.0,False,False
0G/USDC,ffd_range_24_04,35299,0,0.0,False,False
0G/USDC,ffd_range_24_05,35299,0,0.0,False,False
0G/USDC,ffd_range_24_06,35299,0,0.0,False,False
0G/USDC,ffd_rv_12_04,35299,0,0.0,False,True
0G/USDC,ffd_rv_12_05,35299,0,0.0,False,True
0G/USDC,ffd_rv_12_06,35299,0,0.0,False,True
0G/USDC,ffd_rv_24_04,35299,0,0.0,False,True
0G/USDC,ffd_rv_24_05,35299,0,0.0,False,True
0G/USDC,ffd_rv_24_06,35299,0,0.0,False,True
0G/USDC,ffd_rv_24h_04,35299,0,0.0,False,True
0G/USDC,ffd_rv_24h_06,35299,0,0.0,False,True
0G/USDC,ffd_rv_2h_04,35299,0,0.0,False,True
0G/USDC,ffd_rv_2h_06,35299,0,0.0,False,True
0G/USDC,ffd_rv_6h_04,35299,0,0.0,False,True
0G/USDC,ffd_rv_6h_06,35299,0,0.0,False,True
0G/USDC,ffd_slope_04_12,35299,0,0.0,False,True
0G/USDC,ffd_slope_04_24,35299,0,0.0,False,True
0G/USDC,ffd_strength_04,35299,0,0.0,False,False
0G/USDC,ffd_strength_05,35299,0,0.0,False,False
0G/USDC,ffd_strength_06,35299,0,0.0,False,False
0G/USDC,ffd_vol_price_corr_10h_04,35299,0,0.0,False,False
0G/USDC,ffd_vol_price_corr_10h_06,35299,0,0.0,False,False
0G/USDC,ffd_vol_range_shock_04,35299,0,0.0,False,False
0G/USDC,ffd_vol_range_shock_06,35299,0,0.0,False,False
0G/USDC,ffd_z_06,35299,0,0.0,False,False
0G/USDC,ffd_z_24_04,35299,0,0.0,False,False
0G/USDC,ffd_z_24_05,35299,0,0.0,False,False
0G/USDC,ffd_z_24_06,35299,0,0.0,False,False
0G/USDC,flow_persistence,35299,0,0.0,False,False
0G/USDC,flow_ratio,35299,0,0.0,False,False
0G/USDC,ft_2,35299,0,0.0,False,False
0G/USDC,ft_4,35299,0,0.0,False,False
0G/USDC,ft_8,35299,0,0.0,False,False
0G/USDC,ft_drop,35299,0,0.0,False,False
0G/USDC,ft_drop_8,35299,0,0.0,False,False
0G/USDC,funding_proxy,35299,0,0.0,False,False
0G/USDC,fvg,35299,0,0.0,False,False
0G/USDC,gap_pct,35299,0,0.0,False,False
0G/USDC,giveback,35299,0,0.0,False,False
0G/USDC,giveback_vol_units,35299,0,0.0,False,False
0G/USDC,grind_score,35299,0,0.0,False,False
0G/USDC,hh_count_12,35299,0,0.0,False,False
0G/USDC,hh_count_24,35299,0,0.0,False,False
0G/USDC,higher_highs_count_48h,35299,0,0.0,False,False
0G/USDC,hurst_proxy_24,35299,0,0.0,False,False
0G/USDC,hurst_proxy_x_regime_trend_48h,35299,0,0.0,False,False
0G/USDC,impact_12,35299,0,0.0,False,False
0G/USDC,impact_24,35299,0,0.0,False,False
0G/USDC,impact_z,35299,0,0.0,False,False
0G/USDC,impulse_ratio_12,35299,0,0.0,False,False
0G/USDC,impulse_ratio_24,35299,0,0.0,False,False
0G/USDC,impulse_reversal,35299,0,0.0,False,False
0G/USDC,impulse_reversal_short,35299,0,0.0,False,False
0G/USDC,is_high_vol_regime,35299,0,0.0,False,True
0G/USDC,is_low_vol_regime,35299,0,0.0,False,True
0G/USDC,is_ranging,35299,0,0.0,False,False
0G/USDC,is_trending,35299,0,0.0,False,False
0G/USDC,jump_rate_10h,35299,0,0.0,False,False
0G/USDC,ker_10,35299,0,0.0,False,False
0G/USDC,ker_16,35299,0,0.0,False,False
0G/USDC,ker_24,35299,0,0.0,False,False
0G/USDC,kf_atr_mean,35299,0,0.0,False,False
0G/USDC,kf_innov_var,35299,0,0.0,False,False
0G/USDC,kf_ret1h_mean,35299,0,0.0,False,False
0G/USDC,kf_score_mean,35299,0,0.0,False,False
0G/USDC,kf_score_rm24_mean,35299,0,0.0,False,False
0G/USDC,kf_snr_est,35299,0,0.0,False,True
0G/USDC,kf_state_uncertainty,35299,0,0.0,False,False
0G/USDC,kf_vol_ratio_mean,35299,0,0.0,False,False
0G/USDC,liq_low,35299,0,0.0,False,False
0G/USDC,liq_regime,35299,0,0.0,False,False
0G/USDC,liq_score,35299,0,0.0,False,False
0G/USDC,liq_state,35299,0,0.0,False,False
0G/USDC,ll_count_12,35299,0,0.0,False,False
0G/USDC,ll_count_24,35299,0,0.0,False,False
0G/USDC,mae_2h,35299,0,0.0,False,False
0G/USDC,mae_4h,35299,0,0.0,False,False
0G/USDC,mae_8h,35299,0,0.0,False,False
0G/USDC,meta_abs_net_x_breakout,35299,0,0.0,False,False
0G/USDC,meta_abs_net_x_drawext,35299,0,0.0,False,False
0G/USDC,meta_abs_net_x_vov_ratio,35299,0,0.0,False,False
0G/USDC,meta_alignment,35299,0,0.0,False,False
0G/USDC,meta_signal_x_accel,35299,0,0.0,False,False
0G/USDC,mfe_2h,35299,0,0.0,False,False
0G/USDC,mfe_4h,35299,0,0.0,False,False
0G/USDC,mfe_8h,35299,0,0.0,False,False
0G/USDC,mkt_rv_pct,35299,0,0.0,False,False
0G/USDC,mkt_rv_ratio,35299,0,0.0,False,False
0G/USDC,momentum_accel,35299,0,0.0,False,False
0G/USDC,mr_climax,35299,0,0.0,False,False
0G/USDC,mr_failure,35299,0,0.0,False,False
0G/USDC,mr_pct,35299,0,0.0,False,False
0G/USDC,mr_potential,35299,0,0.0,False,False
0G/USDC,mr_potential_exhaust,35299,0,0.0,False,False
0G/USDC,mr_qual,35299,0,0.0,False,False
0G/USDC,mr_soft,35299,0,0.0,False,False
0G/USDC,mr_tape,35299,0,0.0,False,False
0G/USDC,mrq_dir2h_abs_prod,35299,0,0.0,False,False
0G/USDC,mrq_dir2h_prod,35299,0,0.0,False,False
0G/USDC,mrq_dir2h_signed_mag,35299,0,0.0,False,False
0G/USDC,mrq_x_dir_edge_2h,35299,0,0.0,False,False
0G/USDC,mtf_divergence_x_regime_vol_12h,35299,0,0.0,False,True
0G/USDC,overext,35299,0,0.0,False,False
0G/USDC,overext_weak,35299,0,0.0,False,False
0G/USDC,p_cusum_high,35299,0,0.0,False,True
0G/USDC,p_liq_low,35299,0,0.0,False,False
0G/USDC,p_vol_high,35299,0,0.0,False,False
0G/USDC,path_efficiency_12,35299,0,0.0,False,False
0G/USDC,path_efficiency_24,35299,0,0.0,False,False
0G/USDC,pb_accel,35299,0,0.0,False,False
0G/USDC,pct_breakout_t,35299,0,0.0,False,False
0G/USDC,pct_extreme,35299,0,0.0,False,False
0G/USDC,perm_entropy_ret_12,35299,0,0.0,False,False
0G/USDC,perm_entropy_ret_24,35299,0,0.0,False,False
0G/USDC,pers_12,35299,0,0.0,False,False
0G/USDC,pers_24,35299,0,0.0,False,False
0G/USDC,pl_vol_units,35299,0,0.0,False,False
0G/USDC,predicted_vol_6h,35299,0,0.0,False,True
0G/USDC,press_12,35299,0,0.0,False,False
0G/USDC,press_24,35299,0,0.0,False,False
0G/USDC,prog_def,35299,0,0.0,False,False
0G/USDC,prog_eff_12,35299,0,0.0,False,False
0G/USDC,prog_eff_24,35299,0,0.0,False,False
0G/USDC,progress,35299,0,0.0,False,False
0G/USDC,pullback_120,35299,0,0.0,False,False
0G/USDC,pullback_2,35299,0,0.0,False,False
0G/USDC,pullback_4,35299,0,0.0,False,False
0G/USDC,pullback_48,35299,0,0.0,False,False
0G/USDC,pullback_72,35299,0,0.0,False,False
0G/USDC,pullback_8,35299,0,0.0,False,False
0G/USDC,qv,35299,0,0.0,False,False
0G/USDC,range_12h_pct,35299,0,0.0,False,False
0G/USDC,range_16h_pct,35299,0,0.0,False,False
0G/USDC,range_24h_pct,35299,0,0.0,False,False
0G/USDC,range_norm_12,35299,0,0.0,False,False
0G/USDC,range_norm_24,35299,0,0.0,False,False
0G/USDC,range_pct,35299,0,0.0,False,False
0G/USDC,regime_stability_24h,35299,0,0.0,False,False
0G/USDC,regime_transition_entropy_12h,35299,0,0.0,False,False
0G/USDC,regime_transition_entropy_48h,35299,0,0.0,False,False
0G/USDC,regime_x_vol,35299,0,0.0,False,True
0G/USDC,reject_dir2h_abs_prod,35299,0,0.0,False,False
0G/USDC,reject_dir2h_prod,35299,0,0.0,False,False
0G/USDC,reject_dir2h_signed_mag,35299,0,0.0,False,False
0G/USDC,reject_x_dir_edge_2h,35299,0,0.0,False,False
0G/USDC,rejection_proxy,35299,0,0.0,False,False
0G/USDC,resid_strength,35299,0,0.0,False,False
0G/USDC,ret120h,35299,0,0.0,False,False
0G/USDC,ret16h,35299,0,0.0,False,False
0G/USDC,ret1h,35299,0,0.0,False,False
0G/USDC,ret1h_z,35299,0,0.0,False,False
0G/USDC,ret24h,35299,0,0.0,False,False
0G/USDC,ret2h,35299,0,0.0,False,False
0G/USDC,ret48h,35299,0,0.0,False,False
0G/USDC,ret4h,35299,0,0.0,False,False
0G/USDC,ret6h,35299,0,0.0,False,False
0G/USDC,ret72h,35299,0,0.0,False,False
0G/USDC,ret8h,35299,0,0.0,False,False
0G/USDC,retest_accept,35299,0,0.0,False,False
0G/USDC,retest_quality,35299,0,0.0,False,False
0G/USDC,retrace_12,35299,0,0.0,False,False
0G/USDC,reversion_target_distance,35299,0,0.0,False,False
0G/USDC,rng_z,35299,0,0.0,False,False
0G/USDC,roc_div,35299,0,0.0,False,False
0G/USDC,rsi,35299,0,0.0,False,False
0G/USDC,rsi_1h_slope,35299,0,0.0,False,False
0G/USDC,rsi_base,35299,0,0.0,False,False
0G/USDC,rsi_lag1,35299,0,0.0,False,False
0G/USDC,rsi_slope,35299,0,0.0,False,False
0G/USDC,rsi_slope_base,35299,0,0.0,False,False
0G/USDC,rsi_x_high_vol,35299,0,0.0,False,True
0G/USDC,rsi_x_vol,35299,0,0.0,False,False
0G/USDC,rsi_z_x_regime_vol,35299,0,0.0,False,True
0G/USDC,rv_120h,35299,0,0.0,False,True
0G/USDC,rv_12h,35299,0,0.0,False,True
0G/USDC,rv_24h,35299,0,0.0,False,True
0G/USDC,rv_2h,35299,0,0.0,False,True
0G/USDC,rv_48h,35299,0,0.0,False,True
0G/USDC,rv_4h,35299,0,0.0,False,True
0G/USDC,rv_6h,35299,0,0.0,False,True
0G/USDC,rv_8h,35299,0,0.0,False,True
0G/USDC,rv_ratio_24_120,35299,0,0.0,False,True
0G/USDC,rv_ratio_6_24,35299,0,0.0,False,True
0G/USDC,rvol_hod_base,35299,0,0.0,False,False
0G/USDC,rvol_z,35299,0,0.0,False,False
0G/USDC,second_leg_accel_1h,35299,0,0.0,False,False
0G/USDC,second_leg_accel_2h,35299,0,0.0,False,False
0G/USDC,second_leg_accel_vol_1h,35299,0,0.0,False,False
0G/USDC,second_leg_accel_vol_2h,35299,0,0.0,False,False
0G/USDC,shannon_entropy_ret_16,35299,0,0.0,False,False
0G/USDC,shannon_entropy_ret_8,35299,0,0.0,False,False
0G/USDC,shock_12h,35299,0,0.0,False,False
0G/USDC,shock_decay,35299,0,0.0,False,False
0G/USDC,shock_rel,35299,0,0.0,False,False
0G/USDC,shock_vol_ratio,35299,0,0.0,False,False
0G/USDC,signed_max_bar_ret_5h,35299,0,0.0,False,False
0G/USDC,signed_vol,35299,0,0.0,False,False
0G/USDC,sin_dow,35299,0,0.0,False,False
0G/USDC,sin_hod,35299,0,0.0,False,False
0G/USDC,skew,35299,0,0.0,False,False
0G/USDC,skew_12,35299,0,0.0,False,True
0G/USDC,skew_24,35299,0,0.0,False,True
0G/USDC,slope,35299,0,0.0,False,False
0G/USDC,spectral_entropy_ret_24,35299,0,0.0,False,False
0G/USDC,spectral_entropy_ret_48,35299,0,0.0,False,False
0G/USDC,speed,35299,0,0.0,False,False
0G/USDC,spike_score,35299,0,0.0,False,False
0G/USDC,stage_blowoff,35299,0,0.0,False,False
0G/USDC,stage_mr,35299,0,0.0,False,False
0G/USDC,stage_tf,35299,0,0.0,False,False
0G/USDC,stall,35299,0,0.0,False,False
0G/USDC,stall_ext,35299,0,0.0,False,False
0G/USDC,stall_ext_corr,35299,0,0.0,False,False
0G/USDC,stall_x_flow,35299,0,0.0,False,False
0G/USDC,support_quality_score,35299,0,0.0,False,False
0G/USDC,sv_imb_12,35299,0,0.0,False,False
0G/USDC,sv_imb_24,35299,0,0.0,False,False
0G/USDC,t_be_proxy,35299,0,0.0,False,False
0G/USDC,t_pl_proxy,35299,0,0.0,False,False
0G/USDC,t_trail_proxy,35299,0,0.0,False,False
0G/USDC,tail_against,35299,0,0.0,False,False
0G/USDC,tail_fail,35299,0,0.0,False,False
0G/USDC,tail_score,35299,0,0.0,False,False
0G/USDC,tf_bias,35299,0,0.0,False,False
0G/USDC,tf_minus_mr,35299,0,0.0,False,False
0G/USDC,tf_qual,35299,0,0.0,False,False
0G/USDC,tf_tape,35299,0,0.0,False,False
0G/USDC,tfq_dir2h_abs_prod,35299,0,0.0,False,False
0G/USDC,tfq_dir2h_prod,35299,0,0.0,False,False
0G/USDC,tfq_dir2h_signed_mag,35299,0,0.0,False,False
0G/USDC,tfq_x_dir_edge_2h,35299,0,0.0,False,False
0G/USDC,thrust_decay_4,35299,0,0.0,False,False
0G/USDC,thrust_decay_8,35299,0,0.0,False,False
0G/USDC,time_since_event_extreme_12h,35299,0,0.0,False,False
0G/USDC,time_since_peak_12h,35299,0,0.0,False,False
0G/USDC,time_since_trough_12h,35299,0,0.0,False,False
0G/USDC,trail_act_pct,35299,0,0.0,False,False
0G/USDC,trail_act_vol_units,35299,0,0.0,False,True
0G/USDC,trap_quality,35299,0,0.0,False,False
0G/USDC,trap_strength,35299,0,0.0,False,False
0G/USDC,trapped_longs_12,35299,0,0.0,False,False
0G/USDC,trapped_longs_24,35299,0,0.0,False,False
0G/USDC,trapped_longs_96,35299,0,0.0,False,False
0G/USDC,trend_accel_120h,35299,0,0.0,False,False
0G/USDC,trend_age_hours,35299,0,0.0,False,False
0G/USDC,trend_overextension_z,35299,0,0.0,False,False
0G/USDC,trend_pct,35299,0,0.0,False,False
0G/USDC,trend_pct_base,35299,0,0.0,False,False
0G/USDC,trend_regime,35299,0,0.0,False,False
0G/USDC,trend_regime_stability,35299,0,0.0,False,False
0G/USDC,trend_regime_switch_12h,35299,0,0.0,False,False
0G/USDC,trend_retest_success_rate,35299,0,0.0,False,False
0G/USDC,trend_slope_120h,35299,0,0.0,False,False
0G/USDC,trend_slope_48h,35299,0,0.0,False,False
0G/USDC,trend_snr,35299,0,0.0,False,False
0G/USDC,trend_strength_vs_reversion,35299,0,0.0,False,False
0G/USDC,trend_t,35299,0,0.0,False,False
0G/USDC,trend_x_trending,35299,0,0.0,False,False
0G/USDC,trend_z_t,35299,0,0.0,False,False
0G/USDC,ts_12,35299,0,0.0,False,False
0G/USDC,ts_24,35299,0,0.0,False,False
0G/USDC,up_vol,35299,0,0.0,False,False
0G/USDC,up_vol_6,35299,0,0.0,False,False
0G/USDC,upside_semivariance_24,35299,0,0.0,False,True
0G/USDC,upside_semivariance_8,35299,0,0.0,False,True
0G/USDC,v_power,35299,0,0.0,False,False
0G/USDC,vol_asym,35299,0,0.0,False,False
0G/USDC,vol_asym_6,35299,0,0.0,False,False
0G/USDC,vol_compression,35299,0,0.0,False,False
0G/USDC,vol_concentration_12,35299,0,0.0,False,False
0G/USDC,vol_exhaust,35299,0,0.0,False,False
0G/USDC,vol_expansion_ratio,35299,0,0.0,False,False
0G/USDC,vol_high,35299,0,0.0,False,False
0G/USDC,vol_low,35299,0,0.0,False,False
0G/USDC,vol_price_div,35299,0,0.0,False,False
0G/USDC,vol_price_diverge,35299,0,0.0,False,False
0G/USDC,vol_price_spread,35299,0,0.0,False,False
0G/USDC,vol_range_shock,35299,0,0.0,False,False
0G/USDC,vol_regime_switch_12h,35299,0,0.0,False,False
0G/USDC,vol_regime_z,35299,0,0.0,False,True
0G/USDC,vol_scale,35299,0,0.0,False,False
0G/USDC,vol_shock_asym_4_12,35299,0,0.0,False,True
0G/USDC,vol_shock_asym_4_212,35299,0,0.0,False,True
0G/USDC,vol_shock_asym_8_24,35299,0,0.0,False,True
0G/USDC,vol_state,35299,0,0.0,False,False
0G/USDC,vol_z,35299,0,0.0,False,False
0G/USDC,vol_z24_base,35299,0,0.0,False,False
0G/USDC,vol_z_30_calm,35299,0,0.0,False,False
0G/USDC,vol_z_4h,35299,0,0.0,False,False
0G/USDC,vol_z_base,35299,0,0.0,False,False
0G/USDC,vol_z_x_low_vol,35299,0,0.0,False,True
0G/USDC,vol_z_x_regime_trend,35299,0,0.0,False,False
0G/USDC,vol_z_x_trend_t,35299,0,0.0,False,False
0G/USDC,volatility_zscore,35299,0,0.0,False,False
0G/USDC,volu_z,35299,0,0.0,False,False
0G/USDC,volume_capitulation,35299,0,0.0,False,False
0G/USDC,volume_entropy_12,35299,0,0.0,False,False
