symbol,rows,strategy_band_count,gross_hit_rate,net_hit_rate,mean_net_return,mean_gross_return,gross_hit_delta_vs_live_traded,net_return_delta_vs_live_traded,baseline_gross_hit_rate,baseline_mean_net_return,deployable_symbol,reject_reason
MNT_USD:USD,180,14,0.7944444444444444,0.7666666666666667,0.017634798808920566,0.024525767986115932,0.23137672551424998,-0.0011149040731341592,0.5630677189301944,0.018749702882054724,True,
UMA_USD:USD,182,13,0.7527472527472527,0.7417582417582418,0.02009761753723707,0.02699105204343465,0.2273521785495974,-0.004482603470740177,0.5253950741976553,0.024580221007977247,True,
LDO_USD:USD,2,1,0.5,0.5,0.0015476574481602928,0.008422523672553792,0.22413793103448276,0.0016344435501058439,0.27586206896551724,-8.678610194555121e-05,True,
GMX_USD:USD,91,12,0.7912087912087912,0.7802197802197802,0.024089471009862487,0.03098690139500483,0.22208219567619514,0.0018590997539702767,0.569126595532596,0.02223037125589221,True,
AUCTION_USD:USD,190,12,0.7631578947368421,0.7368421052631579,0.02547051824022476,0.03236933099958579,0.21660517475868085,-0.0036579096762263024,0.5465527199781613,0.02912842791645106,True,
ARKM_USD:USD,287,14,0.7665505226480837,0.7526132404181185,0.03382170160352879,0.04072887411141704,0.19729961555708136,0.0077788872264387635,0.5692509070910023,0.026042814377090034,True,
W_USD:USD,33,12,0.696969696969697,0.696969696969697,0.01220104326292036,0.019086573145205912,0.18658594331755204,-0.010039104523675277,0.5103837536521448,0.02224014778659564,True,
ETHFI_USD:USD,164,16,0.7195121951219512,0.6280487804878049,0.01184858535293796,0.018733762477675473,0.18581620461730505,-0.009953815821040317,0.5336959905046461,0.02180240117397828,True,
OGN_USD:USD,178,14,0.7191011235955056,0.7191011235955056,0.026633219573099748,0.0335331960186926,0.17683982982149937,-0.0011459322690007558,0.5422612937740063,0.027779151842100502,True,
SAGA_USD:USD,88,12,0.6931818181818182,0.6590909090909091,0.02626091668874101,0.03316052063925345,0.17683396898453785,0.0033892062981514797,0.5163478491972803,0.022871710390589536,True,
XTZ_USD:USD,3,2,0.6666666666666666,0.6666666666666666,0.005398723186816021,0.012277444197173608,0.17513436771118548,-0.00528375666417136,0.4915322989554812,0.010682479850987381,True,
RLC_USD:USD,209,16,0.7320574162679426,0.722488038277512,0.022315996400957924,0.029211651339895856,0.1663248373289623,-0.0036375480023300125,0.5657325789389803,0.025953544403287933,True,
1INCH_USD:USD,141,12,0.7163120567375887,0.6524822695035462,0.00673199975686862,0.013612055187827014,0.15823756884655463,-0.012834289250710406,0.5580744878910342,0.019566289007579025,True,
QNT_USD:USD,41,11,0.6585365853658537,0.36585365853658536,0.003572871294105951,0.010449764363329311,0.15749238238120114,-0.020562422857648713,0.5010442029846526,0.024135294151754666,True,
ICX_USD:USD,315,16,0.7428571428571429,0.7301587301587301,0.02655472316334802,0.03345462124428502,0.15283040953950897,-0.005222102088361652,0.590026733317634,0.03177682525170967,True,
MOVR_USD:USD,101,12,0.6831683168316832,0.6633663366336634,0.026694762631694385,0.0335948007127247,0.1518051519474123,0.009389532832215197,0.5313631648842709,0.017305229799479196,True,
RARE_USD:USD,329,13,0.729483282674772,0.723404255319149,0.05769802572681469,0.06462909829920069,0.15169959726257445,0.029876676104955924,0.5777836854121977,0.02782134962185876,True,
SUPER_USD:USD,215,15,0.7395348837209302,0.7395348837209302,0.012436982677770467,0.019322748888255276,0.14818124684022388,-0.014273294934033821,0.5913536368807064,0.02671027761180429,True,
STG_USD:USD,161,14,0.7080745341614907,0.7080745341614907,0.049993515157602385,0.05691687542590901,0.14663904893223156,0.024382764745175367,0.5614354852292592,0.025610750412427018,True,
ALICE_USD:USD,74,15,0.6351351351351351,0.5945945945945946,0.004658639905661196,0.01153661990839459,0.145071610738327,-0.01269108663861505,0.4900635243968081,0.01734972654427625,True,
FLOKI_USD:USD,79,9,0.6708860759493671,0.6075949367088608,0.006962806367871024,0.013843092837999742,0.13996060940591085,-0.015329141068126096,0.5309254665434563,0.02229194743599712,True,
LRC_USD:USD,69,10,0.6376811594202898,0.6231884057971014,0.011984864123200142,0.01887017758360815,0.13827082387970516,-0.006969872414211265,0.4994103355405846,0.018954736537411407,True,
BICO_USD:USD,186,11,0.6720430107526881,0.6720430107526881,0.026935943941338813,0.03383622344277096,0.11699054073598707,0.003260077144384995,0.5550524700167012,0.023675866796953816,True,
BAT_USD:USD,224,14,0.6830357142857143,0.6785714285714286,0.026048213385846623,0.03294760441941279,0.11288142355030874,0.0003587778306463513,0.5701542907354057,0.025689435555200268,True,
TLM_USD:USD,652,14,0.6809815950920245,0.6763803680981595,0.05210347660720513,0.05902894901708408,0.10694971207184514,0.01938615313735704,0.5740318830201794,0.0327173234698481,True,
STORJ_USD:USD,251,12,0.6613545816733067,0.6215139442231076,0.015160334115175299,0.022048826256162835,0.10476072028271761,-0.009384815720356453,0.5565938613905892,0.024545149835531743,True,
KAVA_USD:USD,138,11,0.6304347826086957,0.6159420289855072,0.015632329453437406,0.02252129418228553,0.10465263515961068,-0.01056167100735279,0.525782147449085,0.026194000460790196,True,
ZK_USD:USD,42,8,0.6190476190476191,0.5238095238095238,0.0018638136556356345,0.008738995978679234,0.10107476542145025,-0.016209704977144964,0.5179728536261687,0.0180735186327806,True,
CVX_USD:USD,176,12,0.6761363636363636,0.6761363636363636,0.019886464125962962,0.026779687223858276,0.08893741337914092,-0.006825015597298776,0.5871989502572227,0.026711479723261735,True,
CFX_USD:USD,62,6,0.5483870967741935,0.532258064516129,0.0038109021302469774,0.010688033651880955,0.08420074117593382,-0.010336707888159633,0.46418635559825977,0.01414761001840661,True,
REZ_USD:USD,228,15,0.6271929824561403,0.6228070175438597,0.03672994994874941,0.04364003303682497,0.07966702983992327,0.009606993506809498,0.5475259526162172,0.02712295644193991,True,
POWR_USD:USD,345,13,0.6463768115942029,0.6405797101449275,0.026712309646982964,0.03361236550566361,0.0760730100232479,-0.0009516839011452456,0.5703038015709551,0.02766399354812821,True,
API3_USD:USD,121,14,0.6198347107438017,0.5785123966942148,0.008629770080530955,0.015511725121457872,0.07604608637744889,-0.01956773151181481,0.5437886243663528,0.028197501592345766,True,
CHR_USD:USD,127,12,0.6141732283464567,0.5826771653543307,0.01655182681019318,0.023441711723044413,0.054736245586247685,-0.007416861692371602,0.559436982760209,0.02396868850256478,True,
DYM_USD:USD,147,13,0.6258503401360545,0.5782312925170068,0.03754240581101499,0.04445330249714848,0.043608496775825,0.015389687282831736,0.5822418433602294,0.022152718528183256,True,
BNT_USD:USD,424,12,0.625,0.6132075471698113,0.033466380724820506,0.04037319730733861,0.0434778446448462,0.007273603812311441,0.5815221553551538,0.026192776912509062,True,
MINA_USD:USD,107,14,0.5981308411214953,0.5981308411214953,0.008632567407933422,0.01551452530438883,0.04308490939198275,-0.015348470077676583,0.5550459317295127,0.023981037485609997,True,
WOO_USD:USD,344,13,0.6162790697674418,0.6046511627906976,0.027370386180605305,0.03427110087270817,0.03966604535797514,0.0024526933356780814,0.5766130244094667,0.02491769284492723,True,
BLUR_USD:USD,91,11,0.5714285714285714,0.5714285714285714,0.01627396585341906,0.02316357285772217,0.03815835150585862,-0.0031895460980798473,0.5332702199227128,0.019463511951498907,True,
TNSR_USD:USD,291,14,0.6013745704467354,0.6013745704467354,0.02254865823944654,0.029444546263052294,0.030865215859186536,-0.005302698699198127,0.5705093545875489,0.027851356938644673,True,
EGLD_USD:USD,26,6,0.5,0.4230769230769231,0.005300213827390127,0.012178835886058404,0.03045497459713576,-0.009760930607160127,0.46954502540286425,0.015061144434550252,True,
BIGTIME_USD:USD,363,14,0.5895316804407713,0.5895316804407713,0.03575630002136014,0.0426654087682072,0.02910707075801825,0.0077036089712680745,0.560424609682753,0.028052691050092067,True,
COTI_USD:USD,195,15,0.5846153846153846,0.5282051282051282,0.022560016901696164,0.0294559161256746,0.027818655692881007,-0.0003696119129934296,0.5567967289225035,0.022929628814689587,True,
T_USD:USD,489,11,0.5603271983640081,0.5501022494887525,0.017584122694382538,0.02447504110170542,0.012653013126206456,-0.010794700971796443,0.5476741852378018,0.028378823666178978,True,
AEVO_USD:USD,170,14,0.5235294117647059,0.5235294117647059,0.014665842918804697,0.021553840181592246,-0.0016085467767198958,-0.005533850705000192,0.5251379585414258,0.020199693623804887,True,
ZRX_USD:USD,456,14,0.5570175438596491,0.5570175438596491,0.02530112473340558,0.032199767918106616,-0.017616538396939174,0.00042331268945678985,0.5746340822565882,0.024877812043948788,True,
SPELL_USD:USD,574,12,0.5331010452961672,0.5278745644599303,0.02230260308792696,0.02919824465508983,-0.034586947762708646,-0.0059680634192946416,0.5676879930588759,0.02827066650722161,True,
CELR_USD:USD,154,11,0.5194805194805194,0.38961038961038963,0.013743267850167927,0.020630341531862245,-0.03753753939024523,-0.014998310810093163,0.5570180588707646,0.0287415786602611,True,
CTSI_USD:USD,237,12,0.5232067510548524,0.510548523206751,0.04021519334641832,0.04712876544839175,-0.03755272860050101,0.013482669709677124,0.5607594796553533,0.026732523636741203,True,
ETC_USD:USD,2,2,0.5,0.5,-0.0033446515143938,0.0035253169679950245,0.09341224909933094,-0.011028889607099884,0.40658775090066906,0.007684238092706083,False,mean_net_return_not_positive
GMT_USD:USD,10,7,0.5,0.5,-0.002587137682820061,0.004283589251668445,-0.0005277268483009801,-0.0245643983382765,0.500527726848301,0.021977260655456438,False,mean_net_return_not_positive
ANKR_USD:USD,143,11,0.5314685314685315,0.4965034965034965,-0.000605867534968746,0.006266842702742257,-0.00851749906964673,-0.028532037607166015,0.5399860305381782,0.027926170072197266,False,mean_net_return_not_positive
PENDLE_USD:USD,5,4,0.4,0.4,0.0020612753874264082,0.00893665560585529,-0.05071956186513697,-0.010684271340341984,0.45071956186513706,0.012745546727768392,False,gross_hit_delta_below_tolerance
TRU_USD:USD,141,14,0.5319148936170213,0.5319148936170213,0.020147207796054403,0.027040691903576265,-0.056264399931573277,-0.002707330223990207,0.5881792935485947,0.022854538020044605,False,gross_hit_delta_below_tolerance
FLOW_USD:USD,104,14,0.4423076923076923,0.4423076923076923,0.008078068908517594,0.014959471768997423,-0.06029542994123159,-0.011310374751661818,0.502603122248924,0.01938844366017941,False,gross_hit_delta_below_tolerance
AR_USD:USD,119,12,0.5042016806722689,0.48739495798319327,0.02202625083190498,0.02892161560086353,-0.08972759735578169,0.0006492361064029619,0.5939292780280505,0.021377014725502012,False,gross_hit_delta_below_tolerance
GTC_USD:USD,69,11,0.4927536231884058,0.4927536231884058,0.03639785164504271,0.043307602833894676,-0.10003368947866828,0.013797547832037781,0.592787312667074,0.022600303813004936,False,gross_hit_delta_below_tolerance
PAXG_USD:USD,4,2,0.25,0.25,-0.006449344971437204,0.00041751583703054885,-0.11075712143928035,-0.01361516648434145,0.36075712143928035,0.007165821512904247,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
FLR_USD:USD,330,15,0.4090909090909091,0.37272727272727274,0.0032248911740454414,0.010101436084941013,-0.14276993311235386,-0.02302435673973127,0.5518608422032629,0.026249247913776703,False,gross_hit_delta_below_tolerance
C98_USD:USD,224,12,0.4330357142857143,0.3482142857142857,0.009088136834555846,0.01597055075630604,-0.16533046928721165,-0.0183977491127905,0.5983661835729259,0.02748588594734635,False,gross_hit_delta_below_tolerance
LSK_USD:USD,599,16,0.38731218697829717,0.3823038397328882,0.013242322031943204,0.020128894296697723,-0.17720781769115873,-0.020299652410057687,0.5645200046694558,0.03354197444200089,False,gross_hit_delta_below_tolerance
NMR_USD:USD,15,6,0.26666666666666666,0.26666666666666666,-0.004231104723953805,0.0026379767281119884,-0.18062229597120522,-0.01607096894514509,0.4472889626378719,0.011839864221191284,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
YFI_USD:USD,211,11,0.3412322274881517,0.3412322274881517,0.0038009207319287075,0.010678042150640712,-0.20379551886929656,-0.01970016519220897,0.5450277463574482,0.023501085924137674,False,gross_hit_delta_below_tolerance
QTUM_USD:USD,198,16,0.36363636363636365,0.36363636363636365,0.0018508168833760719,0.008725986266561578,-0.23672047331441665,-0.020783215112388967,0.6003568369507803,0.02263403199576504,False,gross_hit_delta_below_tolerance
MOG_USD:USD,254,11,0.2992125984251969,0.2992125984251969,0.021481239182948222,0.028376058472420175,-0.24373953986966876,-0.0030907223934228244,0.5429521382948657,0.024571961576371044,False,gross_hit_delta_below_tolerance
JTO_USD:USD,4,3,0.25,0.25,-0.005070222827753637,0.0017980187063677364,-0.25050343293243793,-0.01966121096912427,0.5005034329324379,0.014590988141370635,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
PORTAL_USD:USD,271,13,0.2915129151291513,0.28044280442804426,0.01986794136415299,0.026761146097135945,-0.2607520387506235,-0.0033846558954692715,0.5522649538797749,0.023252597259622258,False,gross_hit_delta_below_tolerance
NEO_USD:USD,45,4,0.2222222222222222,0.2222222222222222,-0.004357142412905928,0.0025118128351807045,-0.27392202279672967,-0.033562515171931026,0.4961442450189519,0.029205372759025097,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
TURBO_USD:USD,17,5,0.17647058823529413,0.17647058823529413,-0.007668119303363202,-0.0008024783917807175,-0.32979355613725836,-0.02706507055849278,0.5062641443725525,0.01939695125512958,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
STX_USD:USD,18,7,0.16666666666666666,0.16666666666666666,-0.007469872855699031,-0.0006040335194268843,-0.37400097638077207,-0.03258569398842833,0.5406676430474386,0.025115821132729296,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
LPT_USD:USD,4,3,0.0,0.0,-0.011440097923868596,-0.0045782328250328595,-0.4121320842468939,-0.022820119839998286,0.4121320842468939,0.011380021916129692,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
SUSHI_USD:USD,1,1,0.0,0.0,-0.011077766306897194,-0.004215538320837029,-0.42196531791907516,-0.017116008629069028,0.42196531791907516,0.0060382423221718344,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
ZRO_USD:USD,3,1,0.0,0.0,-0.011449803795459498,-0.004587948307949278,-0.42196531791907516,-0.017488046117631332,0.42196531791907516,0.0060382423221718344,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
POPCAT_USD:USD,1,1,0.0,0.0,-0.015136832561775783,-0.008278667852785873,-0.42196531791907516,-0.02117507488394762,0.42196531791907516,0.0060382423221718344,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
SNX_USD:USD,4,2,0.0,0.0,-0.010585829877266422,-0.0037231094740342806,-0.4508023466482616,-0.01897832719073473,0.4508023466482616,0.008392497313468306,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
RUNE_USD:USD,3,3,0.0,0.0,-0.010985650263360361,-0.0041233301172803214,-0.4683103082226465,-0.02295629484245489,0.4683103082226465,0.011970644579094532,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
USDT_USD:USD,226,14,0.05752212389380531,0.0,-0.007774513026187279,-0.0009089785969690225,-0.4749635251520649,-0.029737626059760314,0.5324856490458703,0.02196311303357303,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
MEW_USD:USD,1,1,0.0,0.0,-0.012371560829505465,-0.005510628103327549,-0.49361702127659574,-0.02971960958753674,0.49361702127659574,0.017348048758031274,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
USDC_USD:USD,330,13,0.01818181818181818,0.0,-0.00770958287728101,-0.0008439834776347301,-0.5099081569813156,-0.037021350655085064,0.5280899751631338,0.02931176777780406,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
STRK_USD:USD,1,1,0.0,0.0,-0.010886567161132706,-0.004024147899183746,-0.5373134328358209,-0.026341829448490423,0.5373134328358209,0.015455262287357717,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
PEPE_USD:USD,1,1,0.0,0.0,-0.012956233281413744,-0.00609588622276476,-0.5373134328358209,-0.028411495568771462,0.5373134328358209,0.015455262287357717,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
