fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,3.214192e-05,0.009042664,-0.025156276,-4.8503423e-12,0.026487876
1,2.2692006e-05,0.009020618,-0.02514806,0.0,0.026448075
2,5.3956355e-05,0.008824297,-0.025095347,-4.849454e-12,0.026498366
3,6.5813256e-05,0.008731426,-0.02511915,2.4300562e-12,0.026527133
4,2.8944263e-05,0.008600181,-0.025227148,0.0,0.026566748
